_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888
0.778,0.888,0.887,0.887,0.887,0.887,0.888,0.887,0.887
0.678,0.887,0.778,0.778,0.885,0.886,0.887,0.886,0.778
0.675,0.886,0.778,0.778,0.884,0.884,0.885,0.885,0.778
0.672,0.885,0.778,0.778,0.883,0.884,0.884,0.884,0.778
0.67,0.885,0.778,0.777,0.882,0.882,0.884,0.883,0.777
0.669,0.884,0.778,0.777,0.881,0.881,0.883,0.882,0.777
0.659,0.883,0.777,0.777,0.88,0.88,0.877,0.881,0.777
0.659,0.882,0.777,0.777,0.879,0.879,0.876,0.88,0.777
0.658,0.881,0.773,0.773,0.878,0.878,0.876,0.879,0.773
0.56,0.881,0.772,0.771,0.877,0.878,0.875,0.878,0.771
0.559,0.88,0.724,0.77,0.876,0.878,0.875,0.877,0.77
0.557,0.879,0.722,0.722,0.875,0.877,0.875,0.876,0.722
0.556,0.878,0.72,0.72,0.874,0.877,0.874,0.875,0.72
0.555,0.877,0.72,0.719,0.873,0.876,0.874,0.874,0.719
0.54,0.876,0.715,0.714,0.872,0.875,0.873,0.87,0.714
0.539,0.876,0.715,0.713,0.871,0.875,0.86,0.869,0.713
0.538,0.875,0.702,0.713,0.871,0.874,0.86,0.862,0.713
0.537,0.874,0.702,0.713,0.87,0.873,0.859,0.861,0.713
0.536,0.873,0.702,0.712,0.869,0.872,0.85,0.86,0.712
0.535,0.872,0.701,0.712,0.868,0.871,0.623,0.856,0.712
0.533,0.871,0.697,0.712,0.867,0.87,0.623,0.855,0.712
0.532,0.87,0.696,0.709,0.866,0.87,0.622,0.854,0.709
0.532,0.869,0.696,0.709,0.865,0.87,0.621,0.85,0.709
0.528,0.869,0.696,0.696,0.865,0.87,0.621,0.849,0.696
0.526,0.868,0.694,0.695,0.864,0.869,0.617,0.848,0.695
0.523,0.867,0.694,0.694,0.864,0.869,0.58,0.847,0.694
0.522,0.867,0.688,0.694,0.863,0.868,0.575,0.84,0.694
0.521,0.866,0.683,0.693,0.862,0.868,0.575,0.839,0.693
0.506,0.865,0.627,0.693,0.861,0.867,0.575,0.838,0.693
0.461,0.865,0.627,0.692,0.86,0.867,0.575,0.837,0.692
0.461,0.864,0.627,0.691,0.859,0.867,0.575,0.836,0.691
0.461,0.863,0.627,0.69,0.858,0.867,0.575,0.835,0.69
0.459,0.862,0.627,0.689,0.857,0.866,0.574,0.834,0.689
0.452,0.861,0.627,0.688,0.856,0.865,0.564,0.833,0.688
0.451,0.86,0.627,0.642,0.855,0.864,0.564,0.832,0.642
0.436,0.859,0.627,0.642,0.854,0.864,0.564,0.831,0.642
0.432,0.858,0.627,0.642,0.853,0.864,0.564,0.83,0.642
0.43,0.858,0.624,0.642,0.852,0.863,0.564,0.819,0.642
0.424,0.857,0.624,0.642,0.851,0.862,0.564,0.818,0.642
0.411,0.856,0.624,0.641,0.85,0.861,0.564,0.817,0.641
0.411,0.855,0.624,0.641,0.849,0.861,0.564,0.816,0.641
0.41,0.855,0.624,0.641,0.718,0.86,0.564,0.808,0.641
0.407,0.854,0.623,0.639,0.717,0.859,0.564,0.807,0.639
0.407,0.853,0.623,0.639,0.716,0.858,0.564,0.803,0.639
0.406,0.853,0.622,0.633,0.715,0.858,0.564,0.802,0.633
0.141,0.852,0.622,0.632,0.714,0.857,0.564,0.799,0.632
0.137,0.851,0.568,0.631,0.713,0.857,0.564,0.798,0.631
0.137,0.85,0.568,0.63,0.713,0.856,0.563,0.791,0.63
0.136,0.849,0.568,0.63,0.713,0.855,0.562,0.79,0.63
0.091,0.848,0.567,0.63,0.713,0.855,0.562,0.789,0.63
0.08,0.848,0.567,0.629,0.712,0.854,0.543,0.788,0.629
0.08,0.847,0.566,0.628,0.712,0.853,0.543,0.787,0.628
0.08,0.846,0.565,0.627,0.709,0.852,0.543,0.773,0.627
0.08,0.845,0.565,0.626,0.709,0.85,0.543,0.772,0.626
0.08,0.844,0.564,0.625,0.708,0.849,0.529,0.771,0.625
0.08,0.843,0.564,0.625,0.707,0.848,0.525,0.768,0.625
0.08,0.842,0.564,0.625,0.706,0.846,0.521,0.767,0.625
0.08,0.841,0.564,0.624,0.705,0.846,0.521,0.766,0.624
0.08,0.84,0.564,0.624,0.705,0.845,0.517,0.765,0.624
0.08,0.839,0.564,0.623,0.705,0.844,0.516,0.761,0.623
0.08,0.838,0.564,0.542,0.704,0.843,0.474,0.759,0.542
0.08,0.838,0.564,0.542,0.703,0.842,0.474,0.758,0.542
0.08,0.838,0.564,0.541,0.702,0.841,0.474,0.756,0.541
0.08,0.837,0.564,0.541,0.701,0.84,0.469,0.755,0.541
0.05,0.836,0.564,0.541,0.7,0.839,0.468,0.75,0.541
0.05,0.835,0.564,0.54,0.698,0.838,0.468,0.745,0.54
0.05,0.834,0.564,0.54,0.697,0.837,0.468,0.745,0.54
0.05,0.833,0.564,0.539,0.695,0.836,0.468,0.744,0.539
0.05,0.832,0.564,0.538,0.694,0.835,0.468,0.744,0.538
0.05,0.831,0.564,0.518,0.693,0.834,0.468,0.742,0.518
0.05,0.83,0.564,0.517,0.692,0.833,0.468,0.741,0.517
0.05,0.83,0.563,0.517,0.692,0.832,0.468,0.74,0.517
0.037,0.829,0.563,0.517,0.691,0.831,0.468,0.733,0.517
0.037,0.828,0.562,0.517,0.69,0.83,0.468,0.732,0.517
0.037,0.827,0.561,0.517,0.688,0.829,0.43,0.731,0.517
0.037,0.826,0.561,0.517,0.688,0.828,0.43,0.73,0.517
0.037,0.825,0.561,0.517,0.687,0.827,0.43,0.727,0.517
0.037,0.825,0.561,0.517,0.686,0.826,0.43,0.727,0.517
0.037,0.824,0.56,0.517,0.684,0.825,0.43,0.726,0.517
0.037,0.824,0.56,0.517,0.683,0.824,0.422,0.725,0.517
0.012,0.823,0.56,0.516,0.682,0.823,0.324,0.724,0.516
0.012,0.822,0.56,0.515,0.681,0.822,0.315,0.722,0.515
0.012,0.821,0.56,0.515,0.681,0.821,0.302,0.721,0.515
0.012,0.82,0.559,0.515,0.68,0.82,0.302,0.721,0.515
0.012,0.82,0.559,0.515,0.68,0.819,0.302,0.716,0.515
0.012,0.819,0.559,0.514,0.68,0.816,0.302,0.716,0.514
0.012,0.819,0.548,0.513,0.678,0.815,0.302,0.71,0.513
0.012,0.817,0.548,0.512,0.676,0.814,0.302,0.709,0.512
0.012,0.816,0.547,0.512,0.675,0.813,0.302,0.707,0.512
0.012,0.815,0.547,0.512,0.674,0.812,0.302,0.707,0.512
0.012,0.815,0.547,0.509,0.673,0.811,0.302,0.706,0.509
0.012,0.815,0.547,0.508,0.672,0.81,0.302,0.705,0.508
0.012,0.814,0.547,0.507,0.671,0.805,0.302,0.705,0.507
0.012,0.813,0.547,0.507,0.669,0.8,0.302,0.702,0.507
0.007,0.812,0.547,0.506,0.668,0.799,0.302,0.701,0.506
0.007,0.812,0.547,0.504,0.668,0.798,0.302,0.701,0.504
0.007,0.812,0.547,0.503,0.667,0.797,0.302,0.397,0.503
0.007,0.811,0.547,0.502,0.664,0.794,0.302,0.396,0.502
0.007,0.81,0.547,0.501,0.664,0.792,0.294,0.396,0.501
0.007,0.809,0.532,0.501,0.663,0.791,0.29,0.396,0.501
0.007,0.698,0.532,0.501,0.66,0.788,0.29,0.396,0.501
0.007,0.697,0.532,0.501,0.659,0.786,0.29,0.386,0.501
0.007,0.697,0.532,0.501,0.659,0.785,0.29,0.383,0.501
0.007,0.696,0.532,0.5,0.658,0.784,0.29,0.383,0.5
0.007,0.695,0.531,0.5,0.657,0.783,0.29,0.383,0.5
0.007,0.694,0.531,0.5,0.656,0.782,0.29,0.383,0.5
0.007,0.692,0.531,0.5,0.655,0.781,0.29,0.381,0.5
0.007,0.691,0.531,0.499,0.655,0.78,0.29,0.381,0.499
0.007,0.69,0.531,0.499,0.654,0.779,0.274,0.379,0.499
