_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762,0.762
0.761,0.762,0.762,0.762,0.761,0.762,0.761,0.761,0.762
0.76,0.761,0.761,0.761,0.76,0.762,0.76,0.76,0.761
0.759,0.759,0.761,0.761,0.759,0.761,0.759,0.759,0.761
0.758,0.758,0.761,0.761,0.759,0.76,0.758,0.758,0.761
0.757,0.758,0.76,0.76,0.758,0.76,0.757,0.757,0.76
0.756,0.757,0.759,0.759,0.758,0.76,0.756,0.756,0.759
0.751,0.757,0.759,0.759,0.758,0.759,0.755,0.755,0.759
0.75,0.756,0.759,0.759,0.758,0.759,0.753,0.753,0.759
0.749,0.755,0.759,0.759,0.758,0.759,0.752,0.753,0.759
0.748,0.754,0.759,0.759,0.758,0.758,0.751,0.751,0.759
0.747,0.754,0.759,0.759,0.758,0.758,0.75,0.748,0.759
0.746,0.753,0.759,0.758,0.758,0.758,0.749,0.747,0.758
0.745,0.752,0.758,0.758,0.757,0.757,0.748,0.746,0.758
0.744,0.751,0.758,0.758,0.757,0.756,0.747,0.745,0.758
0.743,0.75,0.758,0.758,0.756,0.755,0.746,0.744,0.758
0.741,0.749,0.758,0.757,0.755,0.754,0.744,0.743,0.757
0.74,0.748,0.758,0.757,0.755,0.753,0.742,0.742,0.757
0.739,0.748,0.757,0.757,0.755,0.752,0.739,0.741,0.757
0.738,0.747,0.757,0.756,0.754,0.751,0.739,0.74,0.756
0.737,0.746,0.757,0.756,0.753,0.751,0.739,0.738,0.756
0.736,0.746,0.757,0.756,0.752,0.75,0.736,0.736,0.756
0.735,0.745,0.757,0.756,0.752,0.75,0.733,0.735,0.756
0.734,0.744,0.757,0.756,0.751,0.749,0.733,0.734,0.756
0.733,0.743,0.757,0.755,0.75,0.749,0.731,0.73,0.755
0.732,0.742,0.756,0.755,0.75,0.743,0.726,0.729,0.755
0.731,0.741,0.756,0.755,0.75,0.742,0.726,0.728,0.755
0.73,0.741,0.756,0.755,0.749,0.741,0.723,0.723,0.755
0.729,0.741,0.756,0.754,0.748,0.741,0.723,0.722,0.754
