_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997
0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
0.995,0.995,0.995,0.995,0.995,0.994,0.993,0.995,0.995
0.994,0.994,0.994,0.994,0.994,0.993,0.991,0.994,0.994
0.993,0.993,0.993,0.993,0.993,0.992,0.99,0.993,0.993
0.992,0.992,0.992,0.992,0.992,0.991,0.989,0.992,0.992
0.991,0.991,0.991,0.991,0.991,0.99,0.988,0.991,0.991
0.99,0.99,0.986,0.99,0.99,0.989,0.987,0.99,0.99
0.989,0.989,0.985,0.985,0.989,0.988,0.986,0.989,0.985
0.988,0.988,0.982,0.984,0.988,0.987,0.985,0.988,0.984
0.987,0.987,0.981,0.983,0.987,0.986,0.984,0.987,0.983
0.986,0.986,0.98,0.982,0.986,0.985,0.983,0.986,0.982
0.985,0.985,0.979,0.979,0.985,0.984,0.982,0.985,0.979
0.984,0.984,0.977,0.978,0.984,0.983,0.979,0.983,0.978
0.983,0.983,0.973,0.977,0.983,0.982,0.976,0.982,0.977
0.982,0.982,0.972,0.976,0.982,0.981,0.973,0.981,0.976
0.981,0.981,0.971,0.975,0.981,0.98,0.972,0.98,0.975
0.98,0.98,0.971,0.974,0.98,0.979,0.971,0.979,0.974
0.979,0.979,0.969,0.973,0.979,0.978,0.97,0.978,0.973
0.978,0.978,0.969,0.972,0.978,0.977,0.969,0.977,0.972
0.977,0.977,0.968,0.971,0.977,0.976,0.966,0.976,0.971
0.976,0.976,0.967,0.97,0.976,0.97,0.965,0.975,0.97
0.975,0.975,0.965,0.969,0.975,0.969,0.964,0.974,0.969
0.974,0.974,0.964,0.968,0.974,0.963,0.961,0.973,0.968
0.973,0.973,0.955,0.967,0.973,0.962,0.958,0.972,0.967
0.972,0.972,0.954,0.966,0.972,0.961,0.957,0.971,0.966
0.971,0.971,0.953,0.965,0.971,0.96,0.955,0.97,0.965
0.969,0.97,0.934,0.963,0.97,0.959,0.953,0.969,0.963
0.968,0.968,0.933,0.962,0.969,0.958,0.949,0.968,0.962
0.967,0.967,0.932,0.96,0.968,0.957,0.948,0.967,0.96
0.965,0.966,0.931,0.96,0.967,0.956,0.947,0.966,0.96
0.964,0.965,0.931,0.959,0.966,0.955,0.946,0.965,0.959
0.963,0.964,0.931,0.958,0.965,0.954,0.943,0.964,0.958
0.962,0.963,0.93,0.957,0.964,0.953,0.94,0.963,0.957
0.96,0.962,0.93,0.941,0.963,0.952,0.937,0.962,0.941
0.959,0.961,0.93,0.94,0.962,0.951,0.936,0.961,0.94
0.958,0.96,0.929,0.939,0.961,0.95,0.935,0.96,0.939
0.957,0.959,0.929,0.938,0.96,0.949,0.934,0.959,0.938
0.956,0.958,0.92,0.937,0.959,0.948,0.931,0.958,0.937
0.954,0.957,0.92,0.936,0.958,0.947,0.928,0.957,0.936
0.953,0.956,0.919,0.935,0.957,0.946,0.927,0.956,0.935
0.952,0.955,0.918,0.934,0.956,0.945,0.924,0.955,0.934
0.951,0.954,0.918,0.933,0.955,0.944,0.923,0.954,0.933
0.95,0.953,0.918,0.913,0.954,0.943,0.921,0.953,0.913
0.949,0.952,0.918,0.913,0.953,0.942,0.919,0.952,0.913
0.948,0.951,0.917,0.912,0.952,0.941,0.919,0.951,0.912
0.947,0.95,0.916,0.91,0.951,0.94,0.916,0.95,0.91
0.946,0.949,0.915,0.91,0.95,0.939,0.914,0.949,0.91
0.945,0.948,0.915,0.909,0.949,0.938,0.913,0.948,0.909
0.944,0.947,0.914,0.909,0.948,0.937,0.912,0.947,0.909
0.943,0.946,0.914,0.908,0.947,0.936,0.912,0.946,0.908
0.942,0.945,0.913,0.908,0.946,0.932,0.911,0.945,0.908
0.941,0.944,0.912,0.907,0.945,0.931,0.91,0.944,0.907
0.94,0.943,0.912,0.906,0.944,0.93,0.903,0.943,0.906
