_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727,0.727
0.205,0.726,0.205,0.205,0.726,0.726,0.727,0.726,0.205
0.203,0.725,0.204,0.204,0.725,0.726,0.727,0.725,0.204
0.13,0.725,0.161,0.161,0.724,0.725,0.727,0.725,0.161
0.11,0.724,0.13,0.13,0.723,0.724,0.727,0.724,0.13
0.105,0.723,0.11,0.11,0.722,0.723,0.727,0.724,0.11
0.101,0.723,0.11,0.11,0.721,0.722,0.727,0.724,0.11
0.087,0.722,0.109,0.109,0.72,0.721,0.671,0.724,0.109
0.087,0.721,0.109,0.109,0.72,0.72,0.671,0.723,0.109
0.087,0.72,0.104,0.104,0.719,0.719,0.671,0.721,0.104
0.087,0.72,0.1,0.093,0.719,0.719,0.671,0.721,0.093
0.087,0.719,0.087,0.093,0.718,0.719,0.671,0.721,0.093
0.087,0.717,0.087,0.093,0.718,0.719,0.472,0.72,0.093
0.087,0.714,0.087,0.093,0.718,0.718,0.472,0.719,0.093
0.087,0.714,0.087,0.084,0.717,0.718,0.472,0.718,0.084
0.087,0.713,0.087,0.084,0.716,0.712,0.472,0.718,0.084
0.079,0.712,0.084,0.084,0.715,0.712,0.472,0.718,0.084
0.079,0.711,0.084,0.084,0.713,0.712,0.472,0.717,0.084
0.079,0.71,0.084,0.084,0.712,0.711,0.472,0.716,0.084
0.005,0.709,0.084,0.084,0.711,0.711,0.472,0.716,0.084
0.005,0.709,0.084,0.084,0.71,0.71,0.472,0.715,0.084
0.005,0.708,0.084,0.084,0.709,0.71,0.472,0.715,0.084
0.005,0.708,0.084,0.084,0.709,0.71,0.472,0.715,0.084
0.004,0.708,0.084,0.084,0.708,0.71,0.472,0.715,0.084
0.004,0.706,0.084,0.084,0.708,0.709,0.472,0.715,0.084
0.004,0.7,0.084,0.084,0.708,0.709,0.472,0.715,0.084
0.004,0.695,0.084,0.084,0.707,0.708,0.472,0.714,0.084
0.004,0.693,0.084,0.084,0.706,0.708,0.472,0.707,0.084
0.004,0.667,0.084,0.084,0.705,0.708,0.472,0.706,0.084
0.004,0.666,0.084,0.084,0.705,0.708,0.472,0.706,0.084
0.004,0.663,0.084,0.084,0.705,0.707,0.472,0.706,0.084
0.004,0.662,0.084,0.084,0.704,0.707,0.472,0.706,0.084
0.004,0.661,0.084,0.084,0.703,0.706,0.472,0.706,0.084
0.004,0.657,0.084,0.084,0.703,0.705,0.469,0.554,0.084
0.004,0.657,0.084,0.084,0.702,0.705,0.469,0.554,0.084
0.004,0.656,0.084,0.084,0.701,0.705,0.469,0.554,0.084
0.004,0.656,0.084,0.084,0.7,0.704,0.447,0.554,0.084
0.004,0.656,0.084,0.084,0.699,0.704,0.447,0.554,0.084
0.004,0.655,0.084,0.084,0.699,0.701,0.447,0.554,0.084
0.004,0.654,0.084,0.084,0.699,0.701,0.447,0.553,0.084
0.004,0.58,0.084,0.084,0.698,0.701,0.447,0.553,0.084
0.004,0.58,0.084,0.084,0.697,0.7,0.447,0.553,0.084
0.004,0.58,0.084,0.084,0.696,0.699,0.447,0.553,0.084
0.004,0.579,0.084,0.078,0.695,0.698,0.447,0.552,0.078
0.004,0.578,0.084,0.078,0.694,0.697,0.447,0.551,0.078
0.004,0.578,0.084,0.078,0.693,0.696,0.421,0.551,0.078
0.004,0.578,0.084,0.078,0.693,0.695,0.306,0.551,0.078
0.004,0.578,0.084,0.078,0.693,0.687,0.306,0.55,0.078
0.004,0.577,0.084,0.078,0.692,0.686,0.306,0.544,0.078
0.004,0.576,0.084,0.078,0.692,0.685,0.306,0.544,0.078
0.004,0.576,0.084,0.078,0.204,0.685,0.306,0.544,0.078
0.004,0.575,0.084,0.078,0.204,0.685,0.306,0.544,0.078
0.004,0.574,0.084,0.078,0.204,0.684,0.306,0.544,0.078
0.004,0.573,0.084,0.078,0.203,0.684,0.306,0.544,0.078
0.004,0.569,0.084,0.074,0.203,0.684,0.306,0.544,0.074
0.004,0.568,0.084,0.074,0.203,0.683,0.306,0.543,0.074
0.004,0.568,0.084,0.074,0.203,0.682,0.306,0.542,0.074
0.004,0.567,0.084,0.074,0.203,0.681,0.306,0.542,0.074
0.004,0.566,0.084,0.074,0.203,0.681,0.306,0.542,0.074
0.004,0.564,0.084,0.074,0.203,0.681,0.306,0.542,0.074
0.004,0.563,0.084,0.074,0.203,0.681,0.306,0.542,0.074
0.004,0.562,0.084,0.074,0.203,0.681,0.306,0.542,0.074
0.004,0.562,0.084,0.068,0.203,0.583,0.306,0.541,0.068
0.004,0.561,0.084,0.068,0.203,0.582,0.306,0.541,0.068
0.004,0.205,0.084,0.068,0.203,0.582,0.306,0.541,0.068
0.004,0.205,0.084,0.068,0.19,0.582,0.306,0.531,0.068
