_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.047,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.047,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048
0.047,0.048,0.048,0.048,0.048,0.048,0.048,0.044,0.048
0.047,0.048,0.048,0.048,0.048,0.048,0.048,0.044,0.048
0.04,0.048,0.048,0.048,0.048,0.048,0.048,0.044,0.048
0.04,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.03,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.03,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.03,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.014,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.014,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.014,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.014,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.014,0.048,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.014,0.047,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.014,0.047,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.048,0.039,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.048,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.048,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.048,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.048,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.048,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.048,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.048,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.041,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.041,0.03,0.048
0.012,0.047,0.048,0.048,0.048,0.047,0.041,0.03,0.048
