_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849,0.849
0.848,0.848,0.848,0.848,0.848,0.849,0.848,0.848,0.848
0.847,0.847,0.847,0.847,0.848,0.848,0.847,0.847,0.847
0.846,0.846,0.846,0.846,0.847,0.848,0.846,0.846,0.846
0.845,0.845,0.845,0.845,0.846,0.847,0.845,0.845,0.845
0.843,0.844,0.845,0.845,0.845,0.847,0.844,0.843,0.845
0.842,0.843,0.844,0.844,0.844,0.847,0.843,0.843,0.844
0.841,0.843,0.844,0.844,0.844,0.847,0.842,0.842,0.844
0.84,0.842,0.843,0.843,0.843,0.846,0.841,0.841,0.843
0.839,0.841,0.843,0.843,0.842,0.845,0.84,0.84,0.843
0.838,0.84,0.843,0.843,0.842,0.845,0.839,0.839,0.843
0.837,0.839,0.843,0.842,0.841,0.844,0.838,0.838,0.842
0.836,0.838,0.843,0.842,0.84,0.844,0.837,0.836,0.842
0.835,0.837,0.842,0.842,0.839,0.843,0.836,0.836,0.842
0.834,0.835,0.842,0.841,0.838,0.842,0.835,0.835,0.841
0.833,0.834,0.842,0.84,0.838,0.842,0.833,0.834,0.84
0.832,0.834,0.841,0.839,0.837,0.841,0.832,0.833,0.839
0.831,0.833,0.84,0.839,0.836,0.841,0.831,0.832,0.839
0.831,0.832,0.84,0.838,0.835,0.84,0.83,0.831,0.838
0.83,0.83,0.84,0.838,0.835,0.839,0.829,0.83,0.838
0.828,0.829,0.839,0.837,0.834,0.838,0.828,0.829,0.837
0.827,0.828,0.839,0.837,0.833,0.837,0.827,0.829,0.837
0.826,0.827,0.839,0.836,0.832,0.837,0.826,0.829,0.836
0.825,0.826,0.838,0.836,0.831,0.834,0.823,0.829,0.836
0.824,0.825,0.837,0.835,0.83,0.833,0.822,0.829,0.835
0.823,0.824,0.837,0.834,0.829,0.832,0.821,0.828,0.834
0.822,0.823,0.836,0.833,0.828,0.831,0.82,0.827,0.833
0.821,0.823,0.836,0.832,0.827,0.831,0.819,0.826,0.832
0.82,0.822,0.835,0.831,0.826,0.831,0.815,0.825,0.831
0.819,0.821,0.834,0.83,0.825,0.83,0.812,0.824,0.83
0.818,0.82,0.833,0.83,0.824,0.83,0.808,0.822,0.83
0.817,0.819,0.833,0.829,0.823,0.829,0.808,0.821,0.829
0.816,0.818,0.833,0.829,0.823,0.828,0.806,0.82,0.829
0.815,0.817,0.833,0.828,0.822,0.828,0.803,0.819,0.828
0.814,0.816,0.833,0.828,0.821,0.827,0.8,0.818,0.828
0.813,0.815,0.833,0.827,0.82,0.827,0.8,0.817,0.827
0.812,0.814,0.832,0.826,0.82,0.825,0.797,0.816,0.826
0.811,0.813,0.831,0.825,0.819,0.825,0.797,0.815,0.825
0.81,0.812,0.83,0.824,0.818,0.824,0.793,0.815,0.824
0.809,0.811,0.83,0.823,0.817,0.823,0.79,0.814,0.823
0.808,0.811,0.83,0.822,0.816,0.822,0.788,0.813,0.822
0.807,0.81,0.83,0.821,0.815,0.821,0.783,0.813,0.821
0.806,0.809,0.83,0.821,0.814,0.82,0.781,0.813,0.821
0.802,0.808,0.83,0.82,0.813,0.819,0.78,0.811,0.82
0.801,0.806,0.83,0.819,0.812,0.816,0.779,0.81,0.819
0.8,0.805,0.83,0.819,0.812,0.815,0.777,0.809,0.819
0.799,0.804,0.829,0.819,0.812,0.813,0.776,0.808,0.819
0.798,0.804,0.829,0.818,0.811,0.81,0.775,0.807,0.818
0.797,0.804,0.829,0.818,0.81,0.809,0.773,0.806,0.818
0.796,0.803,0.828,0.817,0.809,0.808,0.772,0.805,0.817
0.794,0.802,0.828,0.816,0.808,0.807,0.77,0.804,0.816
0.793,0.801,0.828,0.815,0.807,0.806,0.762,0.803,0.815
0.792,0.8,0.827,0.814,0.806,0.805,0.762,0.802,0.814
0.791,0.8,0.827,0.813,0.806,0.804,0.762,0.801,0.813
0.79,0.799,0.826,0.812,0.805,0.803,0.762,0.8,0.812
0.789,0.798,0.825,0.812,0.805,0.802,0.762,0.798,0.812
0.786,0.797,0.824,0.812,0.804,0.802,0.76,0.797,0.812
0.785,0.797,0.823,0.811,0.804,0.796,0.759,0.795,0.811
0.784,0.796,0.823,0.811,0.804,0.795,0.749,0.794,0.811
0.783,0.795,0.823,0.81,0.804,0.795,0.749,0.793,0.81
0.782,0.794,0.823,0.809,0.803,0.794,0.749,0.792,0.809
0.778,0.793,0.822,0.808,0.802,0.793,0.749,0.792,0.808
0.777,0.793,0.821,0.807,0.801,0.792,0.749,0.79,0.807
0.776,0.792,0.82,0.806,0.8,0.791,0.749,0.789,0.806
0.775,0.791,0.82,0.806,0.799,0.791,0.747,0.788,0.806
0.774,0.79,0.82,0.806,0.798,0.786,0.747,0.788,0.806
0.772,0.789,0.82,0.805,0.797,0.786,0.744,0.788,0.805
0.771,0.788,0.82,0.804,0.796,0.785,0.742,0.787,0.804
