_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051
0.013,0.051,0.051,0.051,0.013,0.051,0.013,0.051,0.051
0.009,0.051,0.051,0.051,0.013,0.051,0.013,0.051,0.051
0.005,0.051,0.011,0.011,0.013,0.051,0.013,0.051,0.011
0.004,0.051,0.011,0.011,0.013,0.051,0.013,0.051,0.011
0.001,0.051,0.011,0.011,0.013,0.051,0.013,0.051,0.011
0.001,0.051,0.011,0.011,0.013,0.051,0.013,0.051,0.011
0.001,0.051,0.003,0.003,0.013,0.051,0.013,0.051,0.003
0.001,0.051,0.002,0.002,0.013,0.051,0.013,0.051,0.002
0.001,0.051,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.05,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.051,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.049,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.048,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.048,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.048,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.047,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.047,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.047,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.047,0.001,0.001,0.013,0.05,0.013,0.051,0.001
0.001,0.047,0.001,0.001,0.013,0.048,0.013,0.051,0.001
0.001,0.04,0.001,0.001,0.013,0.046,0.013,0.051,0.001
0.001,0.04,0.001,0.001,0.013,0.046,0.013,0.051,0.001
0.001,0.04,0.001,0.001,0.013,0.046,0.013,0.051,0.001
0.001,0.036,0.001,0.001,0.013,0.046,0.013,0.051,0.001
0.001,0.036,0.001,0.001,0.013,0.046,0.013,0.051,0.001
0.001,0.036,0.001,0.001,0.013,0.045,0.013,0.051,0.001
0.001,0.036,0.001,0.001,0.013,0.045,0.013,0.051,0.001
0.001,0.036,0.001,0.001,0.013,0.045,0.013,0.049,0.001
0.001,0.036,0.001,0.001,0.013,0.045,0.013,0.049,0.001
0.001,0.036,0.001,0.001,0.013,0.045,0.013,0.049,0.001
0.001,0.036,0.001,0.001,0.013,0.045,0.013,0.049,0.001
