_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883,0.883
0.864,0.882,0.882,0.882,0.882,0.882,0.882,0.882,0.882
0.862,0.881,0.862,0.862,0.862,0.881,0.862,0.881,0.862
0.861,0.881,0.862,0.862,0.861,0.879,0.861,0.88,0.862
0.86,0.88,0.862,0.862,0.86,0.878,0.86,0.877,0.862
0.859,0.879,0.862,0.862,0.859,0.877,0.859,0.877,0.862
0.858,0.878,0.862,0.861,0.859,0.876,0.858,0.876,0.861
0.857,0.877,0.861,0.861,0.858,0.876,0.857,0.875,0.861
0.856,0.876,0.861,0.86,0.857,0.875,0.856,0.874,0.86
0.855,0.875,0.86,0.86,0.856,0.875,0.855,0.858,0.86
0.854,0.874,0.86,0.86,0.855,0.874,0.854,0.858,0.86
0.853,0.873,0.86,0.859,0.854,0.873,0.853,0.858,0.859
0.853,0.872,0.859,0.859,0.854,0.873,0.852,0.858,0.859
0.852,0.872,0.858,0.858,0.853,0.873,0.851,0.858,0.858
0.851,0.872,0.857,0.857,0.852,0.872,0.85,0.857,0.857
0.85,0.871,0.857,0.856,0.851,0.872,0.847,0.857,0.856
0.849,0.87,0.857,0.855,0.85,0.871,0.847,0.856,0.855
0.848,0.869,0.856,0.855,0.849,0.868,0.846,0.855,0.855
0.847,0.868,0.856,0.855,0.849,0.867,0.845,0.854,0.855
0.846,0.867,0.855,0.855,0.848,0.866,0.842,0.853,0.855
0.845,0.866,0.855,0.854,0.847,0.866,0.84,0.852,0.854
0.844,0.865,0.854,0.853,0.846,0.865,0.839,0.851,0.853
0.844,0.864,0.854,0.853,0.846,0.864,0.838,0.85,0.853
0.843,0.863,0.854,0.852,0.845,0.864,0.836,0.849,0.852
0.842,0.862,0.854,0.852,0.844,0.863,0.835,0.849,0.852
0.841,0.861,0.854,0.851,0.844,0.862,0.834,0.848,0.851
0.84,0.86,0.854,0.85,0.844,0.861,0.833,0.846,0.85
0.839,0.859,0.853,0.85,0.843,0.843,0.829,0.845,0.85
0.838,0.858,0.852,0.849,0.843,0.842,0.826,0.845,0.849
0.837,0.858,0.852,0.848,0.842,0.841,0.825,0.843,0.848
0.835,0.857,0.852,0.847,0.841,0.84,0.82,0.843,0.847
0.834,0.856,0.852,0.847,0.841,0.839,0.816,0.841,0.847
0.833,0.856,0.852,0.846,0.84,0.837,0.816,0.841,0.846
0.832,0.855,0.852,0.846,0.84,0.834,0.816,0.84,0.846
0.831,0.854,0.851,0.846,0.839,0.833,0.816,0.839,0.846
0.83,0.853,0.851,0.845,0.838,0.832,0.815,0.838,0.845
0.829,0.853,0.851,0.845,0.837,0.829,0.809,0.837,0.845
0.828,0.853,0.85,0.844,0.836,0.829,0.808,0.836,0.844
0.827,0.852,0.849,0.843,0.835,0.828,0.807,0.835,0.843
0.826,0.851,0.849,0.842,0.835,0.827,0.806,0.834,0.842
0.825,0.85,0.848,0.841,0.834,0.826,0.803,0.833,0.841
0.824,0.849,0.848,0.84,0.833,0.825,0.801,0.832,0.84
0.822,0.848,0.847,0.839,0.832,0.824,0.8,0.831,0.839
