_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026
0.024,0.026,0.023,0.023,0.026,0.026,0.026,0.026,0.023
0.02,0.026,0.02,0.02,0.026,0.026,0.026,0.026,0.02
0.004,0.026,0.02,0.02,0.026,0.026,0.026,0.026,0.02
0.004,0.026,0.01,0.01,0.026,0.026,0.026,0.026,0.01
0.004,0.026,0.004,0.004,0.026,0.026,0.026,0.026,0.004
0.004,0.026,0.004,0.004,0.026,0.026,0.026,0.026,0.004
0.004,0.026,0.004,0.004,0.026,0.025,0.026,0.026,0.004
0.004,0.026,0.004,0.004,0.026,0.025,0.026,0.026,0.004
0.004,0.026,0.004,0.004,0.026,0.024,0.026,0.026,0.004
0.002,0.026,0.004,0.004,0.026,0.024,0.026,0.026,0.004
0.002,0.026,0.004,0.004,0.026,0.024,0.026,0.026,0.004
0.002,0.026,0.004,0.004,0.026,0.024,0.026,0.026,0.004
0.002,0.026,0.004,0.004,0.026,0.024,0.026,0.026,0.004
0.002,0.026,0.004,0.004,0.026,0.023,0.026,0.026,0.004
0.002,0.026,0.004,0.004,0.019,0.023,0.026,0.026,0.004
0.002,0.026,0.004,0.004,0.019,0.023,0.026,0.025,0.004
0.002,0.026,0.004,0.004,0.019,0.023,0.026,0.025,0.004
0.002,0.026,0.004,0.002,0.019,0.023,0.026,0.024,0.002
0.002,0.026,0.004,0.002,0.019,0.023,0.026,0.024,0.002
0.002,0.026,0.004,0.002,0.019,0.023,0.026,0.024,0.002
0.002,0.026,0.004,0.002,0.019,0.023,0.026,0.024,0.002
0.002,0.026,0.004,0.002,0.019,0.023,0.026,0.024,0.002
0.002,0.026,0.002,0.002,0.019,0.023,0.026,0.023,0.002
0.002,0.026,0.002,0.002,0.019,0.023,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.023,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.023,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.019,0.021,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.021,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.021,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.021,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.02,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.02,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.02,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.025,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.024,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.024,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.024,0.002,0.002,0.009,0.019,0.026,0.021,0.002
0.002,0.024,0.002,0.002,0.009,0.019,0.026,0.021,0.002
