_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997
0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994
0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993
0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992
0.991,0.991,0.99,0.991,0.991,0.991,0.991,0.991,0.991
0.99,0.99,0.989,0.989,0.99,0.99,0.99,0.99,0.989
0.989,0.989,0.987,0.987,0.989,0.989,0.986,0.989,0.987
0.987,0.988,0.985,0.986,0.988,0.988,0.986,0.988,0.986
0.986,0.987,0.981,0.983,0.987,0.987,0.985,0.987,0.983
0.985,0.986,0.976,0.98,0.986,0.986,0.985,0.986,0.98
0.984,0.985,0.975,0.975,0.985,0.985,0.983,0.985,0.975
0.983,0.984,0.954,0.974,0.984,0.984,0.981,0.984,0.974
0.982,0.983,0.953,0.961,0.983,0.983,0.98,0.983,0.961
0.981,0.982,0.953,0.959,0.982,0.982,0.977,0.98,0.959
0.98,0.981,0.952,0.958,0.981,0.981,0.976,0.979,0.958
0.979,0.98,0.936,0.957,0.98,0.98,0.975,0.978,0.957
0.978,0.979,0.931,0.956,0.979,0.979,0.974,0.977,0.956
0.977,0.978,0.929,0.955,0.978,0.978,0.971,0.976,0.955
0.976,0.977,0.928,0.954,0.977,0.977,0.969,0.975,0.954
0.975,0.976,0.928,0.953,0.976,0.976,0.967,0.974,0.953
0.974,0.975,0.927,0.952,0.975,0.975,0.965,0.973,0.952
0.973,0.974,0.927,0.94,0.974,0.974,0.964,0.972,0.94
0.972,0.973,0.927,0.939,0.973,0.973,0.963,0.971,0.939
0.971,0.972,0.927,0.938,0.972,0.972,0.962,0.97,0.938
0.97,0.971,0.923,0.937,0.971,0.971,0.961,0.969,0.937
0.969,0.97,0.922,0.936,0.97,0.97,0.96,0.968,0.936
0.968,0.969,0.921,0.935,0.969,0.969,0.957,0.967,0.935
0.967,0.968,0.918,0.934,0.968,0.968,0.955,0.966,0.934
0.966,0.967,0.917,0.934,0.967,0.967,0.954,0.965,0.934
0.965,0.966,0.917,0.933,0.966,0.966,0.95,0.964,0.933
0.963,0.965,0.916,0.932,0.965,0.965,0.949,0.963,0.932
0.962,0.964,0.915,0.931,0.964,0.964,0.948,0.962,0.931
0.96,0.963,0.914,0.93,0.963,0.963,0.947,0.961,0.93
0.959,0.962,0.913,0.929,0.962,0.962,0.946,0.96,0.929
0.958,0.961,0.913,0.928,0.961,0.961,0.945,0.959,0.928
0.957,0.96,0.912,0.927,0.96,0.96,0.942,0.958,0.927
0.956,0.959,0.911,0.926,0.959,0.959,0.941,0.957,0.926
0.955,0.958,0.911,0.925,0.958,0.958,0.938,0.956,0.925
0.95,0.957,0.911,0.924,0.957,0.957,0.937,0.955,0.924
0.949,0.956,0.909,0.924,0.956,0.956,0.933,0.954,0.924
0.948,0.955,0.908,0.923,0.955,0.955,0.931,0.953,0.923
0.947,0.954,0.907,0.922,0.954,0.954,0.931,0.952,0.922
0.946,0.953,0.906,0.903,0.953,0.949,0.928,0.951,0.903
0.945,0.952,0.905,0.902,0.952,0.948,0.928,0.95,0.902
0.944,0.951,0.901,0.901,0.951,0.947,0.928,0.949,0.901
0.943,0.95,0.9,0.9,0.95,0.946,0.927,0.948,0.9
0.941,0.949,0.899,0.899,0.949,0.945,0.926,0.947,0.899
0.94,0.948,0.898,0.898,0.948,0.944,0.922,0.946,0.898
0.939,0.947,0.898,0.897,0.947,0.943,0.922,0.945,0.897
0.938,0.946,0.897,0.896,0.881,0.942,0.92,0.944,0.896
0.937,0.945,0.896,0.895,0.88,0.941,0.918,0.943,0.895
0.936,0.944,0.895,0.894,0.879,0.94,0.918,0.942,0.894
