_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895
0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894,0.894
0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893
0.892,0.892,0.892,0.892,0.892,0.892,0.892,0.892,0.892
0.891,0.891,0.892,0.892,0.891,0.891,0.891,0.891,0.892
0.889,0.89,0.891,0.891,0.89,0.889,0.89,0.89,0.891
0.888,0.889,0.891,0.891,0.889,0.889,0.889,0.889,0.891
0.888,0.888,0.891,0.891,0.888,0.888,0.888,0.888,0.891
0.887,0.887,0.891,0.891,0.887,0.887,0.887,0.887,0.891
0.886,0.886,0.891,0.891,0.886,0.887,0.886,0.886,0.891
0.885,0.885,0.89,0.89,0.885,0.886,0.885,0.885,0.89
0.884,0.884,0.89,0.889,0.884,0.885,0.884,0.884,0.889
0.883,0.884,0.89,0.889,0.883,0.884,0.883,0.883,0.889
0.883,0.883,0.889,0.888,0.882,0.883,0.882,0.882,0.888
0.882,0.882,0.888,0.887,0.881,0.882,0.877,0.882,0.887
0.881,0.881,0.887,0.886,0.881,0.882,0.875,0.881,0.886
0.88,0.88,0.886,0.886,0.88,0.881,0.874,0.88,0.886
0.879,0.879,0.885,0.885,0.88,0.88,0.871,0.878,0.885
0.878,0.878,0.884,0.884,0.879,0.879,0.87,0.877,0.884
0.877,0.878,0.883,0.883,0.878,0.879,0.869,0.876,0.883
0.876,0.877,0.882,0.882,0.877,0.878,0.868,0.876,0.882
0.875,0.876,0.882,0.881,0.877,0.877,0.867,0.875,0.881
0.874,0.875,0.882,0.88,0.876,0.877,0.865,0.875,0.88
0.873,0.874,0.882,0.879,0.875,0.876,0.864,0.874,0.879
0.872,0.873,0.882,0.878,0.875,0.874,0.864,0.873,0.878
0.871,0.872,0.881,0.877,0.874,0.872,0.863,0.872,0.877
0.87,0.871,0.881,0.876,0.873,0.871,0.861,0.871,0.876
0.869,0.87,0.88,0.876,0.872,0.87,0.857,0.87,0.876
0.868,0.869,0.879,0.876,0.871,0.869,0.856,0.87,0.876
0.867,0.868,0.879,0.875,0.87,0.868,0.855,0.869,0.875
0.866,0.867,0.879,0.874,0.869,0.859,0.852,0.868,0.874
0.865,0.867,0.878,0.874,0.868,0.858,0.851,0.867,0.874
0.864,0.866,0.878,0.873,0.867,0.857,0.85,0.866,0.873
0.863,0.865,0.877,0.872,0.866,0.856,0.849,0.865,0.872
0.862,0.864,0.876,0.872,0.866,0.855,0.847,0.864,0.872
0.861,0.863,0.876,0.871,0.865,0.854,0.843,0.863,0.871
0.859,0.862,0.875,0.87,0.864,0.853,0.842,0.862,0.87
0.858,0.861,0.874,0.869,0.864,0.852,0.838,0.861,0.869
0.857,0.86,0.874,0.868,0.863,0.847,0.838,0.86,0.868
0.856,0.859,0.874,0.868,0.861,0.846,0.836,0.859,0.868
0.855,0.858,0.873,0.867,0.86,0.845,0.835,0.859,0.867
0.854,0.856,0.873,0.866,0.859,0.844,0.833,0.858,0.866
0.853,0.856,0.872,0.865,0.859,0.843,0.832,0.857,0.865
0.852,0.855,0.872,0.865,0.857,0.842,0.829,0.856,0.865
0.851,0.854,0.871,0.864,0.857,0.841,0.829,0.855,0.864
0.85,0.853,0.87,0.863,0.856,0.84,0.828,0.854,0.863
0.849,0.852,0.869,0.863,0.855,0.839,0.828,0.853,0.863
0.848,0.852,0.868,0.862,0.854,0.838,0.827,0.852,0.862
