_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0.997,0.997,0.997,0.997,0.997,0.996,0.997,0.997,0.997
0.996,0.996,0.996,0.996,0.996,0.995,0.996,0.996,0.996
0.995,0.995,0.995,0.995,0.995,0.994,0.995,0.995,0.995
0.994,0.994,0.994,0.994,0.994,0.993,0.994,0.994,0.994
0.993,0.993,0.993,0.993,0.993,0.991,0.993,0.993,0.993
0.992,0.992,0.992,0.992,0.992,0.99,0.992,0.992,0.992
0.991,0.991,0.991,0.991,0.991,0.989,0.991,0.991,0.991
0.99,0.99,0.99,0.99,0.99,0.988,0.99,0.99,0.99
0.989,0.989,0.989,0.989,0.989,0.987,0.989,0.989,0.989
0.988,0.988,0.982,0.988,0.988,0.986,0.988,0.988,0.988
0.987,0.987,0.981,0.981,0.987,0.984,0.987,0.987,0.981
0.986,0.986,0.98,0.98,0.986,0.983,0.985,0.986,0.98
0.985,0.985,0.979,0.979,0.985,0.982,0.981,0.985,0.979
0.984,0.984,0.978,0.978,0.984,0.981,0.98,0.984,0.978
0.983,0.983,0.977,0.977,0.983,0.979,0.979,0.983,0.977
0.982,0.982,0.974,0.974,0.982,0.978,0.978,0.982,0.974
0.981,0.981,0.974,0.973,0.981,0.977,0.977,0.981,0.973
0.98,0.98,0.973,0.972,0.98,0.975,0.976,0.98,0.972
0.979,0.979,0.972,0.971,0.979,0.974,0.975,0.979,0.971
0.978,0.978,0.971,0.97,0.978,0.973,0.974,0.978,0.97
0.977,0.977,0.97,0.969,0.977,0.972,0.973,0.977,0.969
0.976,0.976,0.969,0.968,0.976,0.971,0.972,0.976,0.968
0.975,0.975,0.942,0.968,0.975,0.97,0.971,0.975,0.968
0.974,0.974,0.929,0.967,0.974,0.968,0.97,0.974,0.967
0.973,0.973,0.928,0.966,0.973,0.967,0.969,0.973,0.966
0.972,0.972,0.928,0.965,0.972,0.966,0.966,0.972,0.965
0.971,0.971,0.928,0.963,0.971,0.965,0.966,0.971,0.963
0.97,0.97,0.913,0.962,0.97,0.964,0.965,0.97,0.962
0.969,0.969,0.913,0.961,0.969,0.963,0.964,0.969,0.961
0.968,0.968,0.913,0.96,0.968,0.962,0.963,0.968,0.96
0.967,0.967,0.913,0.959,0.967,0.961,0.962,0.967,0.959
0.966,0.966,0.912,0.958,0.966,0.96,0.96,0.966,0.958
0.965,0.965,0.912,0.957,0.965,0.958,0.959,0.965,0.957
0.964,0.964,0.912,0.949,0.964,0.957,0.956,0.964,0.949
0.963,0.963,0.911,0.948,0.963,0.954,0.953,0.963,0.948
0.962,0.962,0.908,0.947,0.962,0.953,0.953,0.961,0.947
0.961,0.961,0.903,0.946,0.961,0.952,0.951,0.96,0.946
0.96,0.96,0.902,0.945,0.96,0.951,0.947,0.959,0.945
0.959,0.959,0.901,0.944,0.959,0.949,0.946,0.958,0.944
0.958,0.958,0.9,0.928,0.958,0.948,0.945,0.957,0.928
0.957,0.957,0.9,0.927,0.957,0.947,0.944,0.956,0.927
0.956,0.956,0.9,0.927,0.956,0.946,0.943,0.955,0.927
0.955,0.955,0.899,0.926,0.955,0.945,0.942,0.954,0.926
0.954,0.954,0.899,0.925,0.954,0.943,0.941,0.953,0.925
0.953,0.953,0.898,0.924,0.953,0.942,0.941,0.952,0.924
0.952,0.952,0.898,0.923,0.952,0.941,0.939,0.951,0.923
0.951,0.951,0.898,0.922,0.951,0.94,0.938,0.95,0.922
0.95,0.95,0.897,0.921,0.95,0.935,0.932,0.948,0.921
0.949,0.949,0.896,0.92,0.949,0.934,0.932,0.947,0.92
0.948,0.948,0.896,0.92,0.948,0.933,0.932,0.946,0.92
0.947,0.947,0.894,0.919,0.947,0.932,0.932,0.945,0.919
0.946,0.946,0.893,0.918,0.946,0.931,0.932,0.944,0.918
0.945,0.945,0.893,0.908,0.945,0.93,0.93,0.943,0.908
0.944,0.944,0.893,0.907,0.944,0.929,0.929,0.942,0.907
