_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997
0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
0.994,0.994,0.993,0.993,0.994,0.994,0.994,0.994,0.993
0.993,0.993,0.992,0.992,0.993,0.993,0.992,0.993,0.992
0.992,0.992,0.991,0.991,0.992,0.992,0.991,0.992,0.991
0.991,0.991,0.99,0.99,0.991,0.991,0.988,0.991,0.99
0.99,0.99,0.984,0.989,0.99,0.99,0.984,0.99,0.989
0.989,0.989,0.983,0.983,0.989,0.988,0.983,0.989,0.983
0.988,0.988,0.983,0.982,0.988,0.986,0.982,0.988,0.982
0.987,0.987,0.982,0.981,0.987,0.985,0.981,0.987,0.981
0.986,0.986,0.98,0.98,0.986,0.984,0.98,0.986,0.98
0.985,0.985,0.974,0.978,0.985,0.983,0.977,0.985,0.978
0.984,0.984,0.959,0.977,0.984,0.982,0.977,0.984,0.977
0.98,0.983,0.958,0.977,0.983,0.981,0.976,0.983,0.977
0.979,0.982,0.957,0.976,0.982,0.98,0.973,0.982,0.976
0.978,0.981,0.947,0.975,0.981,0.974,0.972,0.981,0.975
0.977,0.98,0.942,0.974,0.98,0.973,0.966,0.98,0.974
0.976,0.979,0.941,0.973,0.979,0.972,0.966,0.979,0.973
0.975,0.978,0.94,0.972,0.978,0.971,0.964,0.978,0.972
0.974,0.977,0.939,0.961,0.977,0.97,0.96,0.977,0.961
0.973,0.976,0.938,0.96,0.976,0.969,0.959,0.976,0.96
0.972,0.975,0.937,0.959,0.975,0.968,0.959,0.975,0.959
0.971,0.974,0.937,0.958,0.974,0.967,0.957,0.974,0.958
0.97,0.973,0.937,0.957,0.973,0.966,0.957,0.973,0.957
0.969,0.972,0.919,0.956,0.972,0.965,0.956,0.97,0.956
0.968,0.971,0.919,0.946,0.971,0.964,0.955,0.969,0.946
0.967,0.97,0.918,0.945,0.97,0.963,0.955,0.968,0.945
0.966,0.969,0.917,0.944,0.969,0.961,0.952,0.967,0.944
0.965,0.968,0.916,0.943,0.968,0.96,0.95,0.966,0.943
0.964,0.967,0.914,0.942,0.967,0.959,0.948,0.965,0.942
0.963,0.966,0.913,0.941,0.966,0.958,0.947,0.964,0.941
0.962,0.965,0.913,0.94,0.965,0.954,0.942,0.963,0.94
0.961,0.964,0.91,0.939,0.964,0.952,0.941,0.962,0.939
0.96,0.963,0.898,0.938,0.963,0.951,0.939,0.961,0.938
0.959,0.962,0.897,0.937,0.962,0.95,0.938,0.96,0.937
0.958,0.961,0.896,0.923,0.961,0.94,0.937,0.959,0.923
0.957,0.96,0.893,0.922,0.96,0.935,0.936,0.958,0.922
0.956,0.959,0.892,0.921,0.959,0.934,0.935,0.957,0.921
0.955,0.958,0.885,0.921,0.958,0.933,0.931,0.956,0.921
0.954,0.957,0.885,0.92,0.957,0.932,0.927,0.955,0.92
0.953,0.956,0.883,0.919,0.956,0.931,0.926,0.954,0.919
0.952,0.955,0.881,0.918,0.955,0.93,0.923,0.953,0.918
0.951,0.954,0.88,0.916,0.954,0.925,0.923,0.952,0.916
0.95,0.953,0.878,0.892,0.953,0.924,0.918,0.951,0.892
0.949,0.952,0.877,0.891,0.952,0.922,0.917,0.95,0.891
0.948,0.951,0.877,0.89,0.951,0.921,0.916,0.949,0.89
0.947,0.95,0.877,0.89,0.95,0.92,0.915,0.948,0.89
0.946,0.949,0.877,0.89,0.949,0.919,0.914,0.947,0.89
0.945,0.948,0.876,0.889,0.948,0.915,0.913,0.946,0.889
0.944,0.947,0.876,0.888,0.947,0.914,0.909,0.942,0.888
0.943,0.946,0.875,0.888,0.946,0.913,0.905,0.941,0.888
0.942,0.945,0.874,0.887,0.945,0.912,0.905,0.94,0.887
0.941,0.944,0.873,0.887,0.944,0.911,0.904,0.939,0.887
