_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997
0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
0.994,0.994,0.979,0.994,0.994,0.994,0.994,0.994,0.994
0.993,0.993,0.966,0.978,0.993,0.993,0.993,0.993,0.978
0.992,0.992,0.965,0.965,0.992,0.992,0.99,0.992,0.965
0.991,0.991,0.924,0.924,0.991,0.991,0.989,0.991,0.924
0.99,0.99,0.924,0.924,0.99,0.99,0.988,0.99,0.924
0.989,0.989,0.752,0.924,0.989,0.988,0.987,0.989,0.924
0.988,0.988,0.744,0.923,0.988,0.987,0.985,0.988,0.923
0.987,0.987,0.744,0.751,0.987,0.986,0.985,0.987,0.751
0.986,0.986,0.743,0.743,0.986,0.985,0.983,0.986,0.743
0.983,0.985,0.742,0.742,0.985,0.984,0.98,0.985,0.742
0.982,0.984,0.732,0.741,0.984,0.983,0.979,0.984,0.741
0.981,0.983,0.732,0.74,0.983,0.981,0.978,0.983,0.74
0.98,0.982,0.723,0.736,0.982,0.98,0.976,0.982,0.736
0.979,0.981,0.723,0.735,0.981,0.979,0.975,0.981,0.735
0.978,0.98,0.722,0.734,0.98,0.978,0.974,0.98,0.734
0.977,0.979,0.722,0.734,0.979,0.975,0.972,0.979,0.734
0.976,0.978,0.721,0.733,0.978,0.974,0.969,0.977,0.733
0.975,0.977,0.719,0.731,0.977,0.973,0.965,0.976,0.731
0.723,0.976,0.718,0.731,0.976,0.972,0.965,0.975,0.731
0.723,0.975,0.718,0.731,0.975,0.971,0.964,0.974,0.731
0.722,0.974,0.718,0.731,0.974,0.968,0.964,0.972,0.731
0.721,0.973,0.714,0.731,0.973,0.967,0.963,0.971,0.731
0.72,0.972,0.714,0.73,0.972,0.966,0.96,0.97,0.73
0.718,0.971,0.693,0.72,0.971,0.965,0.96,0.969,0.72
0.717,0.97,0.692,0.719,0.97,0.964,0.957,0.968,0.719
0.716,0.969,0.692,0.718,0.969,0.96,0.955,0.967,0.718
0.715,0.968,0.692,0.717,0.968,0.959,0.953,0.966,0.717
0.714,0.967,0.692,0.715,0.699,0.958,0.949,0.965,0.715
0.713,0.966,0.691,0.715,0.69,0.957,0.949,0.963,0.715
0.712,0.965,0.691,0.714,0.69,0.955,0.945,0.962,0.714
0.527,0.964,0.691,0.705,0.669,0.954,0.944,0.961,0.705
0.526,0.963,0.691,0.704,0.668,0.953,0.943,0.96,0.704
0.523,0.962,0.69,0.703,0.667,0.952,0.939,0.959,0.703
0.522,0.961,0.69,0.702,0.666,0.951,0.938,0.956,0.702
0.521,0.96,0.689,0.701,0.664,0.95,0.937,0.955,0.701
0.52,0.959,0.689,0.7,0.663,0.949,0.934,0.954,0.7
0.519,0.958,0.688,0.699,0.662,0.948,0.932,0.953,0.699
0.516,0.957,0.687,0.698,0.661,0.947,0.93,0.952,0.698
0.514,0.956,0.659,0.698,0.66,0.946,0.927,0.951,0.698
0.514,0.955,0.659,0.698,0.658,0.945,0.926,0.95,0.698
0.513,0.954,0.659,0.698,0.658,0.942,0.923,0.949,0.698
0.51,0.953,0.659,0.697,0.658,0.941,0.923,0.948,0.697
0.509,0.952,0.659,0.696,0.657,0.939,0.918,0.947,0.696
0.508,0.951,0.659,0.695,0.656,0.938,0.917,0.946,0.695
0.497,0.95,0.657,0.693,0.655,0.937,0.914,0.945,0.693
0.491,0.949,0.589,0.693,0.654,0.936,0.914,0.944,0.693
0.49,0.948,0.589,0.692,0.653,0.935,0.914,0.943,0.692
0.489,0.947,0.588,0.691,0.652,0.934,0.912,0.941,0.691
0.488,0.946,0.588,0.691,0.651,0.933,0.912,0.94,0.691
0.487,0.945,0.588,0.689,0.65,0.932,0.911,0.939,0.689
0.487,0.944,0.588,0.688,0.649,0.931,0.91,0.938,0.688
