_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
0.92,0.919,0.92,0.92,0.919,0.919,0.919,0.919,0.92
0.92,0.918,0.919,0.919,0.919,0.918,0.918,0.917,0.919
0.919,0.917,0.915,0.915,0.919,0.917,0.917,0.916,0.915
0.918,0.916,0.914,0.914,0.918,0.916,0.916,0.915,0.914
0.917,0.915,0.914,0.913,0.914,0.915,0.915,0.914,0.913
0.916,0.915,0.913,0.913,0.914,0.915,0.914,0.913,0.913
0.915,0.914,0.912,0.912,0.913,0.914,0.913,0.912,0.912
0.914,0.913,0.911,0.911,0.912,0.913,0.912,0.911,0.911
0.913,0.912,0.911,0.91,0.912,0.912,0.911,0.91,0.91
0.912,0.911,0.911,0.91,0.911,0.911,0.91,0.909,0.91
0.911,0.91,0.91,0.91,0.91,0.91,0.905,0.908,0.91
0.91,0.909,0.91,0.91,0.909,0.909,0.903,0.907,0.91
0.909,0.908,0.91,0.909,0.908,0.908,0.901,0.906,0.909
0.908,0.907,0.91,0.909,0.907,0.907,0.898,0.905,0.909
0.908,0.906,0.909,0.908,0.906,0.906,0.897,0.904,0.908
0.908,0.905,0.909,0.907,0.905,0.896,0.896,0.903,0.907
0.908,0.904,0.909,0.907,0.905,0.895,0.892,0.902,0.907
0.907,0.903,0.908,0.906,0.904,0.894,0.89,0.9,0.906
0.906,0.902,0.907,0.905,0.903,0.893,0.889,0.899,0.905
0.905,0.902,0.906,0.903,0.902,0.892,0.888,0.898,0.903
0.904,0.901,0.906,0.903,0.901,0.891,0.883,0.897,0.903
0.903,0.9,0.905,0.902,0.9,0.89,0.88,0.896,0.902
0.902,0.899,0.905,0.901,0.898,0.889,0.877,0.895,0.901
0.901,0.898,0.904,0.9,0.897,0.888,0.876,0.894,0.9
0.9,0.897,0.904,0.9,0.896,0.887,0.874,0.893,0.9
0.899,0.897,0.904,0.899,0.895,0.884,0.874,0.892,0.899
0.898,0.896,0.902,0.898,0.894,0.883,0.87,0.891,0.898
0.897,0.895,0.902,0.897,0.893,0.883,0.869,0.89,0.897
0.896,0.894,0.901,0.897,0.892,0.883,0.869,0.889,0.897
0.895,0.893,0.9,0.897,0.891,0.882,0.869,0.888,0.897
0.894,0.892,0.899,0.896,0.89,0.877,0.862,0.887,0.896
0.893,0.891,0.898,0.895,0.889,0.87,0.862,0.886,0.895
0.892,0.89,0.898,0.894,0.888,0.869,0.861,0.885,0.894
0.891,0.889,0.898,0.893,0.887,0.868,0.86,0.884,0.893
0.89,0.888,0.897,0.892,0.886,0.865,0.859,0.883,0.892
0.889,0.887,0.897,0.891,0.885,0.864,0.859,0.882,0.891
0.888,0.886,0.896,0.891,0.884,0.864,0.859,0.881,0.891
0.887,0.885,0.895,0.89,0.883,0.863,0.859,0.88,0.89
0.886,0.884,0.894,0.89,0.882,0.862,0.856,0.879,0.89
0.885,0.883,0.894,0.889,0.881,0.861,0.855,0.878,0.889
0.884,0.882,0.894,0.888,0.88,0.86,0.854,0.877,0.888
0.882,0.881,0.894,0.887,0.879,0.859,0.852,0.876,0.887
0.881,0.88,0.893,0.886,0.878,0.854,0.85,0.875,0.886
0.88,0.879,0.892,0.885,0.877,0.853,0.849,0.874,0.885
0.879,0.878,0.891,0.885,0.876,0.852,0.846,0.873,0.885
0.878,0.877,0.891,0.884,0.875,0.851,0.844,0.872,0.884
0.877,0.876,0.89,0.883,0.874,0.847,0.843,0.871,0.883
0.876,0.875,0.889,0.882,0.873,0.847,0.842,0.87,0.882
