_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997
0.996,0.996,0.959,0.959,0.996,0.996,0.996,0.996,0.959
0.995,0.995,0.92,0.92,0.995,0.995,0.995,0.995,0.92
0.994,0.994,0.598,0.598,0.994,0.994,0.994,0.994,0.598
0.993,0.993,0.594,0.594,0.993,0.993,0.993,0.993,0.594
0.992,0.992,0.593,0.593,0.992,0.992,0.989,0.992,0.593
0.595,0.991,0.592,0.592,0.991,0.991,0.988,0.991,0.592
0.594,0.99,0.592,0.592,0.99,0.99,0.987,0.99,0.592
0.593,0.989,0.592,0.592,0.989,0.989,0.986,0.989,0.592
0.591,0.988,0.592,0.592,0.988,0.988,0.985,0.988,0.592
0.59,0.987,0.592,0.591,0.987,0.987,0.983,0.987,0.591
0.582,0.986,0.592,0.591,0.986,0.986,0.983,0.986,0.591
0.581,0.985,0.591,0.591,0.985,0.985,0.98,0.625,0.591
0.579,0.984,0.591,0.59,0.984,0.984,0.98,0.624,0.59
0.578,0.983,0.591,0.589,0.983,0.983,0.979,0.595,0.589
0.577,0.982,0.591,0.588,0.982,0.982,0.976,0.595,0.588
0.576,0.981,0.59,0.588,0.981,0.981,0.976,0.594,0.588
0.575,0.98,0.59,0.588,0.98,0.979,0.974,0.593,0.588
0.574,0.979,0.589,0.587,0.979,0.978,0.973,0.592,0.587
0.573,0.978,0.589,0.587,0.978,0.977,0.968,0.591,0.587
0.572,0.977,0.588,0.586,0.977,0.976,0.965,0.588,0.586
0.571,0.976,0.588,0.586,0.976,0.975,0.964,0.573,0.586
0.57,0.975,0.588,0.586,0.975,0.974,0.957,0.573,0.586
0.567,0.974,0.588,0.586,0.974,0.973,0.954,0.573,0.586
0.566,0.973,0.588,0.586,0.973,0.972,0.953,0.572,0.586
0.565,0.972,0.588,0.586,0.972,0.971,0.952,0.572,0.586
0.564,0.971,0.587,0.585,0.971,0.97,0.943,0.572,0.585
0.563,0.97,0.587,0.585,0.97,0.969,0.933,0.572,0.585
0.562,0.969,0.587,0.584,0.969,0.968,0.932,0.572,0.584
0.56,0.968,0.587,0.584,0.968,0.967,0.931,0.572,0.584
0.559,0.967,0.587,0.584,0.967,0.966,0.93,0.572,0.584
0.558,0.966,0.587,0.584,0.966,0.965,0.93,0.572,0.584
0.557,0.965,0.587,0.583,0.965,0.964,0.919,0.572,0.583
0.556,0.964,0.587,0.58,0.964,0.963,0.912,0.572,0.58
0.553,0.963,0.586,0.578,0.963,0.962,0.91,0.572,0.578
0.552,0.962,0.586,0.578,0.962,0.961,0.91,0.57,0.578
0.551,0.961,0.586,0.578,0.961,0.96,0.91,0.57,0.578
0.55,0.96,0.586,0.576,0.96,0.959,0.908,0.57,0.576
0.55,0.959,0.586,0.573,0.959,0.958,0.905,0.57,0.573
0.549,0.958,0.586,0.573,0.958,0.957,0.886,0.57,0.573
0.548,0.957,0.585,0.573,0.957,0.956,0.886,0.57,0.573
0.542,0.956,0.585,0.573,0.956,0.955,0.886,0.57,0.573
0.531,0.955,0.585,0.572,0.955,0.954,0.885,0.57,0.572
0.53,0.954,0.585,0.569,0.954,0.953,0.882,0.57,0.569
0.529,0.953,0.585,0.568,0.953,0.952,0.882,0.57,0.568
0.528,0.952,0.585,0.567,0.952,0.951,0.882,0.57,0.567
0.525,0.951,0.584,0.567,0.951,0.95,0.882,0.57,0.567
0.525,0.95,0.584,0.566,0.95,0.949,0.881,0.57,0.566
0.517,0.949,0.584,0.566,0.949,0.948,0.881,0.57,0.566
0.513,0.948,0.584,0.564,0.948,0.947,0.873,0.57,0.564
0.512,0.947,0.584,0.564,0.947,0.946,0.872,0.57,0.564
0.511,0.946,0.584,0.564,0.946,0.945,0.871,0.57,0.564
0.51,0.945,0.583,0.563,0.945,0.944,0.867,0.57,0.563
0.504,0.944,0.583,0.561,0.526,0.943,0.863,0.57,0.561
