_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92
0.92,0.919,0.919,0.919,0.919,0.917,0.919,0.919,0.919
0.92,0.918,0.918,0.918,0.918,0.916,0.918,0.918,0.918
0.919,0.917,0.918,0.918,0.917,0.915,0.917,0.917,0.918
0.918,0.916,0.917,0.917,0.916,0.914,0.916,0.916,0.917
0.917,0.915,0.917,0.917,0.915,0.913,0.915,0.915,0.917
0.916,0.914,0.917,0.917,0.914,0.912,0.914,0.914,0.917
0.915,0.913,0.917,0.917,0.913,0.911,0.913,0.913,0.917
0.914,0.912,0.916,0.916,0.912,0.91,0.912,0.912,0.916
0.913,0.911,0.916,0.916,0.911,0.91,0.911,0.911,0.916
0.912,0.91,0.916,0.915,0.91,0.909,0.908,0.91,0.915
0.911,0.909,0.915,0.915,0.909,0.908,0.906,0.91,0.915
0.91,0.909,0.914,0.914,0.908,0.907,0.904,0.91,0.914
0.909,0.908,0.914,0.913,0.907,0.906,0.903,0.91,0.913
0.908,0.907,0.913,0.913,0.905,0.903,0.901,0.91,0.913
0.907,0.906,0.912,0.912,0.904,0.902,0.896,0.909,0.912
0.906,0.905,0.912,0.911,0.903,0.901,0.896,0.908,0.911
0.905,0.905,0.911,0.91,0.903,0.9,0.896,0.908,0.91
0.904,0.904,0.91,0.909,0.902,0.899,0.893,0.907,0.909
0.903,0.903,0.91,0.909,0.901,0.898,0.892,0.906,0.909
0.901,0.902,0.91,0.908,0.901,0.897,0.89,0.905,0.908
0.9,0.901,0.91,0.906,0.9,0.896,0.887,0.904,0.906
0.899,0.9,0.909,0.904,0.899,0.895,0.887,0.903,0.904
0.898,0.899,0.909,0.904,0.899,0.894,0.886,0.902,0.904
0.897,0.898,0.907,0.904,0.898,0.893,0.883,0.901,0.904
0.896,0.897,0.907,0.903,0.897,0.892,0.882,0.899,0.903
0.895,0.896,0.907,0.902,0.896,0.883,0.881,0.898,0.902
0.894,0.896,0.907,0.901,0.895,0.882,0.878,0.897,0.901
0.893,0.895,0.907,0.9,0.894,0.881,0.878,0.896,0.9
0.892,0.894,0.907,0.9,0.893,0.868,0.874,0.895,0.9
0.891,0.893,0.905,0.899,0.892,0.867,0.873,0.894,0.899
0.89,0.892,0.905,0.898,0.891,0.866,0.87,0.892,0.898
0.889,0.891,0.905,0.898,0.89,0.865,0.868,0.891,0.898
0.888,0.89,0.904,0.897,0.889,0.864,0.864,0.891,0.897
0.887,0.889,0.904,0.896,0.888,0.863,0.864,0.89,0.896
0.885,0.888,0.903,0.895,0.887,0.861,0.864,0.889,0.895
0.884,0.887,0.902,0.894,0.885,0.86,0.863,0.888,0.894
0.883,0.886,0.902,0.894,0.885,0.86,0.862,0.887,0.894
