_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913,0.913
0.877,0.912,0.877,0.877,0.912,0.912,0.877,0.912,0.877
0.876,0.911,0.876,0.876,0.911,0.911,0.876,0.911,0.876
0.875,0.91,0.875,0.875,0.875,0.91,0.875,0.91,0.875
0.874,0.909,0.874,0.874,0.874,0.909,0.874,0.909,0.874
0.873,0.908,0.873,0.873,0.873,0.908,0.873,0.908,0.873
0.872,0.907,0.873,0.872,0.872,0.907,0.872,0.88,0.872
0.871,0.906,0.872,0.871,0.871,0.906,0.871,0.879,0.871
0.87,0.906,0.871,0.871,0.87,0.905,0.87,0.872,0.871
0.869,0.905,0.871,0.871,0.869,0.901,0.869,0.872,0.871
0.868,0.904,0.871,0.871,0.868,0.9,0.868,0.871,0.871
0.867,0.903,0.871,0.87,0.867,0.899,0.867,0.87,0.87
0.866,0.903,0.871,0.87,0.866,0.898,0.866,0.87,0.87
0.865,0.902,0.871,0.869,0.865,0.898,0.865,0.868,0.869
0.864,0.901,0.871,0.868,0.865,0.897,0.863,0.867,0.868
0.863,0.9,0.87,0.868,0.864,0.896,0.862,0.866,0.868
0.862,0.899,0.87,0.868,0.863,0.895,0.861,0.865,0.868
0.861,0.899,0.87,0.868,0.863,0.895,0.86,0.864,0.868
0.86,0.894,0.869,0.867,0.863,0.894,0.859,0.863,0.867
0.859,0.893,0.868,0.866,0.862,0.891,0.857,0.861,0.866
0.858,0.892,0.867,0.866,0.861,0.89,0.856,0.86,0.866
0.857,0.891,0.866,0.865,0.86,0.889,0.856,0.859,0.865
0.856,0.879,0.866,0.865,0.859,0.888,0.855,0.858,0.865
0.855,0.878,0.865,0.865,0.858,0.886,0.853,0.857,0.865
0.854,0.877,0.865,0.864,0.857,0.885,0.85,0.857,0.864
0.853,0.876,0.865,0.864,0.856,0.884,0.847,0.856,0.864
0.852,0.875,0.865,0.863,0.855,0.883,0.846,0.855,0.863
0.851,0.874,0.865,0.862,0.854,0.882,0.839,0.855,0.862
0.849,0.873,0.865,0.862,0.853,0.882,0.837,0.854,0.862
0.848,0.872,0.865,0.861,0.852,0.881,0.836,0.853,0.861
0.847,0.871,0.865,0.86,0.851,0.88,0.831,0.852,0.86
0.846,0.87,0.865,0.859,0.851,0.879,0.83,0.851,0.859
0.845,0.869,0.864,0.858,0.85,0.878,0.825,0.849,0.858
0.839,0.868,0.864,0.857,0.849,0.878,0.825,0.847,0.857
0.838,0.867,0.864,0.856,0.848,0.878,0.821,0.846,0.856
0.837,0.866,0.864,0.856,0.847,0.877,0.821,0.844,0.856
0.836,0.865,0.864,0.855,0.846,0.876,0.816,0.843,0.855
0.835,0.864,0.863,0.855,0.845,0.873,0.816,0.842,0.855
0.835,0.864,0.862,0.855,0.844,0.872,0.816,0.841,0.855
0.834,0.863,0.861,0.854,0.843,0.871,0.814,0.84,0.854
0.833,0.862,0.861,0.853,0.842,0.87,0.814,0.839,0.853
0.827,0.861,0.861,0.852,0.841,0.87,0.814,0.838,0.852
0.826,0.86,0.86,0.851,0.841,0.87,0.814,0.837,0.851
0.825,0.859,0.86,0.85,0.84,0.869,0.809,0.836,0.85
0.824,0.858,0.86,0.849,0.839,0.868,0.798,0.835,0.849
0.823,0.857,0.86,0.848,0.839,0.867,0.798,0.834,0.848
0.822,0.856,0.859,0.848,0.838,0.866,0.798,0.833,0.848
0.821,0.855,0.859,0.847,0.837,0.865,0.798,0.832,0.847
0.82,0.855,0.858,0.847,0.836,0.864,0.792,0.831,0.847
0.819,0.854,0.858,0.846,0.835,0.864,0.79,0.83,0.846
0.818,0.853,0.857,0.846,0.834,0.863,0.789,0.829,0.846
0.816,0.852,0.857,0.845,0.833,0.863,0.783,0.828,0.845
0.815,0.851,0.856,0.844,0.832,0.862,0.781,0.827,0.844
0.814,0.85,0.855,0.844,0.832,0.862,0.778,0.826,0.844
0.813,0.849,0.855,0.843,0.831,0.862,0.776,0.825,0.843
0.812,0.848,0.855,0.842,0.831,0.861,0.775,0.824,0.842
0.811,0.848,0.855,0.841,0.831,0.861,0.77,0.823,0.841
