_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903,0.903
0.544,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902
0.544,0.901,0.544,0.544,0.529,0.901,0.901,0.901,0.544
0.544,0.9,0.529,0.529,0.528,0.9,0.901,0.901,0.529
0.544,0.899,0.529,0.529,0.484,0.899,0.901,0.9,0.529
0.543,0.898,0.528,0.528,0.483,0.898,0.9,0.899,0.528
0.542,0.897,0.528,0.528,0.482,0.897,0.899,0.898,0.528
0.508,0.896,0.484,0.484,0.482,0.896,0.866,0.897,0.484
0.507,0.895,0.484,0.484,0.481,0.895,0.866,0.896,0.484
0.506,0.894,0.484,0.484,0.48,0.894,0.866,0.895,0.484
0.504,0.893,0.484,0.484,0.479,0.894,0.866,0.894,0.484
0.503,0.892,0.484,0.484,0.479,0.893,0.866,0.893,0.484
0.503,0.891,0.484,0.484,0.479,0.892,0.862,0.892,0.484
0.502,0.89,0.484,0.483,0.477,0.892,0.862,0.891,0.483
0.502,0.889,0.484,0.483,0.477,0.891,0.862,0.89,0.483
0.483,0.888,0.484,0.483,0.476,0.89,0.862,0.889,0.483
0.482,0.887,0.483,0.483,0.476,0.889,0.861,0.888,0.483
0.481,0.886,0.483,0.482,0.475,0.888,0.861,0.887,0.482
0.48,0.885,0.483,0.481,0.475,0.887,0.86,0.886,0.481
0.479,0.884,0.483,0.481,0.475,0.886,0.86,0.885,0.481
0.478,0.881,0.483,0.481,0.475,0.885,0.86,0.884,0.481
0.477,0.88,0.483,0.48,0.475,0.884,0.859,0.542,0.48
0.475,0.879,0.483,0.48,0.475,0.883,0.851,0.542,0.48
0.473,0.878,0.482,0.48,0.474,0.882,0.85,0.542,0.48
0.471,0.878,0.482,0.48,0.474,0.881,0.849,0.542,0.48
0.469,0.877,0.482,0.479,0.474,0.88,0.848,0.542,0.479
0.467,0.876,0.482,0.479,0.473,0.879,0.848,0.542,0.479
