_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999
0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997
0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994
0.993,0.993,0.993,0.993,0.993,0.993,0.991,0.993,0.993
0.992,0.992,0.992,0.992,0.992,0.992,0.989,0.992,0.992
0.991,0.991,0.991,0.991,0.991,0.991,0.986,0.991,0.991
0.99,0.99,0.99,0.99,0.99,0.99,0.985,0.99,0.99
0.989,0.989,0.989,0.989,0.989,0.989,0.984,0.989,0.989
0.988,0.988,0.988,0.988,0.988,0.988,0.983,0.988,0.988
0.987,0.987,0.987,0.987,0.987,0.987,0.982,0.987,0.987
0.986,0.986,0.986,0.986,0.986,0.986,0.98,0.986,0.986
0.985,0.985,0.981,0.985,0.985,0.985,0.977,0.985,0.985
0.984,0.984,0.98,0.979,0.984,0.984,0.976,0.984,0.979
0.983,0.983,0.978,0.978,0.983,0.983,0.975,0.983,0.978
0.982,0.982,0.978,0.977,0.982,0.982,0.974,0.982,0.977
0.981,0.981,0.973,0.977,0.981,0.981,0.972,0.981,0.977
0.98,0.98,0.971,0.976,0.98,0.98,0.968,0.98,0.976
0.979,0.979,0.97,0.975,0.979,0.979,0.967,0.979,0.975
0.978,0.978,0.969,0.974,0.978,0.978,0.963,0.978,0.974
0.977,0.977,0.968,0.973,0.977,0.977,0.963,0.977,0.973
0.976,0.976,0.964,0.968,0.976,0.976,0.963,0.976,0.968
0.975,0.975,0.963,0.967,0.975,0.975,0.962,0.975,0.967
0.974,0.974,0.962,0.966,0.974,0.974,0.961,0.973,0.966
0.973,0.973,0.962,0.965,0.973,0.973,0.96,0.972,0.965
0.972,0.972,0.959,0.964,0.972,0.972,0.959,0.971,0.964
0.971,0.971,0.958,0.963,0.971,0.971,0.959,0.97,0.963
0.97,0.97,0.95,0.962,0.97,0.97,0.958,0.969,0.962
0.969,0.969,0.949,0.962,0.969,0.969,0.957,0.968,0.962
0.968,0.968,0.948,0.955,0.968,0.965,0.955,0.967,0.955
0.967,0.967,0.947,0.955,0.967,0.964,0.953,0.966,0.955
0.966,0.966,0.942,0.954,0.966,0.962,0.952,0.965,0.954
0.965,0.965,0.936,0.953,0.964,0.961,0.951,0.964,0.953
0.964,0.964,0.936,0.952,0.963,0.96,0.947,0.962,0.952
0.963,0.963,0.935,0.951,0.962,0.959,0.945,0.961,0.951
0.962,0.962,0.935,0.95,0.961,0.956,0.943,0.96,0.95
0.961,0.961,0.933,0.95,0.96,0.955,0.943,0.959,0.95
0.96,0.959,0.932,0.949,0.959,0.954,0.942,0.958,0.949
0.956,0.958,0.922,0.948,0.958,0.953,0.941,0.957,0.948
0.955,0.957,0.922,0.943,0.957,0.952,0.939,0.956,0.943
0.954,0.956,0.921,0.938,0.956,0.948,0.937,0.955,0.938
0.953,0.955,0.92,0.937,0.955,0.947,0.935,0.954,0.937
0.952,0.954,0.92,0.936,0.954,0.946,0.935,0.953,0.936
0.951,0.953,0.92,0.935,0.953,0.945,0.932,0.952,0.935
0.95,0.952,0.917,0.934,0.952,0.944,0.929,0.951,0.934
0.949,0.951,0.916,0.933,0.951,0.943,0.927,0.95,0.933
0.948,0.95,0.914,0.932,0.95,0.942,0.927,0.949,0.932
0.947,0.949,0.914,0.917,0.949,0.941,0.926,0.948,0.917
0.946,0.948,0.914,0.916,0.948,0.939,0.924,0.947,0.916
0.945,0.947,0.913,0.915,0.947,0.938,0.922,0.946,0.915
0.944,0.946,0.913,0.914,0.946,0.937,0.921,0.945,0.914
0.943,0.945,0.91,0.913,0.945,0.936,0.92,0.944,0.913
0.942,0.944,0.902,0.913,0.944,0.935,0.918,0.943,0.913
0.941,0.943,0.901,0.912,0.943,0.934,0.918,0.942,0.912
