_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.756,0.756,0.756,0.756,0.756,0.756,0.756,0.756,0.756,0.756
0.753,0.756,0.756,0.756,0.754,0.755,0.755,0.756,0.756,0.756
0.751,0.755,0.756,0.756,0.748,0.754,0.754,0.756,0.756,0.756
0.749,0.754,0.756,0.756,0.744,0.753,0.744,0.756,0.756,0.756
0.748,0.753,0.754,0.754,0.741,0.752,0.742,0.756,0.754,0.756
0.746,0.752,0.754,0.754,0.74,0.751,0.742,0.756,0.754,0.756
0.743,0.751,0.754,0.754,0.737,0.75,0.741,0.755,0.754,0.756
0.742,0.75,0.754,0.753,0.736,0.748,0.73,0.754,0.753,0.756
0.741,0.749,0.753,0.753,0.732,0.748,0.724,0.753,0.753,0.756
0.74,0.748,0.753,0.752,0.73,0.747,0.713,0.752,0.752,0.756
0.739,0.747,0.753,0.752,0.723,0.745,0.713,0.751,0.752,0.756
0.738,0.746,0.752,0.751,0.721,0.744,0.705,0.751,0.751,0.756
0.717,0.745,0.752,0.751,0.72,0.743,0.698,0.751,0.751,0.756
0.715,0.745,0.752,0.75,0.716,0.742,0.694,0.75,0.75,0.756
0.713,0.744,0.751,0.749,0.715,0.741,0.691,0.748,0.749,0.756
0.712,0.743,0.751,0.747,0.714,0.74,0.691,0.747,0.747,0.756
0.707,0.741,0.75,0.746,0.708,0.74,0.691,0.745,0.746,0.756
0.705,0.74,0.748,0.745,0.704,0.739,0.691,0.744,0.745,0.756
0.7,0.735,0.747,0.739,0.692,0.738,0.691,0.743,0.739,0.756
0.699,0.735,0.747,0.738,0.691,0.737,0.691,0.743,0.738,0.756
0.694,0.735,0.747,0.736,0.691,0.734,0.69,0.742,0.736,0.756
0.68,0.733,0.746,0.735,0.69,0.732,0.686,0.741,0.735,0.756
0.679,0.732,0.746,0.735,0.69,0.732,0.686,0.74,0.735,0.756
0.675,0.731,0.745,0.735,0.688,0.731,0.684,0.739,0.735,0.756
0.674,0.731,0.744,0.735,0.685,0.727,0.682,0.731,0.735,0.756
0.665,0.724,0.744,0.735,0.685,0.721,0.679,0.73,0.735,0.756
0.659,0.721,0.744,0.735,0.676,0.72,0.679,0.729,0.735,0.756
0.657,0.72,0.738,0.734,0.676,0.719,0.679,0.727,0.734,0.756
0.656,0.72,0.738,0.733,0.675,0.718,0.674,0.724,0.733,0.756
0.644,0.719,0.736,0.733,0.671,0.717,0.673,0.723,0.733,0.756
0.641,0.716,0.736,0.732,0.669,0.713,0.661,0.722,0.732,0.756
0.639,0.716,0.735,0.731,0.669,0.712,0.654,0.72,0.731,0.756
0.63,0.715,0.735,0.731,0.664,0.712,0.653,0.719,0.731,0.756
0.629,0.711,0.735,0.73,0.662,0.71,0.651,0.716,0.73,0.756
0.623,0.71,0.735,0.729,0.661,0.707,0.645,0.715,0.729,0.756
0.622,0.709,0.735,0.724,0.66,0.706,0.641,0.714,0.724,0.756
0.621,0.709,0.735,0.724,0.659,0.701,0.641,0.713,0.724,0.756
0.619,0.708,0.735,0.722,0.656,0.7,0.641,0.712,0.722,0.756
0.617,0.708,0.735,0.722,0.655,0.696,0.641,0.711,0.722,0.756
0.617,0.708,0.735,0.722,0.654,0.694,0.641,0.709,0.722,0.756
0.594,0.706,0.734,0.721,0.653,0.694,0.634,0.708,0.721,0.756
0.579,0.705,0.734,0.721,0.652,0.694,0.625,0.706,0.721,0.756
0.579,0.701,0.734,0.721,0.651,0.687,0.622,0.705,0.721,0.756
0.575,0.697,0.732,0.721,0.65,0.687,0.617,0.702,0.721,0.756
0.573,0.696,0.731,0.721,0.647,0.686,0.612,0.7,0.721,0.756
0.573,0.695,0.73,0.721,0.644,0.686,0.612,0.691,0.721,0.756
0.561,0.693,0.729,0.72,0.643,0.683,0.602,0.689,0.72,0.756
