_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896
0.895,0.895,0.896,0.896,0.895,0.895,0.895,0.895,0.896,0.896
0.894,0.894,0.896,0.896,0.892,0.895,0.893,0.895,0.896,0.896
0.893,0.893,0.895,0.895,0.891,0.893,0.891,0.895,0.895,0.896
0.892,0.892,0.895,0.894,0.89,0.892,0.889,0.894,0.894,0.896
0.891,0.891,0.894,0.894,0.888,0.891,0.888,0.893,0.894,0.896
0.89,0.89,0.894,0.894,0.887,0.89,0.887,0.892,0.894,0.896
0.888,0.889,0.894,0.894,0.886,0.889,0.886,0.889,0.894,0.896
0.887,0.888,0.894,0.894,0.885,0.888,0.884,0.888,0.894,0.896
0.884,0.888,0.894,0.893,0.884,0.887,0.882,0.886,0.893,0.896
0.883,0.887,0.894,0.893,0.883,0.886,0.88,0.885,0.893,0.896
0.882,0.886,0.894,0.892,0.882,0.885,0.879,0.883,0.892,0.896
0.881,0.885,0.893,0.89,0.879,0.884,0.877,0.882,0.89,0.896
0.879,0.884,0.893,0.89,0.878,0.883,0.876,0.881,0.89,0.896
0.878,0.883,0.893,0.89,0.876,0.882,0.876,0.88,0.89,0.896
0.875,0.882,0.892,0.889,0.874,0.881,0.873,0.879,0.889,0.896
0.874,0.882,0.892,0.889,0.872,0.88,0.869,0.878,0.889,0.896
0.873,0.881,0.89,0.889,0.871,0.88,0.869,0.877,0.889,0.896
0.872,0.88,0.89,0.889,0.87,0.879,0.868,0.876,0.889,0.896
0.87,0.879,0.89,0.889,0.866,0.878,0.867,0.875,0.889,0.896
0.868,0.878,0.89,0.889,0.865,0.874,0.864,0.874,0.889,0.896
0.867,0.877,0.89,0.889,0.863,0.873,0.861,0.873,0.889,0.896
0.866,0.876,0.889,0.888,0.862,0.872,0.86,0.87,0.888,0.896
0.863,0.876,0.889,0.887,0.861,0.871,0.858,0.869,0.887,0.896
0.862,0.876,0.889,0.886,0.859,0.871,0.856,0.868,0.886,0.896
0.861,0.875,0.888,0.886,0.858,0.87,0.855,0.866,0.886,0.896
0.86,0.874,0.888,0.885,0.857,0.87,0.842,0.865,0.885,0.896
0.859,0.874,0.888,0.884,0.856,0.869,0.84,0.863,0.884,0.896
0.857,0.874,0.887,0.882,0.855,0.867,0.837,0.863,0.882,0.896
0.856,0.874,0.887,0.88,0.854,0.866,0.835,0.862,0.88,0.896
0.849,0.873,0.887,0.879,0.853,0.866,0.833,0.861,0.879,0.895
0.843,0.873,0.887,0.878,0.851,0.865,0.83,0.86,0.878,0.895
0.841,0.872,0.885,0.878,0.85,0.863,0.83,0.857,0.878,0.895
0.84,0.871,0.885,0.877,0.849,0.863,0.828,0.856,0.877,0.895
0.84,0.87,0.884,0.876,0.848,0.862,0.822,0.855,0.876,0.895
0.838,0.869,0.884,0.876,0.847,0.862,0.822,0.854,0.876,0.895
0.837,0.868,0.884,0.875,0.846,0.861,0.818,0.853,0.875,0.895
0.833,0.867,0.884,0.874,0.843,0.861,0.817,0.852,0.874,0.895
0.832,0.866,0.884,0.873,0.84,0.859,0.813,0.85,0.873,0.895
0.831,0.863,0.883,0.872,0.837,0.858,0.807,0.849,0.872,0.895
0.83,0.862,0.883,0.871,0.836,0.857,0.801,0.847,0.871,0.895
0.828,0.86,0.882,0.87,0.835,0.856,0.801,0.846,0.87,0.895
0.827,0.859,0.881,0.869,0.833,0.855,0.799,0.844,0.869,0.893
0.826,0.858,0.881,0.868,0.832,0.854,0.795,0.842,0.868,0.89
0.825,0.857,0.881,0.865,0.831,0.853,0.794,0.841,0.865,0.888
0.824,0.856,0.881,0.864,0.828,0.852,0.793,0.84,0.864,0.888
0.822,0.855,0.881,0.863,0.827,0.851,0.789,0.838,0.863,0.888
0.821,0.854,0.879,0.862,0.826,0.85,0.786,0.837,0.862,0.888
0.812,0.853,0.879,0.861,0.825,0.849,0.783,0.835,0.861,0.888
0.811,0.852,0.878,0.86,0.823,0.849,0.781,0.835,0.86,0.885
0.807,0.851,0.878,0.859,0.822,0.848,0.778,0.834,0.859,0.879
0.807,0.85,0.878,0.858,0.821,0.847,0.778,0.833,0.858,0.879
0.796,0.849,0.878,0.857,0.817,0.846,0.778,0.832,0.857,0.879
0.795,0.848,0.877,0.855,0.814,0.845,0.776,0.83,0.855,0.876
0.791,0.845,0.877,0.854,0.813,0.844,0.775,0.829,0.854,0.876
0.79,0.844,0.876,0.853,0.812,0.842,0.772,0.828,0.853,0.876
0.789,0.844,0.876,0.853,0.811,0.841,0.769,0.823,0.853,0.869
0.788,0.843,0.875,0.852,0.81,0.84,0.766,0.82,0.852,0.869
0.786,0.842,0.875,0.85,0.808,0.84,0.765,0.818,0.85,0.852
0.783,0.841,0.875,0.849,0.807,0.838,0.759,0.817,0.849,0.852
0.782,0.84,0.875,0.848,0.805,0.835,0.757,0.815,0.848,0.852
0.781,0.839,0.875,0.847,0.801,0.834,0.757,0.813,0.847,0.852
0.778,0.838,0.873,0.846,0.8,0.831,0.756,0.812,0.846,0.852
0.777,0.837,0.873,0.844,0.799,0.831,0.75,0.811,0.844,0.852
0.772,0.835,0.872,0.843,0.797,0.83,0.75,0.81,0.843,0.852
0.766,0.835,0.872,0.842,0.795,0.829,0.75,0.809,0.842,0.852
0.765,0.834,0.872,0.842,0.791,0.828,0.745,0.808,0.842,0.852
0.763,0.833,0.871,0.841,0.789,0.827,0.745,0.807,0.841,0.852
0.762,0.832,0.871,0.84,0.785,0.826,0.745,0.805,0.84,0.852
0.76,0.83,0.871,0.839,0.784,0.825,0.739,0.803,0.839,0.851
0.76,0.829,0.87,0.838,0.781,0.822,0.739,0.802,0.838,0.85
0.757,0.828,0.87,0.837,0.78,0.821,0.737,0.801,0.837,0.845
0.756,0.827,0.869,0.836,0.779,0.82,0.737,0.801,0.836,0.844
0.755,0.826,0.869,0.835,0.777,0.819,0.735,0.799,0.835,0.84
0.75,0.825,0.868,0.834,0.773,0.818,0.731,0.797,0.834,0.84
0.75,0.824,0.867,0.833,0.772,0.817,0.729,0.795,0.833,0.84
0.749,0.823,0.866,0.832,0.772,0.816,0.729,0.794,0.832,0.84
0.748,0.822,0.865,0.831,0.771,0.815,0.725,0.793,0.831,0.84
0.747,0.821,0.864,0.829,0.768,0.809,0.725,0.792,0.829,0.84
0.746,0.82,0.864,0.824,0.759,0.808,0.725,0.791,0.824,0.84
0.745,0.819,0.864,0.823,0.758,0.807,0.722,0.79,0.823,0.84
0.735,0.816,0.863,0.82,0.756,0.807,0.722,0.788,0.82,0.84
0.735,0.814,0.863,0.818,0.754,0.803,0.722,0.787,0.818,0.834
0.735,0.811,0.863,0.817,0.753,0.802,0.722,0.786,0.817,0.834
0.734,0.81,0.863,0.816,0.75,0.801,0.722,0.784,0.816,0.834
0.733,0.809,0.863,0.811,0.749,0.8,0.72,0.783,0.811,0.834
0.695,0.807,0.863,0.81,0.743,0.797,0.72,0.769,0.81,0.834
0.69,0.801,0.863,0.807,0.743,0.795,0.717,0.768,0.807,0.834
0.689,0.8,0.863,0.806,0.742,0.794,0.714,0.767,0.806,0.834
0.688,0.798,0.862,0.806,0.741,0.792,0.714,0.766,0.806,0.834
0.687,0.797,0.862,0.805,0.738,0.792,0.71,0.765,0.805,0.834
0.686,0.796,0.861,0.804,0.736,0.791,0.709,0.761,0.804,0.834
0.671,0.795,0.861,0.804,0.735,0.79,0.7,0.76,0.804,0.834
0.67,0.794,0.859,0.802,0.734,0.787,0.7,0.759,0.802,0.834
0.668,0.793,0.859,0.801,0.732,0.784,0.7,0.755,0.801,0.834
0.658,0.792,0.859,0.795,0.731,0.783,0.7,0.755,0.795,0.834
0.658,0.791,0.858,0.794,0.724,0.777,0.68,0.754,0.794,0.834
0.657,0.79,0.858,0.793,0.723,0.773,0.68,0.753,0.793,0.834
0.655,0.789,0.857,0.792,0.722,0.773,0.662,0.751,0.792,0.834
0.653,0.789,0.856,0.791,0.721,0.772,0.66,0.749,0.791,0.833
0.653,0.787,0.856,0.79,0.721,0.771,0.654,0.748,0.79,0.83
0.65,0.786,0.855,0.786,0.719,0.757,0.654,0.747,0.786,0.829
0.649,0.785,0.854,0.784,0.718,0.752,0.649,0.745,0.784,0.829
0.645,0.785,0.854,0.783,0.717,0.75,0.648,0.742,0.783,0.829
0.644,0.785,0.853,0.782,0.714,0.749,0.643,0.74,0.782,0.825
0.639,0.784,0.852,0.779,0.712,0.748,0.639,0.739,0.779,0.825
0.639,0.783,0.851,0.777,0.711,0.747,0.631,0.738,0.777,0.821
0.622,0.783,0.85,0.776,0.71,0.745,0.631,0.736,0.776,0.821
0.62,0.78,0.849,0.774,0.709,0.736,0.619,0.733,0.774,0.821
0.616,0.779,0.849,0.773,0.708,0.731,0.619,0.732,0.773,0.818
0.614,0.778,0.848,0.772,0.708,0.73,0.619,0.731,0.772,0.818
0.6,0.777,0.847,0.771,0.706,0.729,0.619,0.729,0.771,0.818
0.6,0.776,0.846,0.769,0.705,0.727,0.619,0.726,0.769,0.807
0.597,0.775,0.845,0.766,0.703,0.727,0.601,0.721,0.766,0.806
0.596,0.774,0.845,0.763,0.703,0.726,0.599,0.718,0.763,0.806
0.595,0.773,0.844,0.762,0.702,0.725,0.597,0.717,0.762,0.802
0.595,0.772,0.843,0.76,0.701,0.724,0.594,0.716,0.76,0.802
