_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971,0.971
0.964,0.97,0.97,0.97,0.964,0.97,0.97,0.968,0.97,0.971
0.963,0.969,0.963,0.963,0.963,0.969,0.963,0.966,0.963,0.971
0.962,0.968,0.963,0.963,0.961,0.968,0.962,0.966,0.963,0.971
0.959,0.967,0.962,0.962,0.96,0.96,0.961,0.965,0.962,0.971
0.958,0.966,0.961,0.961,0.959,0.959,0.96,0.964,0.961,0.971
0.957,0.965,0.961,0.96,0.958,0.958,0.959,0.963,0.96,0.97
0.956,0.96,0.96,0.96,0.957,0.957,0.958,0.962,0.96,0.969
0.954,0.959,0.96,0.959,0.954,0.956,0.957,0.961,0.959,0.968
0.952,0.958,0.959,0.958,0.953,0.951,0.955,0.961,0.958,0.967
0.951,0.957,0.959,0.957,0.952,0.95,0.954,0.96,0.957,0.966
0.95,0.956,0.958,0.956,0.951,0.949,0.952,0.959,0.956,0.961
0.949,0.955,0.957,0.955,0.949,0.948,0.95,0.958,0.955,0.961
0.948,0.954,0.956,0.954,0.948,0.94,0.949,0.957,0.954,0.961
0.947,0.953,0.956,0.953,0.947,0.939,0.948,0.956,0.953,0.96
0.946,0.952,0.955,0.952,0.946,0.938,0.947,0.955,0.952,0.959
0.945,0.951,0.954,0.951,0.945,0.937,0.945,0.954,0.951,0.958
0.944,0.95,0.954,0.951,0.944,0.936,0.942,0.953,0.951,0.953
0.943,0.949,0.953,0.95,0.943,0.935,0.941,0.952,0.95,0.953
0.942,0.948,0.953,0.949,0.941,0.934,0.94,0.951,0.949,0.953
0.941,0.947,0.952,0.948,0.938,0.933,0.938,0.95,0.948,0.953
0.94,0.946,0.952,0.947,0.934,0.931,0.937,0.948,0.947,0.952
0.939,0.945,0.951,0.946,0.933,0.93,0.937,0.948,0.946,0.951
0.938,0.944,0.951,0.945,0.932,0.929,0.933,0.947,0.945,0.949
0.937,0.943,0.951,0.944,0.931,0.928,0.933,0.946,0.944,0.949
0.936,0.942,0.951,0.943,0.931,0.92,0.932,0.945,0.943,0.946
0.932,0.941,0.951,0.942,0.93,0.916,0.928,0.944,0.942,0.945
0.931,0.94,0.95,0.941,0.929,0.915,0.924,0.943,0.941,0.945
0.93,0.939,0.949,0.94,0.928,0.914,0.923,0.942,0.94,0.941
0.929,0.938,0.948,0.939,0.925,0.913,0.921,0.941,0.939,0.941
0.928,0.937,0.948,0.938,0.923,0.912,0.92,0.938,0.938,0.941
0.927,0.936,0.947,0.937,0.922,0.911,0.919,0.937,0.937,0.937
0.926,0.935,0.946,0.936,0.921,0.91,0.917,0.936,0.936,0.937
0.925,0.934,0.945,0.934,0.92,0.909,0.917,0.935,0.934,0.934
0.924,0.933,0.944,0.933,0.919,0.908,0.916,0.934,0.933,0.934
0.922,0.932,0.944,0.932,0.918,0.907,0.914,0.933,0.932,0.932
0.921,0.931,0.944,0.931,0.916,0.906,0.912,0.932,0.931,0.932
0.919,0.93,0.943,0.93,0.912,0.902,0.911,0.931,0.93,0.932
0.916,0.929,0.942,0.929,0.911,0.901,0.907,0.93,0.929,0.932
0.915,0.928,0.941,0.928,0.91,0.9,0.906,0.929,0.928,0.931
0.914,0.925,0.941,0.926,0.909,0.899,0.903,0.928,0.926,0.93
0.907,0.924,0.94,0.925,0.908,0.898,0.896,0.927,0.925,0.929
0.906,0.923,0.94,0.924,0.907,0.897,0.896,0.921,0.924,0.928
0.904,0.922,0.939,0.923,0.906,0.896,0.891,0.92,0.923,0.927
0.903,0.921,0.939,0.922,0.905,0.894,0.888,0.918,0.922,0.926
0.9,0.92,0.939,0.921,0.904,0.893,0.879,0.917,0.921,0.92
0.899,0.919,0.939,0.92,0.902,0.892,0.879,0.916,0.92,0.916
0.898,0.918,0.939,0.919,0.901,0.884,0.879,0.915,0.919,0.916
0.896,0.917,0.938,0.917,0.9,0.883,0.879,0.914,0.917,0.915
0.895,0.916,0.938,0.916,0.899,0.882,0.879,0.913,0.916,0.915
0.891,0.915,0.938,0.915,0.898,0.873,0.878,0.912,0.915,0.915
0.88,0.914,0.938,0.913,0.897,0.872,0.875,0.911,0.913,0.915
0.879,0.911,0.937,0.912,0.896,0.871,0.873,0.91,0.912,0.911
0.878,0.91,0.936,0.911,0.895,0.87,0.869,0.909,0.911,0.911
0.877,0.909,0.935,0.909,0.894,0.869,0.869,0.908,0.909,0.911
0.876,0.908,0.934,0.908,0.893,0.868,0.869,0.902,0.908,0.911
0.875,0.907,0.932,0.907,0.892,0.867,0.869,0.901,0.907,0.911
0.874,0.904,0.931,0.906,0.891,0.865,0.864,0.9,0.906,0.909
0.873,0.903,0.931,0.905,0.89,0.861,0.864,0.898,0.905,0.909
0.873,0.902,0.931,0.904,0.889,0.861,0.864,0.897,0.904,0.909
0.871,0.901,0.93,0.903,0.888,0.86,0.864,0.896,0.903,0.907
0.87,0.9,0.929,0.902,0.887,0.859,0.863,0.895,0.902,0.905
0.868,0.899,0.928,0.901,0.886,0.857,0.838,0.893,0.901,0.905
0.867,0.898,0.927,0.9,0.885,0.856,0.838,0.892,0.9,0.902
0.867,0.897,0.925,0.898,0.884,0.851,0.838,0.891,0.898,0.902
0.866,0.895,0.924,0.897,0.883,0.85,0.838,0.89,0.897,0.901
0.865,0.892,0.923,0.896,0.882,0.842,0.838,0.889,0.896,0.901
0.863,0.891,0.923,0.895,0.881,0.841,0.838,0.883,0.895,0.901
0.862,0.89,0.922,0.894,0.88,0.84,0.836,0.882,0.894,0.898
0.862,0.889,0.921,0.893,0.878,0.84,0.835,0.881,0.893,0.898
0.858,0.888,0.92,0.892,0.875,0.834,0.829,0.88,0.892,0.898
0.857,0.887,0.92,0.89,0.874,0.831,0.827,0.879,0.89,0.892
0.855,0.885,0.919,0.889,0.873,0.827,0.821,0.878,0.889,0.892
0.854,0.884,0.918,0.889,0.872,0.825,0.818,0.874,0.889,0.883
0.853,0.883,0.917,0.888,0.871,0.824,0.818,0.872,0.888,0.879
0.852,0.881,0.916,0.886,0.87,0.823,0.816,0.871,0.886,0.879
0.847,0.88,0.916,0.885,0.869,0.822,0.816,0.87,0.885,0.879
0.843,0.879,0.915,0.884,0.866,0.821,0.816,0.869,0.884,0.879
0.835,0.878,0.914,0.882,0.865,0.82,0.816,0.867,0.882,0.879
0.832,0.877,0.913,0.88,0.864,0.817,0.816,0.866,0.88,0.874
0.829,0.876,0.912,0.878,0.863,0.816,0.801,0.865,0.878,0.874
0.828,0.876,0.911,0.875,0.862,0.813,0.801,0.864,0.876,0.874
0.826,0.874,0.91,0.873,0.86,0.812,0.801,0.862,0.875,0.87
0.825,0.873,0.909,0.872,0.856,0.811,0.801,0.861,0.874,0.87
0.824,0.872,0.908,0.871,0.855,0.81,0.801,0.86,0.873,0.87
0.823,0.87,0.907,0.87,0.854,0.807,0.801,0.859,0.87,0.868
0.821,0.869,0.906,0.867,0.853,0.806,0.801,0.855,0.869,0.868
0.818,0.867,0.905,0.866,0.849,0.804,0.801,0.854,0.866,0.868
0.817,0.866,0.904,0.863,0.846,0.803,0.796,0.853,0.865,0.864
