_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543
0.534,0.543,0.534,0.534,0.541,0.542,0.534,0.543,0.534,0.543
0.533,0.543,0.534,0.534,0.536,0.541,0.532,0.543,0.534,0.543
0.531,0.543,0.534,0.534,0.534,0.54,0.53,0.543,0.534,0.543
0.528,0.542,0.534,0.534,0.533,0.54,0.529,0.543,0.534,0.543
0.526,0.541,0.533,0.533,0.532,0.539,0.527,0.543,0.533,0.543
0.526,0.541,0.533,0.533,0.53,0.538,0.524,0.543,0.533,0.543
0.526,0.541,0.533,0.533,0.529,0.536,0.524,0.543,0.533,0.543
0.521,0.539,0.533,0.533,0.528,0.535,0.523,0.543,0.533,0.543
0.52,0.534,0.533,0.533,0.526,0.534,0.513,0.543,0.533,0.543
0.519,0.534,0.533,0.533,0.524,0.533,0.504,0.543,0.533,0.543
0.518,0.532,0.533,0.533,0.523,0.533,0.497,0.543,0.533,0.543
0.516,0.532,0.533,0.532,0.516,0.532,0.491,0.543,0.532,0.543
0.515,0.532,0.532,0.532,0.513,0.531,0.491,0.542,0.532,0.543
0.513,0.529,0.532,0.53,0.511,0.531,0.49,0.542,0.53,0.539
0.512,0.528,0.53,0.529,0.51,0.53,0.483,0.542,0.529,0.539
0.51,0.527,0.529,0.529,0.509,0.53,0.483,0.54,0.529,0.539
0.505,0.526,0.529,0.528,0.508,0.529,0.483,0.539,0.528,0.539
0.493,0.525,0.528,0.527,0.507,0.528,0.481,0.539,0.527,0.539
0.486,0.525,0.528,0.527,0.507,0.525,0.478,0.538,0.527,0.539
0.485,0.524,0.527,0.527,0.507,0.524,0.477,0.537,0.527,0.539
0.483,0.52,0.527,0.527,0.505,0.523,0.477,0.536,0.527,0.539
0.468,0.52,0.527,0.526,0.504,0.523,0.477,0.536,0.526,0.539
0.463,0.52,0.527,0.525,0.5,0.523,0.473,0.535,0.525,0.531
0.457,0.519,0.527,0.525,0.496,0.523,0.471,0.533,0.525,0.531
0.455,0.519,0.526,0.523,0.494,0.522,0.47,0.532,0.523,0.531
0.454,0.518,0.526,0.523,0.493,0.522,0.464,0.53,0.523,0.531
0.453,0.518,0.526,0.523,0.492,0.521,0.454,0.529,0.523,0.531
0.446,0.518,0.526,0.522,0.491,0.52,0.454,0.528,0.522,0.531
0.441,0.517,0.525,0.522,0.49,0.516,0.454,0.528,0.522,0.531
0.433,0.517,0.525,0.521,0.488,0.515,0.454,0.527,0.521,0.531
0.433,0.517,0.525,0.52,0.486,0.515,0.453,0.527,0.52,0.531
0.432,0.516,0.524,0.518,0.485,0.511,0.445,0.526,0.518,0.531
0.431,0.515,0.524,0.517,0.473,0.511,0.439,0.518,0.517,0.531
0.431,0.515,0.524,0.516,0.472,0.51,0.435,0.517,0.516,0.531
0.421,0.515,0.522,0.516,0.47,0.509,0.435,0.509,0.516,0.531
0.414,0.515,0.522,0.515,0.467,0.501,0.425,0.508,0.515,0.531
0.413,0.515,0.522,0.514,0.467,0.5,0.425,0.506,0.514,0.531
0.411,0.515,0.522,0.514,0.466,0.496,0.425,0.506,0.514,0.531
0.411,0.515,0.522,0.514,0.465,0.496,0.409,0.505,0.514,0.531
0.411,0.514,0.522,0.514,0.464,0.496,0.409,0.504,0.514,0.531
0.411,0.514,0.522,0.513,0.459,0.495,0.409,0.503,0.513,0.531
0.41,0.513,0.522,0.513,0.456,0.494,0.397,0.501,0.513,0.531
0.394,0.513,0.522,0.512,0.453,0.493,0.396,0.5,0.512,0.531
0.394,0.512,0.522,0.511,0.452,0.492,0.396,0.499,0.511,0.521
0.393,0.512,0.522,0.51,0.451,0.492,0.396,0.498,0.51,0.521
0.391,0.512,0.521,0.509,0.45,0.492,0.396,0.497,0.509,0.521
0.39,0.512,0.521,0.508,0.448,0.491,0.396,0.496,0.508,0.521
0.39,0.511,0.521,0.508,0.445,0.491,0.395,0.494,0.508,0.521
0.381,0.51,0.52,0.506,0.444,0.49,0.363,0.493,0.506,0.521
0.367,0.51,0.52,0.505,0.442,0.488,0.363,0.492,0.505,0.516
0.367,0.509,0.52,0.504,0.44,0.487,0.363,0.485,0.504,0.516
0.367,0.508,0.52,0.503,0.439,0.486,0.363,0.485,0.503,0.516
0.358,0.508,0.518,0.502,0.438,0.486,0.361,0.485,0.502,0.516
0.357,0.508,0.518,0.5,0.438,0.485,0.361,0.485,0.5,0.516
0.347,0.508,0.518,0.498,0.437,0.484,0.359,0.484,0.498,0.516
0.347,0.508,0.518,0.498,0.433,0.483,0.352,0.482,0.498,0.516
0.336,0.507,0.517,0.496,0.432,0.482,0.352,0.48,0.496,0.516
0.336,0.506,0.516,0.494,0.43,0.482,0.352,0.477,0.494,0.516
0.334,0.506,0.516,0.492,0.427,0.481,0.352,0.477,0.492,0.516
0.33,0.506,0.515,0.491,0.426,0.48,0.352,0.476,0.491,0.516
0.328,0.506,0.514,0.491,0.424,0.475,0.352,0.473,0.491,0.516
0.326,0.505,0.514,0.491,0.423,0.475,0.352,0.472,0.491,0.516
0.319,0.505,0.514,0.49,0.422,0.475,0.352,0.471,0.49,0.516
0.317,0.505,0.514,0.489,0.42,0.474,0.352,0.47,0.489,0.516
0.311,0.505,0.514,0.489,0.416,0.474,0.352,0.469,0.489,0.516
0.292,0.504,0.514,0.488,0.412,0.473,0.352,0.468,0.488,0.516
0.292,0.503,0.514,0.487,0.41,0.472,0.348,0.466,0.487,0.516
0.292,0.503,0.514,0.486,0.409,0.472,0.348,0.461,0.486,0.516
0.289,0.503,0.513,0.484,0.408,0.472,0.336,0.459,0.484,0.516
0.28,0.502,0.513,0.482,0.407,0.471,0.326,0.452,0.482,0.516
0.271,0.502,0.513,0.482,0.405,0.47,0.319,0.451,0.482,0.516
0.269,0.501,0.513,0.48,0.401,0.468,0.319,0.451,0.48,0.516
0.269,0.501,0.513,0.48,0.4,0.467,0.319,0.45,0.48,0.516
0.269,0.501,0.513,0.479,0.399,0.467,0.319,0.445,0.479,0.516
0.269,0.5,0.511,0.478,0.398,0.467,0.318,0.443,0.478,0.516
0.266,0.5,0.511,0.476,0.397,0.466,0.303,0.442,0.476,0.516
0.236,0.5,0.511,0.475,0.397,0.466,0.286,0.44,0.475,0.512
0.235,0.498,0.511,0.473,0.394,0.466,0.286,0.44,0.473,0.512
0.235,0.495,0.51,0.471,0.393,0.465,0.286,0.435,0.471,0.506
0.235,0.493,0.51,0.469,0.392,0.465,0.273,0.434,0.469,0.506
0.235,0.488,0.509,0.467,0.39,0.464,0.273,0.433,0.467,0.506
0.233,0.487,0.509,0.466,0.385,0.463,0.273,0.433,0.466,0.506
0.059,0.486,0.508,0.465,0.384,0.463,0.273,0.433,0.465,0.506
0.059,0.485,0.507,0.464,0.382,0.462,0.273,0.43,0.464,0.506
0.059,0.485,0.506,0.463,0.379,0.46,0.263,0.429,0.463,0.506
0.059,0.484,0.506,0.463,0.378,0.46,0.261,0.425,0.463,0.506
0.059,0.484,0.506,0.463,0.373,0.459,0.261,0.425,0.463,0.506
0.059,0.483,0.506,0.462,0.372,0.458,0.261,0.419,0.462,0.506
0.059,0.482,0.506,0.461,0.371,0.457,0.256,0.408,0.461,0.506
0.059,0.482,0.506,0.459,0.359,0.454,0.256,0.407,0.459,0.506
0.059,0.482,0.506,0.458,0.358,0.454,0.256,0.401,0.458,0.506
0.059,0.482,0.506,0.458,0.356,0.454,0.237,0.4,0.458,0.506
0.059,0.482,0.504,0.456,0.354,0.454,0.202,0.391,0.456,0.506
0.059,0.482,0.503,0.454,0.352,0.452,0.198,0.39,0.454,0.506
0.058,0.481,0.503,0.452,0.35,0.452,0.198,0.389,0.452,0.506
0.058,0.481,0.502,0.45,0.331,0.451,0.192,0.388,0.45,0.506
0.058,0.481,0.502,0.448,0.323,0.45,0.192,0.387,0.449,0.506
0.058,0.481,0.502,0.447,0.323,0.448,0.192,0.385,0.448,0.506
0.058,0.48,0.502,0.446,0.321,0.448,0.192,0.38,0.447,0.506
0.058,0.479,0.502,0.445,0.314,0.447,0.191,0.38,0.446,0.506
0.058,0.478,0.502,0.442,0.314,0.447,0.184,0.38,0.434,0.506
0.058,0.477,0.502,0.441,0.313,0.444,0.184,0.379,0.434,0.506
0.058,0.477,0.502,0.439,0.31,0.442,0.184,0.369,0.431,0.506
0.058,0.476,0.502,0.438,0.309,0.441,0.184,0.367,0.43,0.506
0.058,0.475,0.501,0.435,0.307,0.439,0.184,0.366,0.43,0.506
0.057,0.475,0.499,0.423,0.307,0.439,0.184,0.365,0.428,0.506
0.057,0.475,0.499,0.423,0.305,0.435,0.184,0.365,0.425,0.506
0.057,0.475,0.499,0.42,0.303,0.434,0.184,0.362,0.425,0.506
0.057,0.474,0.499,0.419,0.3,0.433,0.181,0.361,0.423,0.506
0.057,0.472,0.499,0.419,0.3,0.433,0.181,0.357,0.422,0.506
0.057,0.472,0.498,0.418,0.3,0.431,0.181,0.356,0.422,0.506
0.057,0.471,0.498,0.417,0.3,0.43,0.181,0.356,0.419,0.506
0.057,0.471,0.496,0.416,0.3,0.429,0.181,0.356,0.419,0.506
0.057,0.47,0.496,0.413,0.3,0.428,0.177,0.355,0.393,0.506
0.057,0.467,0.496,0.413,0.299,0.426,0.177,0.348,0.392,0.506
0.057,0.466,0.496,0.411,0.297,0.425,0.177,0.344,0.392,0.506
0.057,0.465,0.495,0.409,0.297,0.416,0.159,0.344,0.381,0.506
0.057,0.465,0.495,0.407,0.295,0.416,0.159,0.343,0.381,0.506
0.014,0.465,0.493,0.401,0.288,0.405,0.159,0.341,0.38,0.506
0.014,0.465,0.493,0.4,0.288,0.405,0.159,0.341,0.38,0.506
0.014,0.464,0.493,0.4,0.288,0.404,0.159,0.341,0.379,0.506
0.014,0.463,0.493,0.397,0.288,0.404,0.159,0.341,0.379,0.506
0.014,0.462,0.493,0.397,0.288,0.404,0.159,0.339,0.377,0.506
0.014,0.462,0.493,0.396,0.288,0.403,0.159,0.335,0.375,0.506
0.014,0.462,0.493,0.396,0.287,0.402,0.159,0.333,0.373,0.506
0.014,0.462,0.493,0.384,0.282,0.402,0.159,0.331,0.372,0.506
0.014,0.46,0.492,0.384,0.281,0.394,0.159,0.331,0.37,0.506
0.014,0.459,0.492,0.383,0.28,0.392,0.159,0.331,0.366,0.506
0.004,0.458,0.492,0.383,0.28,0.388,0.159,0.322,0.359,0.506
0.004,0.458,0.491,0.373,0.275,0.387,0.159,0.319,0.359,0.506
0.004,0.458,0.49,0.372,0.27,0.385,0.159,0.316,0.359,0.506
0.004,0.456,0.49,0.372,0.269,0.375,0.159,0.316,0.354,0.506
0.004,0.455,0.488,0.37,0.268,0.373,0.159,0.311,0.354,0.506
0.004,0.453,0.488,0.363,0.267,0.371,0.159,0.311,0.35,0.506
0.004,0.452,0.488,0.363,0.239,0.363,0.159,0.31,0.35,0.506
0.004,0.451,0.487,0.361,0.199,0.344,0.159,0.309,0.35,0.506
0.004,0.451,0.487,0.345,0.197,0.344,0.159,0.309,0.35,0.506
0.004,0.451,0.487,0.34,0.196,0.344,0.159,0.309,0.349,0.506
0.004,0.451,0.486,0.339,0.196,0.338,0.159,0.307,0.349,0.506
0.004,0.45,0.484,0.337,0.196,0.336,0.157,0.305,0.349,0.506
0.004,0.448,0.484,0.335,0.196,0.335,0.157,0.303,0.349,0.506
0.004,0.448,0.484,0.334,0.196,0.314,0.157,0.296,0.348,0.506
0.004,0.448,0.484,0.328,0.196,0.314,0.157,0.295,0.348,0.506
0.004,0.444,0.483,0.326,0.196,0.314,0.157,0.287,0.347,0.506
0.004,0.443,0.483,0.322,0.196,0.314,0.157,0.287,0.346,0.506
0.004,0.442,0.483,0.322,0.196,0.313,0.157,0.286,0.345,0.506
0.004,0.442,0.482,0.314,0.196,0.311,0.157,0.286,0.344,0.506
0.004,0.442,0.482,0.314,0.196,0.311,0.157,0.286,0.343,0.506
0.004,0.442,0.482,0.314,0.196,0.31,0.157,0.285,0.343,0.506
0.004,0.442,0.482,0.3,0.196,0.305,0.15,0.283,0.342,0.506
0.004,0.441,0.48,0.298,0.108,0.3,0.15,0.283,0.341,0.506
0.004,0.441,0.48,0.298,0.108,0.299,0.15,0.282,0.34,0.506
0.004,0.44,0.48,0.287,0.108,0.287,0.15,0.282,0.331,0.506
0.004,0.438,0.48,0.287,0.108,0.287,0.104,0.281,0.33,0.506
0.004,0.437,0.478,0.285,0.108,0.287,0.104,0.276,0.325,0.506
0.004,0.434,0.478,0.278,0.108,0.286,0.104,0.267,0.306,0.506
0.004,0.433,0.478,0.278,0.108,0.285,0.104,0.264,0.305,0.506
0.004,0.432,0.478,0.278,0.108,0.284,0.104,0.264,0.273,0.506
