_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732,0.732
0.726,0.731,0.726,0.726,0.731,0.731,0.731,0.73,0.726,0.732
0.72,0.73,0.725,0.725,0.73,0.73,0.725,0.729,0.725,0.732
0.715,0.729,0.725,0.725,0.73,0.729,0.724,0.729,0.725,0.732
0.714,0.729,0.725,0.725,0.73,0.728,0.723,0.729,0.725,0.732
0.709,0.728,0.725,0.725,0.729,0.727,0.722,0.729,0.725,0.732
0.708,0.727,0.725,0.725,0.728,0.726,0.721,0.729,0.725,0.732
0.707,0.726,0.725,0.725,0.727,0.725,0.72,0.729,0.725,0.732
0.706,0.725,0.725,0.725,0.727,0.725,0.719,0.728,0.725,0.732
0.705,0.725,0.725,0.725,0.726,0.724,0.718,0.728,0.725,0.732
0.704,0.724,0.725,0.725,0.725,0.718,0.717,0.728,0.725,0.732
0.703,0.723,0.725,0.725,0.723,0.717,0.716,0.728,0.725,0.732
0.702,0.723,0.725,0.725,0.722,0.716,0.713,0.727,0.725,0.732
0.701,0.721,0.725,0.725,0.721,0.716,0.713,0.727,0.725,0.732
0.7,0.72,0.725,0.724,0.72,0.715,0.713,0.727,0.724,0.732
0.699,0.719,0.725,0.724,0.72,0.714,0.71,0.727,0.724,0.732
0.698,0.718,0.725,0.724,0.719,0.714,0.71,0.726,0.724,0.732
0.697,0.717,0.724,0.723,0.719,0.714,0.709,0.725,0.723,0.732
0.693,0.716,0.724,0.722,0.718,0.713,0.708,0.725,0.722,0.732
0.692,0.716,0.723,0.722,0.716,0.713,0.705,0.724,0.722,0.732
0.691,0.716,0.722,0.721,0.715,0.712,0.704,0.723,0.721,0.732
0.69,0.716,0.721,0.721,0.713,0.712,0.703,0.723,0.721,0.732
0.689,0.715,0.721,0.72,0.712,0.711,0.7,0.722,0.72,0.732
0.684,0.715,0.721,0.72,0.711,0.711,0.699,0.722,0.72,0.732
0.683,0.715,0.72,0.72,0.709,0.711,0.698,0.721,0.72,0.732
0.682,0.715,0.72,0.719,0.707,0.71,0.696,0.72,0.719,0.732
0.681,0.715,0.72,0.718,0.705,0.709,0.692,0.717,0.718,0.732
0.681,0.714,0.72,0.716,0.705,0.708,0.689,0.716,0.716,0.732
0.68,0.714,0.72,0.716,0.705,0.708,0.688,0.715,0.716,0.732
0.679,0.713,0.72,0.716,0.705,0.707,0.687,0.715,0.716,0.726
0.678,0.712,0.72,0.715,0.705,0.706,0.684,0.715,0.715,0.726
0.677,0.711,0.72,0.714,0.704,0.705,0.683,0.715,0.714,0.726
0.676,0.71,0.72,0.714,0.703,0.704,0.682,0.715,0.714,0.726
0.673,0.709,0.719,0.714,0.702,0.703,0.675,0.715,0.714,0.726
0.672,0.709,0.719,0.714,0.701,0.702,0.675,0.714,0.714,0.726
0.67,0.709,0.719,0.714,0.7,0.695,0.673,0.713,0.714,0.726
0.669,0.708,0.719,0.714,0.699,0.694,0.673,0.712,0.714,0.726
0.668,0.707,0.719,0.714,0.698,0.693,0.672,0.711,0.714,0.726
0.667,0.707,0.719,0.712,0.696,0.693,0.666,0.71,0.712,0.726
0.663,0.706,0.719,0.712,0.696,0.692,0.666,0.709,0.712,0.726
0.661,0.706,0.718,0.712,0.696,0.691,0.653,0.708,0.712,0.726
