_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733,0.733
0.731,0.732,0.733,0.733,0.731,0.733,0.72,0.733,0.733,0.733
0.731,0.731,0.732,0.732,0.729,0.732,0.714,0.733,0.732,0.733
0.73,0.73,0.732,0.732,0.726,0.729,0.714,0.733,0.732,0.733
0.729,0.727,0.732,0.732,0.724,0.729,0.712,0.733,0.732,0.733
0.728,0.727,0.732,0.728,0.722,0.728,0.693,0.733,0.728,0.733
0.727,0.726,0.732,0.728,0.719,0.727,0.693,0.733,0.728,0.733
0.726,0.724,0.728,0.728,0.717,0.726,0.693,0.733,0.728,0.733
0.722,0.723,0.727,0.726,0.715,0.726,0.682,0.732,0.726,0.733
0.721,0.723,0.727,0.725,0.713,0.725,0.682,0.73,0.725,0.733
0.7,0.721,0.725,0.725,0.713,0.724,0.675,0.73,0.725,0.733
0.699,0.721,0.725,0.725,0.711,0.723,0.659,0.729,0.725,0.733
0.698,0.721,0.725,0.725,0.708,0.722,0.644,0.728,0.725,0.733
0.697,0.718,0.725,0.725,0.693,0.722,0.642,0.727,0.725,0.732
0.696,0.718,0.725,0.724,0.691,0.721,0.63,0.726,0.724,0.731
0.695,0.718,0.724,0.724,0.689,0.72,0.63,0.726,0.724,0.731
0.694,0.716,0.724,0.723,0.688,0.72,0.623,0.725,0.723,0.731
0.694,0.711,0.724,0.723,0.685,0.719,0.623,0.724,0.723,0.73
0.691,0.71,0.724,0.721,0.684,0.717,0.61,0.724,0.721,0.724
0.688,0.701,0.724,0.72,0.684,0.714,0.61,0.722,0.72,0.724
0.687,0.701,0.724,0.719,0.684,0.709,0.61,0.722,0.719,0.724
0.686,0.701,0.724,0.719,0.681,0.709,0.61,0.721,0.719,0.724
0.685,0.7,0.724,0.718,0.681,0.708,0.609,0.719,0.718,0.724
0.681,0.699,0.724,0.718,0.681,0.708,0.595,0.715,0.718,0.724
0.678,0.698,0.723,0.717,0.681,0.707,0.587,0.714,0.717,0.724
0.676,0.698,0.723,0.717,0.678,0.706,0.572,0.712,0.717,0.724
0.675,0.698,0.723,0.717,0.678,0.704,0.572,0.711,0.717,0.724
0.667,0.691,0.723,0.716,0.677,0.701,0.572,0.71,0.716,0.724
0.666,0.691,0.721,0.716,0.673,0.701,0.572,0.706,0.716,0.724
0.665,0.691,0.721,0.716,0.673,0.699,0.565,0.703,0.716,0.724
0.648,0.69,0.72,0.716,0.673,0.691,0.565,0.699,0.716,0.724
0.647,0.689,0.72,0.716,0.673,0.69,0.565,0.698,0.716,0.724
0.644,0.689,0.72,0.714,0.673,0.689,0.562,0.697,0.714,0.724
0.64,0.688,0.72,0.713,0.673,0.686,0.561,0.695,0.713,0.724
0.639,0.686,0.72,0.712,0.673,0.684,0.556,0.694,0.712,0.724
0.636,0.685,0.72,0.712,0.673,0.681,0.554,0.685,0.712,0.724
0.633,0.684,0.719,0.711,0.673,0.68,0.554,0.684,0.711,0.724
0.632,0.684,0.719,0.711,0.673,0.676,0.554,0.683,0.711,0.724
0.629,0.682,0.719,0.71,0.673,0.675,0.552,0.681,0.71,0.715
0.62,0.682,0.719,0.708,0.668,0.672,0.552,0.68,0.708,0.715
0.616,0.681,0.718,0.708,0.667,0.671,0.546,0.679,0.708,0.715
0.607,0.679,0.718,0.706,0.666,0.671,0.546,0.678,0.706,0.715
0.607,0.678,0.718,0.704,0.666,0.67,0.537,0.677,0.704,0.715
0.606,0.677,0.718,0.703,0.665,0.668,0.537,0.675,0.703,0.715
0.605,0.677,0.717,0.703,0.66,0.662,0.531,0.674,0.703,0.715
0.605,0.677,0.717,0.702,0.66,0.66,0.531,0.669,0.702,0.715
0.604,0.676,0.717,0.702,0.659,0.659,0.531,0.668,0.702,0.715
0.603,0.675,0.717,0.701,0.659,0.659,0.531,0.667,0.701,0.715
0.6,0.674,0.717,0.701,0.659,0.658,0.531,0.665,0.701,0.715
0.599,0.674,0.717,0.701,0.659,0.657,0.521,0.659,0.701,0.715
0.597,0.674,0.716,0.699,0.659,0.647,0.509,0.638,0.699,0.715
0.595,0.674,0.715,0.699,0.659,0.639,0.509,0.636,0.699,0.715
0.593,0.673,0.715,0.699,0.659,0.639,0.509,0.634,0.699,0.715
0.589,0.673,0.715,0.698,0.659,0.638,0.509,0.632,0.698,0.715
0.584,0.672,0.715,0.698,0.657,0.638,0.506,0.63,0.698,0.715
0.581,0.671,0.715,0.694,0.657,0.635,0.483,0.625,0.694,0.715
0.574,0.67,0.715,0.694,0.657,0.63,0.483,0.623,0.694,0.715
0.569,0.669,0.715,0.694,0.657,0.63,0.483,0.62,0.694,0.715
0.568,0.665,0.715,0.693,0.657,0.629,0.48,0.618,0.693,0.715
0.564,0.665,0.715,0.692,0.657,0.627,0.476,0.616,0.692,0.715
0.562,0.663,0.715,0.691,0.657,0.626,0.476,0.614,0.691,0.715
0.562,0.662,0.715,0.691,0.656,0.622,0.472,0.612,0.691,0.715
0.539,0.662,0.714,0.691,0.648,0.602,0.472,0.608,0.691,0.715
0.536,0.661,0.714,0.69,0.637,0.602,0.472,0.603,0.69,0.715
0.535,0.659,0.713,0.688,0.636,0.59,0.472,0.6,0.688,0.709
0.477,0.659,0.713,0.688,0.62,0.589,0.472,0.598,0.688,0.709
