_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.789,0.789,0.789,0.789,0.789,0.789,0.789,0.789,0.789,0.789
0.788,0.787,0.788,0.788,0.789,0.789,0.787,0.789,0.788,0.789
0.786,0.786,0.788,0.788,0.789,0.789,0.786,0.789,0.788,0.789
0.785,0.785,0.787,0.787,0.789,0.788,0.784,0.789,0.787,0.789
0.784,0.785,0.787,0.787,0.789,0.787,0.783,0.789,0.787,0.789
0.772,0.783,0.787,0.787,0.788,0.786,0.782,0.789,0.787,0.789
0.771,0.782,0.787,0.787,0.786,0.786,0.781,0.789,0.787,0.789
0.77,0.78,0.787,0.786,0.778,0.785,0.78,0.788,0.786,0.789
0.769,0.78,0.787,0.786,0.777,0.784,0.779,0.788,0.786,0.789
0.768,0.78,0.786,0.786,0.774,0.783,0.778,0.788,0.786,0.789
0.767,0.779,0.786,0.785,0.773,0.782,0.776,0.788,0.785,0.789
0.766,0.779,0.786,0.785,0.77,0.781,0.775,0.788,0.785,0.789
0.765,0.779,0.785,0.784,0.769,0.78,0.772,0.788,0.784,0.789
0.762,0.778,0.784,0.784,0.768,0.78,0.772,0.787,0.784,0.789
0.759,0.777,0.784,0.784,0.767,0.779,0.768,0.786,0.784,0.789
0.758,0.776,0.784,0.783,0.765,0.778,0.767,0.786,0.783,0.789
0.757,0.775,0.784,0.783,0.763,0.777,0.766,0.785,0.783,0.789
0.755,0.774,0.784,0.782,0.762,0.776,0.764,0.784,0.782,0.789
0.753,0.773,0.784,0.782,0.761,0.772,0.763,0.784,0.782,0.789
0.752,0.772,0.784,0.782,0.758,0.771,0.761,0.783,0.782,0.789
0.747,0.77,0.784,0.782,0.756,0.769,0.758,0.782,0.782,0.789
0.745,0.769,0.784,0.782,0.754,0.769,0.756,0.782,0.782,0.789
0.744,0.769,0.784,0.78,0.753,0.768,0.755,0.781,0.78,0.789
0.743,0.768,0.784,0.78,0.751,0.767,0.751,0.78,0.78,0.789
0.73,0.765,0.783,0.78,0.75,0.766,0.75,0.779,0.78,0.789
0.729,0.764,0.782,0.78,0.749,0.765,0.75,0.778,0.78,0.789
0.728,0.763,0.782,0.78,0.747,0.764,0.749,0.773,0.78,0.789
0.727,0.762,0.782,0.779,0.745,0.763,0.742,0.771,0.779,0.789
0.726,0.762,0.782,0.778,0.743,0.762,0.742,0.77,0.778,0.789
