_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899,0.899
0.898,0.898,0.899,0.899,0.898,0.899,0.898,0.898,0.899,0.899
0.896,0.897,0.898,0.898,0.897,0.898,0.897,0.896,0.898,0.899
0.895,0.896,0.897,0.897,0.894,0.897,0.896,0.894,0.897,0.899
0.894,0.895,0.896,0.896,0.892,0.895,0.895,0.892,0.896,0.898
0.89,0.894,0.895,0.895,0.891,0.894,0.894,0.891,0.895,0.898
0.889,0.891,0.895,0.895,0.89,0.893,0.891,0.89,0.895,0.898
0.888,0.89,0.895,0.895,0.889,0.891,0.89,0.889,0.895,0.898
0.887,0.889,0.895,0.895,0.888,0.891,0.889,0.888,0.895,0.898
0.886,0.888,0.895,0.894,0.885,0.89,0.889,0.887,0.894,0.898
0.885,0.886,0.895,0.894,0.884,0.889,0.888,0.886,0.894,0.897
0.884,0.885,0.894,0.893,0.879,0.888,0.886,0.885,0.893,0.893
0.879,0.884,0.894,0.893,0.878,0.887,0.884,0.884,0.893,0.893
0.878,0.883,0.894,0.893,0.876,0.886,0.883,0.883,0.893,0.893
0.871,0.882,0.894,0.893,0.875,0.885,0.883,0.882,0.893,0.893
0.87,0.881,0.894,0.893,0.874,0.884,0.88,0.88,0.893,0.893
0.866,0.881,0.894,0.893,0.873,0.879,0.878,0.879,0.893,0.893
0.866,0.88,0.893,0.892,0.869,0.877,0.878,0.877,0.892,0.887
0.865,0.879,0.893,0.891,0.867,0.871,0.877,0.876,0.891,0.887
0.858,0.879,0.893,0.891,0.866,0.871,0.876,0.875,0.891,0.879
0.856,0.878,0.893,0.891,0.864,0.87,0.875,0.874,0.891,0.879
0.853,0.877,0.892,0.889,0.863,0.869,0.873,0.873,0.889,0.879
0.849,0.876,0.892,0.888,0.862,0.868,0.872,0.872,0.888,0.879
0.848,0.874,0.892,0.887,0.861,0.858,0.869,0.87,0.887,0.879
0.847,0.873,0.892,0.886,0.859,0.858,0.867,0.869,0.886,0.879
0.846,0.872,0.891,0.885,0.857,0.848,0.866,0.868,0.885,0.877
0.844,0.871,0.891,0.884,0.856,0.847,0.865,0.867,0.884,0.877
0.843,0.87,0.891,0.884,0.855,0.847,0.864,0.864,0.884,0.876
0.837,0.864,0.89,0.883,0.854,0.847,0.86,0.863,0.883,0.872
0.836,0.862,0.889,0.882,0.852,0.846,0.859,0.862,0.882,0.872
0.835,0.861,0.889,0.881,0.851,0.845,0.859,0.859,0.881,0.872
0.833,0.86,0.887,0.88,0.85,0.844,0.858,0.856,0.88,0.872
0.826,0.858,0.887,0.88,0.849,0.844,0.856,0.851,0.88,0.869
0.816,0.857,0.887,0.879,0.847,0.842,0.855,0.849,0.879,0.869
0.815,0.856,0.887,0.877,0.846,0.842,0.847,0.845,0.877,0.869
0.815,0.855,0.887,0.876,0.845,0.841,0.847,0.844,0.876,0.869
0.813,0.854,0.886,0.876,0.844,0.84,0.844,0.837,0.876,0.869
0.81,0.853,0.886,0.876,0.841,0.839,0.843,0.834,0.876,0.855
0.808,0.852,0.885,0.875,0.84,0.837,0.841,0.832,0.875,0.855
0.784,0.851,0.885,0.874,0.839,0.836,0.839,0.831,0.874,0.855
0.783,0.85,0.884,0.873,0.838,0.835,0.833,0.83,0.873,0.845
0.776,0.849,0.884,0.872,0.836,0.834,0.83,0.829,0.872,0.845
0.775,0.848,0.884,0.871,0.835,0.831,0.826,0.828,0.871,0.845
0.765,0.845,0.883,0.87,0.834,0.83,0.824,0.827,0.87,0.842
0.763,0.843,0.883,0.869,0.833,0.829,0.822,0.826,0.869,0.842
0.762,0.842,0.883,0.868,0.831,0.826,0.822,0.825,0.868,0.842
0.761,0.841,0.883,0.867,0.826,0.82,0.82,0.824,0.867,0.842
0.76,0.84,0.883,0.866,0.825,0.819,0.8,0.823,0.866,0.842
0.757,0.84,0.882,0.865,0.824,0.818,0.8,0.822,0.865,0.842
0.756,0.839,0.882,0.864,0.819,0.818,0.798,0.821,0.864,0.838
