_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978
0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.977,0.978
0.975,0.976,0.976,0.976,0.975,0.977,0.976,0.976,0.976,0.978
0.974,0.975,0.975,0.975,0.974,0.976,0.974,0.975,0.975,0.978
0.973,0.974,0.974,0.974,0.971,0.975,0.973,0.974,0.974,0.978
0.972,0.973,0.974,0.974,0.97,0.974,0.972,0.973,0.974,0.978
0.971,0.972,0.974,0.973,0.967,0.973,0.969,0.972,0.973,0.978
0.97,0.971,0.973,0.972,0.966,0.973,0.968,0.971,0.972,0.978
0.969,0.97,0.972,0.972,0.965,0.972,0.965,0.97,0.972,0.978
0.968,0.969,0.972,0.971,0.964,0.971,0.964,0.969,0.971,0.978
0.967,0.968,0.971,0.97,0.961,0.966,0.961,0.968,0.97,0.978
0.966,0.967,0.97,0.969,0.96,0.965,0.959,0.967,0.969,0.977
0.96,0.966,0.97,0.968,0.959,0.964,0.958,0.966,0.968,0.976
0.959,0.965,0.97,0.967,0.958,0.963,0.956,0.965,0.967,0.975
0.958,0.964,0.97,0.966,0.954,0.962,0.952,0.964,0.966,0.972
0.957,0.963,0.969,0.965,0.953,0.961,0.948,0.963,0.965,0.972
0.956,0.962,0.969,0.964,0.952,0.96,0.945,0.962,0.964,0.972
0.955,0.961,0.969,0.963,0.949,0.959,0.944,0.961,0.963,0.971
0.954,0.96,0.969,0.962,0.948,0.958,0.943,0.96,0.962,0.97
0.953,0.958,0.968,0.961,0.947,0.955,0.939,0.959,0.961,0.967
0.952,0.957,0.968,0.96,0.945,0.954,0.938,0.958,0.96,0.966
0.951,0.956,0.967,0.96,0.944,0.953,0.93,0.957,0.96,0.966
0.949,0.955,0.966,0.959,0.943,0.952,0.93,0.956,0.959,0.965
0.948,0.954,0.965,0.958,0.942,0.95,0.93,0.954,0.958,0.963
0.944,0.953,0.964,0.957,0.939,0.949,0.929,0.953,0.957,0.963
0.943,0.952,0.963,0.956,0.938,0.948,0.926,0.951,0.956,0.957
0.941,0.951,0.962,0.955,0.937,0.947,0.92,0.95,0.955,0.957
0.94,0.95,0.962,0.952,0.935,0.946,0.919,0.949,0.952,0.956
0.939,0.949,0.961,0.952,0.934,0.941,0.919,0.948,0.952,0.953
0.938,0.948,0.96,0.951,0.933,0.94,0.919,0.945,0.951,0.953
0.935,0.947,0.959,0.95,0.932,0.939,0.914,0.944,0.95,0.953
0.934,0.946,0.958,0.949,0.931,0.938,0.914,0.943,0.949,0.952
0.933,0.942,0.957,0.948,0.93,0.933,0.912,0.942,0.948,0.952
0.931,0.939,0.957,0.947,0.929,0.932,0.912,0.941,0.947,0.952
0.927,0.939,0.956,0.946,0.928,0.926,0.911,0.94,0.946,0.952
0.925,0.938,0.956,0.945,0.927,0.925,0.91,0.939,0.945,0.952
0.922,0.936,0.955,0.944,0.925,0.924,0.91,0.938,0.944,0.95
0.92,0.935,0.955,0.942,0.924,0.923,0.902,0.937,0.942,0.949
0.918,0.934,0.954,0.941,0.923,0.922,0.9,0.933,0.941,0.947
