_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
0.959,0.959,0.96,0.96,0.959,0.959,0.959,0.959,0.96,0.96
0.958,0.958,0.959,0.959,0.957,0.958,0.958,0.959,0.959,0.96
0.957,0.958,0.958,0.958,0.956,0.957,0.957,0.959,0.958,0.96
0.956,0.957,0.957,0.957,0.951,0.956,0.956,0.958,0.957,0.96
0.955,0.955,0.954,0.954,0.95,0.955,0.954,0.957,0.954,0.96
0.954,0.954,0.954,0.953,0.948,0.954,0.953,0.956,0.953,0.96
0.951,0.954,0.953,0.953,0.947,0.953,0.952,0.953,0.953,0.96
0.95,0.953,0.953,0.952,0.946,0.952,0.951,0.952,0.952,0.96
0.949,0.952,0.953,0.952,0.945,0.951,0.95,0.95,0.952,0.96
0.947,0.951,0.953,0.951,0.943,0.95,0.949,0.949,0.951,0.96
0.946,0.95,0.953,0.95,0.936,0.949,0.948,0.948,0.95,0.959
0.945,0.949,0.952,0.95,0.935,0.948,0.947,0.947,0.95,0.954
0.944,0.948,0.952,0.949,0.934,0.947,0.945,0.946,0.949,0.954
0.943,0.947,0.952,0.948,0.933,0.946,0.943,0.945,0.948,0.954
0.942,0.946,0.951,0.948,0.932,0.945,0.942,0.945,0.948,0.954
0.94,0.945,0.951,0.947,0.931,0.944,0.937,0.944,0.947,0.954
0.939,0.944,0.95,0.945,0.928,0.941,0.937,0.943,0.945,0.954
0.938,0.943,0.948,0.944,0.926,0.94,0.936,0.942,0.944,0.954
0.937,0.942,0.948,0.943,0.925,0.939,0.935,0.941,0.943,0.951
0.932,0.941,0.947,0.942,0.924,0.938,0.933,0.937,0.942,0.951
0.931,0.94,0.946,0.941,0.923,0.937,0.927,0.936,0.941,0.951
0.929,0.939,0.945,0.94,0.921,0.936,0.921,0.935,0.94,0.951
0.928,0.938,0.945,0.939,0.92,0.935,0.92,0.934,0.939,0.95
0.927,0.937,0.945,0.938,0.919,0.934,0.918,0.933,0.938,0.95
0.926,0.936,0.944,0.938,0.918,0.933,0.911,0.932,0.938,0.948
0.925,0.935,0.944,0.937,0.917,0.932,0.91,0.93,0.937,0.943
0.924,0.933,0.944,0.936,0.916,0.929,0.907,0.93,0.936,0.943
0.923,0.932,0.944,0.935,0.915,0.928,0.907,0.929,0.935,0.943
0.922,0.931,0.944,0.934,0.914,0.927,0.907,0.928,0.934,0.943
0.921,0.93,0.943,0.932,0.912,0.926,0.907,0.927,0.932,0.941
0.916,0.929,0.942,0.931,0.911,0.925,0.904,0.926,0.931,0.939
0.915,0.926,0.942,0.93,0.909,0.924,0.904,0.925,0.93,0.939
0.913,0.925,0.94,0.929,0.908,0.923,0.902,0.924,0.929,0.935
0.912,0.924,0.939,0.928,0.906,0.922,0.897,0.923,0.928,0.935
0.911,0.923,0.938,0.924,0.905,0.921,0.897,0.922,0.924,0.929
0.911,0.922,0.936,0.917,0.903,0.92,0.897,0.917,0.917,0.929
0.908,0.921,0.935,0.915,0.902,0.919,0.897,0.916,0.915,0.929
0.905,0.92,0.935,0.914,0.901,0.918,0.893,0.915,0.914,0.929
0.904,0.919,0.935,0.913,0.9,0.917,0.892,0.913,0.913,0.928
0.903,0.918,0.934,0.902,0.899,0.916,0.888,0.912,0.902,0.923
0.898,0.917,0.932,0.901,0.898,0.915,0.888,0.911,0.901,0.913
0.897,0.916,0.932,0.9,0.897,0.911,0.888,0.91,0.9,0.913
0.896,0.915,0.931,0.899,0.894,0.91,0.885,0.909,0.899,0.913
0.896,0.914,0.93,0.898,0.892,0.908,0.885,0.907,0.898,0.913
0.882,0.913,0.93,0.888,0.891,0.906,0.885,0.906,0.888,0.913
0.881,0.912,0.929,0.887,0.89,0.905,0.879,0.905,0.887,0.913
0.874,0.911,0.929,0.887,0.889,0.905,0.879,0.904,0.887,0.908
0.861,0.91,0.929,0.886,0.887,0.9,0.878,0.903,0.886,0.907
0.841,0.909,0.928,0.885,0.887,0.9,0.875,0.902,0.885,0.904
0.84,0.907,0.927,0.884,0.886,0.895,0.875,0.901,0.884,0.904
0.839,0.906,0.926,0.884,0.879,0.894,0.873,0.899,0.884,0.904
0.838,0.905,0.925,0.883,0.878,0.893,0.869,0.898,0.883,0.904
0.838,0.904,0.924,0.882,0.875,0.892,0.859,0.897,0.882,0.904
0.836,0.903,0.924,0.881,0.874,0.891,0.859,0.896,0.881,0.904
0.835,0.902,0.924,0.879,0.872,0.89,0.858,0.895,0.879,0.904
0.834,0.901,0.92,0.876,0.87,0.887,0.857,0.894,0.876,0.9
0.833,0.9,0.92,0.874,0.869,0.884,0.843,0.893,0.874,0.899
0.831,0.899,0.919,0.873,0.867,0.88,0.843,0.892,0.873,0.899
0.83,0.898,0.918,0.872,0.858,0.879,0.843,0.891,0.872,0.898
0.829,0.897,0.917,0.872,0.857,0.877,0.843,0.886,0.872,0.898
0.823,0.896,0.916,0.871,0.856,0.876,0.843,0.882,0.871,0.897
0.82,0.895,0.91,0.87,0.855,0.875,0.843,0.881,0.87,0.896
0.819,0.894,0.909,0.868,0.851,0.871,0.839,0.88,0.868,0.895
0.818,0.893,0.909,0.867,0.85,0.87,0.835,0.879,0.867,0.891
0.817,0.892,0.909,0.865,0.849,0.869,0.835,0.879,0.865,0.891
0.815,0.891,0.909,0.863,0.847,0.868,0.832,0.878,0.863,0.891
0.813,0.89,0.908,0.862,0.846,0.867,0.832,0.877,0.862,0.89
0.797,0.889,0.905,0.861,0.845,0.867,0.83,0.873,0.861,0.886
0.794,0.888,0.904,0.86,0.84,0.865,0.83,0.871,0.86,0.886
0.792,0.887,0.902,0.858,0.839,0.864,0.823,0.868,0.858,0.886
0.791,0.886,0.902,0.857,0.838,0.863,0.823,0.865,0.857,0.886
0.789,0.885,0.902,0.856,0.836,0.862,0.823,0.862,0.856,0.886
0.779,0.884,0.9,0.852,0.833,0.853,0.816,0.861,0.852,0.886
0.778,0.883,0.899,0.851,0.832,0.852,0.816,0.858,0.851,0.882
0.778,0.882,0.899,0.848,0.831,0.851,0.816,0.857,0.848,0.882
0.777,0.881,0.898,0.847,0.828,0.85,0.816,0.857,0.847,0.882
0.773,0.88,0.897,0.846,0.827,0.849,0.814,0.856,0.846,0.882
0.758,0.877,0.896,0.844,0.826,0.848,0.813,0.855,0.844,0.882
0.757,0.876,0.896,0.843,0.822,0.844,0.806,0.854,0.843,0.882
0.757,0.873,0.895,0.842,0.82,0.843,0.806,0.854,0.842,0.881
0.756,0.872,0.894,0.841,0.818,0.842,0.801,0.852,0.841,0.881
0.755,0.871,0.892,0.84,0.817,0.841,0.792,0.851,0.84,0.881
0.754,0.869,0.891,0.839,0.814,0.837,0.792,0.849,0.839,0.881
0.751,0.867,0.891,0.838,0.813,0.836,0.785,0.848,0.838,0.88
