_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553
0.553,0.553,0.552,0.552,0.553,0.549,0.552,0.553,0.552,0.553
0.55,0.551,0.552,0.552,0.553,0.548,0.55,0.553,0.552,0.553
0.549,0.55,0.552,0.552,0.553,0.547,0.549,0.553,0.552,0.553
0.543,0.55,0.552,0.552,0.553,0.546,0.542,0.553,0.552,0.553
0.542,0.549,0.552,0.552,0.553,0.545,0.529,0.553,0.552,0.553
0.54,0.549,0.552,0.552,0.553,0.545,0.518,0.551,0.552,0.553
0.54,0.548,0.552,0.552,0.553,0.541,0.515,0.551,0.552,0.553
0.537,0.547,0.552,0.552,0.551,0.541,0.515,0.551,0.552,0.553
0.535,0.545,0.552,0.552,0.551,0.54,0.515,0.551,0.552,0.553
0.534,0.545,0.552,0.552,0.551,0.539,0.498,0.551,0.552,0.553
0.526,0.543,0.552,0.552,0.551,0.539,0.497,0.551,0.552,0.553
0.525,0.542,0.552,0.552,0.551,0.539,0.488,0.548,0.552,0.553
0.51,0.542,0.552,0.55,0.551,0.538,0.488,0.542,0.55,0.553
0.51,0.542,0.551,0.549,0.551,0.538,0.478,0.541,0.549,0.553
0.509,0.541,0.551,0.549,0.55,0.536,0.478,0.538,0.549,0.553
0.507,0.54,0.549,0.549,0.55,0.536,0.454,0.533,0.549,0.553
0.505,0.539,0.549,0.549,0.55,0.532,0.446,0.532,0.549,0.553
0.504,0.538,0.549,0.549,0.55,0.529,0.446,0.531,0.549,0.553
0.503,0.537,0.549,0.549,0.549,0.525,0.446,0.529,0.549,0.553
0.498,0.537,0.549,0.549,0.549,0.521,0.42,0.528,0.549,0.553
0.492,0.535,0.549,0.547,0.549,0.521,0.42,0.526,0.547,0.553
0.49,0.534,0.549,0.547,0.548,0.52,0.42,0.524,0.547,0.553
0.489,0.534,0.549,0.547,0.548,0.518,0.42,0.522,0.547,0.553
0.488,0.534,0.549,0.547,0.548,0.517,0.418,0.521,0.547,0.553
0.485,0.533,0.549,0.547,0.548,0.513,0.404,0.52,0.547,0.553
0.483,0.532,0.549,0.547,0.548,0.512,0.404,0.519,0.547,0.553
0.482,0.532,0.549,0.547,0.548,0.511,0.404,0.517,0.547,0.553
0.481,0.532,0.549,0.546,0.548,0.506,0.401,0.516,0.546,0.553
0.48,0.532,0.549,0.546,0.548,0.503,0.401,0.508,0.546,0.553
0.48,0.531,0.549,0.546,0.548,0.502,0.4,0.507,0.546,0.553
0.462,0.529,0.549,0.546,0.548,0.498,0.4,0.503,0.546,0.553
0.456,0.529,0.549,0.543,0.545,0.497,0.4,0.501,0.543,0.553
0.45,0.528,0.549,0.543,0.543,0.497,0.4,0.5,0.543,0.553
0.45,0.526,0.549,0.541,0.538,0.497,0.393,0.476,0.541,0.553
0.448,0.524,0.547,0.539,0.537,0.497,0.393,0.465,0.539,0.553
