_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
0.856,0.857,0.856,0.856,0.855,0.856,0.856,0.857,0.856,0.857
0.855,0.856,0.856,0.856,0.852,0.856,0.854,0.857,0.856,0.857
0.854,0.855,0.856,0.856,0.85,0.855,0.853,0.857,0.856,0.857
0.853,0.854,0.856,0.855,0.849,0.854,0.852,0.856,0.855,0.855
0.851,0.854,0.856,0.853,0.848,0.853,0.851,0.855,0.853,0.855
0.85,0.853,0.855,0.853,0.844,0.853,0.849,0.854,0.853,0.855
0.845,0.852,0.853,0.853,0.841,0.851,0.848,0.853,0.853,0.855
0.844,0.851,0.853,0.853,0.839,0.851,0.845,0.853,0.853,0.855
0.843,0.85,0.853,0.853,0.838,0.85,0.841,0.851,0.853,0.849
0.842,0.849,0.853,0.853,0.837,0.849,0.839,0.85,0.853,0.849
0.841,0.849,0.853,0.853,0.836,0.847,0.838,0.849,0.853,0.849
0.839,0.848,0.853,0.853,0.835,0.847,0.837,0.848,0.853,0.849
0.838,0.848,0.853,0.853,0.834,0.847,0.836,0.847,0.853,0.849
0.837,0.848,0.853,0.853,0.832,0.846,0.832,0.846,0.853,0.845
0.835,0.847,0.853,0.853,0.83,0.845,0.83,0.845,0.853,0.845
0.831,0.845,0.853,0.852,0.827,0.844,0.827,0.844,0.852,0.845
0.829,0.844,0.853,0.851,0.825,0.843,0.824,0.843,0.851,0.845
0.827,0.843,0.853,0.85,0.824,0.842,0.823,0.842,0.85,0.845
0.825,0.84,0.853,0.85,0.823,0.841,0.821,0.834,0.85,0.845
0.824,0.839,0.853,0.849,0.82,0.84,0.821,0.833,0.849,0.845
0.823,0.838,0.852,0.848,0.818,0.837,0.817,0.832,0.848,0.845
0.822,0.838,0.851,0.847,0.817,0.835,0.812,0.831,0.847,0.845
0.82,0.838,0.851,0.847,0.816,0.834,0.812,0.83,0.847,0.841
0.818,0.837,0.85,0.846,0.811,0.833,0.81,0.829,0.846,0.841
0.816,0.834,0.85,0.845,0.81,0.832,0.808,0.828,0.845,0.841
0.815,0.833,0.849,0.844,0.806,0.831,0.808,0.826,0.844,0.841
0.813,0.832,0.849,0.843,0.805,0.83,0.804,0.824,0.843,0.841
0.811,0.832,0.849,0.841,0.804,0.829,0.802,0.823,0.841,0.841
0.811,0.832,0.849,0.841,0.802,0.828,0.802,0.822,0.841,0.841
0.809,0.831,0.849,0.84,0.801,0.828,0.799,0.821,0.84,0.841
0.806,0.831,0.849,0.839,0.801,0.827,0.799,0.82,0.839,0.837
0.805,0.83,0.848,0.839,0.801,0.826,0.795,0.819,0.839,0.837
0.803,0.829,0.848,0.839,0.8,0.824,0.793,0.817,0.839,0.837
0.802,0.828,0.848,0.838,0.799,0.823,0.79,0.816,0.838,0.837
0.793,0.825,0.848,0.837,0.798,0.823,0.788,0.815,0.837,0.837
