_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926,0.926
0.925,0.925,0.926,0.926,0.925,0.924,0.925,0.926,0.926,0.925
0.924,0.925,0.925,0.925,0.924,0.924,0.924,0.926,0.925,0.923
0.923,0.924,0.925,0.924,0.923,0.923,0.923,0.925,0.924,0.922
0.922,0.924,0.924,0.924,0.92,0.922,0.922,0.925,0.924,0.922
0.92,0.923,0.923,0.923,0.919,0.921,0.92,0.924,0.923,0.921
0.917,0.922,0.923,0.923,0.916,0.917,0.919,0.923,0.923,0.921
0.916,0.921,0.922,0.922,0.915,0.916,0.917,0.922,0.922,0.921
0.915,0.919,0.921,0.921,0.914,0.915,0.916,0.921,0.921,0.92
0.914,0.918,0.921,0.92,0.912,0.914,0.915,0.92,0.92,0.918
0.913,0.917,0.92,0.919,0.911,0.913,0.914,0.919,0.919,0.918
0.91,0.916,0.92,0.918,0.91,0.911,0.913,0.916,0.918,0.918
0.909,0.915,0.92,0.917,0.909,0.906,0.911,0.915,0.917,0.916
0.908,0.914,0.92,0.915,0.908,0.905,0.911,0.913,0.915,0.916
0.907,0.913,0.919,0.914,0.907,0.904,0.909,0.912,0.914,0.914
0.906,0.912,0.917,0.913,0.906,0.9,0.907,0.911,0.913,0.913
0.905,0.911,0.916,0.911,0.905,0.899,0.898,0.91,0.911,0.913
0.904,0.91,0.916,0.911,0.903,0.888,0.898,0.907,0.911,0.911
0.903,0.909,0.915,0.91,0.902,0.887,0.896,0.906,0.91,0.911
0.9,0.908,0.914,0.91,0.901,0.886,0.893,0.905,0.91,0.909
0.899,0.907,0.913,0.909,0.9,0.885,0.891,0.904,0.909,0.903
0.897,0.906,0.912,0.909,0.899,0.884,0.89,0.903,0.909,0.903
0.896,0.905,0.912,0.908,0.897,0.883,0.889,0.902,0.908,0.903
0.895,0.905,0.911,0.907,0.896,0.879,0.884,0.9,0.907,0.903
0.891,0.904,0.91,0.906,0.895,0.878,0.882,0.899,0.906,0.878
0.89,0.902,0.909,0.905,0.894,0.877,0.881,0.898,0.905,0.878
0.889,0.901,0.909,0.903,0.893,0.876,0.878,0.897,0.903,0.878
0.888,0.9,0.908,0.903,0.889,0.875,0.877,0.896,0.903,0.878
0.887,0.899,0.908,0.902,0.888,0.874,0.875,0.895,0.902,0.878
0.886,0.899,0.908,0.901,0.886,0.873,0.872,0.894,0.901,0.878
0.886,0.898,0.906,0.9,0.885,0.872,0.871,0.893,0.9,0.878
0.885,0.897,0.906,0.9,0.884,0.871,0.871,0.892,0.9,0.878
0.884,0.896,0.906,0.899,0.883,0.87,0.87,0.891,0.899,0.878
0.883,0.895,0.906,0.898,0.882,0.869,0.865,0.89,0.898,0.878
0.882,0.894,0.906,0.898,0.881,0.868,0.865,0.889,0.898,0.878
0.879,0.894,0.905,0.897,0.878,0.867,0.86,0.888,0.897,0.878
0.878,0.893,0.904,0.896,0.877,0.864,0.854,0.887,0.896,0.878
0.877,0.892,0.903,0.896,0.876,0.863,0.853,0.886,0.896,0.878
0.873,0.891,0.903,0.895,0.874,0.862,0.845,0.885,0.895,0.878
0.865,0.89,0.902,0.894,0.873,0.86,0.845,0.884,0.894,0.878
0.864,0.887,0.902,0.894,0.872,0.858,0.833,0.883,0.894,0.878
0.863,0.886,0.902,0.892,0.871,0.857,0.832,0.882,0.892,0.878
0.862,0.885,0.902,0.891,0.87,0.856,0.825,0.881,0.891,0.878
0.861,0.884,0.901,0.889,0.869,0.854,0.825,0.88,0.889,0.878
0.86,0.883,0.899,0.888,0.868,0.853,0.825,0.879,0.888,0.878
0.859,0.883,0.899,0.886,0.864,0.85,0.825,0.878,0.886,0.878
0.853,0.882,0.899,0.885,0.864,0.849,0.825,0.876,0.885,0.878
0.829,0.881,0.899,0.884,0.863,0.848,0.825,0.875,0.884,0.878
0.828,0.88,0.899,0.883,0.861,0.847,0.822,0.874,0.883,0.878
0.825,0.879,0.899,0.882,0.861,0.845,0.821,0.873,0.882,0.878
0.825,0.878,0.899,0.881,0.859,0.844,0.794,0.872,0.881,0.878
0.823,0.877,0.899,0.88,0.859,0.842,0.793,0.871,0.88,0.878
0.82,0.876,0.899,0.879,0.858,0.841,0.788,0.87,0.879,0.878
0.818,0.875,0.899,0.878,0.857,0.839,0.786,0.869,0.878,0.878
0.814,0.874,0.899,0.877,0.855,0.838,0.784,0.868,0.877,0.878
0.811,0.873,0.899,0.876,0.855,0.837,0.784,0.867,0.876,0.878
0.811,0.872,0.899,0.872,0.854,0.836,0.783,0.861,0.872,0.878
0.807,0.871,0.899,0.87,0.852,0.835,0.783,0.86,0.87,0.878
0.806,0.871,0.898,0.867,0.851,0.834,0.78,0.859,0.867,0.878
0.805,0.87,0.897,0.866,0.851,0.833,0.776,0.857,0.866,0.875
0.804,0.869,0.897,0.865,0.85,0.832,0.773,0.856,0.865,0.875
0.8,0.868,0.897,0.864,0.849,0.831,0.773,0.854,0.864,0.875
0.799,0.867,0.897,0.863,0.848,0.83,0.773,0.847,0.863,0.875
0.796,0.866,0.897,0.861,0.846,0.829,0.769,0.843,0.861,0.866
0.795,0.865,0.896,0.859,0.845,0.828,0.766,0.842,0.859,0.866
0.794,0.865,0.895,0.858,0.844,0.826,0.766,0.841,0.858,0.866
0.787,0.864,0.895,0.857,0.842,0.825,0.764,0.839,0.857,0.866
0.785,0.863,0.894,0.856,0.841,0.825,0.761,0.837,0.856,0.866
0.784,0.862,0.894,0.855,0.84,0.824,0.761,0.836,0.855,0.865
0.781,0.861,0.893,0.853,0.839,0.823,0.759,0.835,0.853,0.864
0.773,0.857,0.893,0.852,0.838,0.822,0.757,0.834,0.852,0.864
0.76,0.856,0.893,0.851,0.837,0.821,0.751,0.833,0.851,0.864
0.749,0.855,0.892,0.85,0.834,0.82,0.751,0.832,0.85,0.863
0.748,0.854,0.892,0.849,0.833,0.819,0.745,0.831,0.849,0.859
0.744,0.853,0.892,0.847,0.832,0.818,0.745,0.83,0.847,0.859
0.741,0.852,0.891,0.846,0.83,0.817,0.745,0.83,0.846,0.857
0.741,0.851,0.89,0.845,0.828,0.814,0.745,0.829,0.845,0.857
0.74,0.85,0.89,0.844,0.827,0.81,0.745,0.828,0.844,0.857
0.739,0.849,0.89,0.843,0.826,0.809,0.745,0.827,0.843,0.853
0.737,0.849,0.89,0.842,0.825,0.809,0.743,0.826,0.842,0.853
0.736,0.847,0.889,0.84,0.821,0.808,0.743,0.824,0.84,0.853
0.735,0.847,0.889,0.839,0.817,0.804,0.735,0.822,0.839,0.853
0.722,0.846,0.888,0.838,0.816,0.8,0.721,0.821,0.838,0.853
0.72,0.844,0.887,0.835,0.813,0.799,0.721,0.82,0.835,0.852
0.716,0.84,0.885,0.834,0.812,0.798,0.721,0.819,0.834,0.85
0.695,0.839,0.885,0.833,0.811,0.797,0.718,0.818,0.833,0.848
0.686,0.838,0.885,0.832,0.809,0.796,0.718,0.817,0.832,0.848
0.686,0.837,0.885,0.831,0.807,0.796,0.718,0.814,0.831,0.848
0.685,0.835,0.885,0.83,0.804,0.795,0.717,0.811,0.83,0.848
0.685,0.834,0.885,0.829,0.803,0.794,0.712,0.808,0.829,0.847
0.676,0.834,0.885,0.828,0.802,0.792,0.709,0.807,0.828,0.845
0.674,0.833,0.884,0.827,0.798,0.789,0.709,0.806,0.827,0.844
0.673,0.832,0.883,0.826,0.797,0.788,0.705,0.803,0.826,0.844
0.665,0.826,0.882,0.825,0.796,0.787,0.702,0.801,0.825,0.843
0.665,0.825,0.882,0.824,0.795,0.786,0.702,0.796,0.824,0.84
0.665,0.824,0.882,0.824,0.795,0.783,0.698,0.795,0.824,0.838
0.663,0.821,0.881,0.822,0.789,0.783,0.698,0.794,0.822,0.838
0.662,0.82,0.88,0.822,0.787,0.773,0.697,0.793,0.822,0.837
0.661,0.819,0.88,0.821,0.786,0.773,0.692,0.792,0.821,0.837
0.66,0.818,0.88,0.82,0.782,0.771,0.692,0.79,0.82,0.837
0.65,0.815,0.88,0.817,0.781,0.767,0.688,0.789,0.817,0.834
0.65,0.814,0.879,0.814,0.779,0.766,0.684,0.788,0.814,0.833
0.65,0.813,0.877,0.813,0.778,0.76,0.682,0.787,0.813,0.832
0.648,0.812,0.877,0.812,0.777,0.758,0.676,0.786,0.812,0.823
0.647,0.811,0.876,0.811,0.776,0.755,0.676,0.784,0.811,0.822
0.647,0.81,0.875,0.81,0.771,0.754,0.676,0.783,0.81,0.822
0.614,0.809,0.874,0.81,0.77,0.753,0.676,0.782,0.81,0.819
0.613,0.808,0.874,0.808,0.768,0.752,0.668,0.781,0.808,0.818
0.608,0.807,0.873,0.806,0.765,0.751,0.668,0.779,0.806,0.818
0.604,0.806,0.872,0.802,0.764,0.749,0.661,0.778,0.802,0.817
0.603,0.805,0.871,0.798,0.763,0.748,0.661,0.774,0.798,0.813
0.602,0.805,0.87,0.798,0.758,0.746,0.654,0.773,0.798,0.813
0.601,0.804,0.87,0.797,0.756,0.745,0.648,0.769,0.797,0.81
0.591,0.803,0.87,0.792,0.752,0.744,0.648,0.768,0.792,0.81
0.584,0.802,0.869,0.79,0.75,0.743,0.648,0.767,0.79,0.81
