_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69
0.687,0.689,0.69,0.69,0.69,0.679,0.689,0.69,0.69,0.69
0.685,0.689,0.69,0.69,0.69,0.678,0.688,0.69,0.69,0.69
0.683,0.688,0.688,0.688,0.69,0.678,0.687,0.69,0.688,0.69
0.682,0.68,0.688,0.688,0.69,0.677,0.682,0.69,0.688,0.69
0.68,0.679,0.688,0.688,0.688,0.672,0.68,0.69,0.688,0.69
0.679,0.679,0.688,0.688,0.688,0.671,0.679,0.69,0.688,0.69
0.675,0.676,0.688,0.688,0.688,0.67,0.678,0.69,0.688,0.69
0.674,0.675,0.688,0.687,0.688,0.669,0.67,0.69,0.687,0.69
0.673,0.675,0.687,0.687,0.688,0.668,0.667,0.69,0.687,0.69
0.672,0.673,0.687,0.687,0.688,0.668,0.666,0.69,0.687,0.69
0.669,0.671,0.687,0.687,0.688,0.665,0.66,0.689,0.687,0.69
0.668,0.671,0.687,0.687,0.687,0.664,0.656,0.688,0.687,0.69
0.665,0.666,0.687,0.687,0.684,0.663,0.649,0.688,0.687,0.69
0.652,0.666,0.687,0.687,0.678,0.659,0.649,0.687,0.687,0.69
0.651,0.665,0.687,0.687,0.677,0.658,0.635,0.687,0.687,0.69
0.645,0.664,0.687,0.686,0.676,0.657,0.635,0.687,0.686,0.69
0.643,0.664,0.687,0.686,0.675,0.656,0.635,0.687,0.686,0.69
0.641,0.662,0.687,0.686,0.673,0.655,0.634,0.687,0.686,0.69
0.64,0.662,0.687,0.686,0.672,0.654,0.633,0.686,0.686,0.69
0.629,0.662,0.687,0.686,0.671,0.651,0.633,0.685,0.686,0.69
0.628,0.661,0.687,0.686,0.669,0.65,0.63,0.684,0.686,0.69
0.617,0.66,0.687,0.681,0.667,0.649,0.625,0.683,0.681,0.69
0.612,0.66,0.687,0.681,0.666,0.648,0.625,0.681,0.681,0.69
0.611,0.66,0.686,0.681,0.663,0.647,0.622,0.681,0.681,0.69
0.61,0.658,0.686,0.681,0.66,0.646,0.621,0.679,0.681,0.69
0.609,0.657,0.686,0.68,0.656,0.646,0.62,0.678,0.68,0.69
0.607,0.656,0.686,0.679,0.653,0.644,0.619,0.675,0.679,0.69
0.606,0.655,0.686,0.678,0.652,0.639,0.611,0.673,0.678,0.69
0.605,0.655,0.686,0.677,0.649,0.638,0.611,0.671,0.677,0.69
0.604,0.652,0.686,0.676,0.648,0.637,0.61,0.67,0.676,0.69
0.6,0.651,0.686,0.673,0.648,0.636,0.598,0.669,0.673,0.69
0.599,0.65,0.681,0.673,0.645,0.634,0.594,0.668,0.673,0.69
0.595,0.649,0.681,0.673,0.643,0.633,0.593,0.667,0.673,0.69
0.594,0.649,0.681,0.673,0.642,0.632,0.58,0.666,0.673,0.69
0.593,0.648,0.681,0.67,0.641,0.631,0.58,0.665,0.67,0.69
0.552,0.648,0.681,0.67,0.641,0.63,0.58,0.662,0.67,0.69
0.551,0.647,0.681,0.67,0.64,0.63,0.573,0.654,0.67,0.69
0.546,0.647,0.68,0.669,0.636,0.629,0.571,0.653,0.669,0.69
0.473,0.643,0.68,0.669,0.634,0.628,0.567,0.652,0.669,0.69
0.471,0.642,0.68,0.669,0.632,0.627,0.563,0.652,0.669,0.69
0.471,0.641,0.679,0.669,0.631,0.626,0.561,0.639,0.669,0.69
0.47,0.639,0.679,0.668,0.63,0.625,0.556,0.638,0.668,0.69
0.465,0.638,0.678,0.668,0.629,0.624,0.556,0.637,0.668,0.69
0.465,0.638,0.678,0.667,0.628,0.623,0.55,0.635,0.667,0.69
0.464,0.637,0.677,0.666,0.625,0.621,0.549,0.632,0.666,0.69
0.457,0.634,0.677,0.666,0.624,0.62,0.521,0.63,0.666,0.69
0.449,0.634,0.677,0.666,0.621,0.619,0.521,0.629,0.666,0.69
0.436,0.632,0.677,0.664,0.62,0.618,0.521,0.627,0.664,0.69
0.432,0.632,0.677,0.663,0.619,0.617,0.521,0.623,0.663,0.69
0.428,0.632,0.677,0.663,0.617,0.615,0.517,0.621,0.663,0.68
0.426,0.63,0.676,0.662,0.614,0.609,0.517,0.609,0.662,0.68
0.425,0.629,0.676,0.661,0.612,0.609,0.517,0.603,0.661,0.68
0.425,0.628,0.676,0.661,0.611,0.609,0.495,0.602,0.661,0.68
0.404,0.628,0.676,0.659,0.606,0.608,0.495,0.601,0.659,0.68
0.402,0.626,0.673,0.656,0.606,0.608,0.495,0.59,0.656,0.68
0.401,0.626,0.67,0.654,0.598,0.607,0.495,0.588,0.654,0.68
0.401,0.624,0.67,0.653,0.597,0.607,0.495,0.587,0.653,0.68
0.4,0.623,0.67,0.651,0.597,0.606,0.495,0.586,0.651,0.68
0.4,0.623,0.67,0.65,0.597,0.605,0.495,0.574,0.65,0.68
0.379,0.623,0.669,0.65,0.596,0.604,0.495,0.573,0.65,0.68
0.372,0.621,0.669,0.65,0.591,0.599,0.495,0.572,0.65,0.675
0.367,0.621,0.669,0.648,0.591,0.598,0.495,0.571,0.648,0.675
0.367,0.62,0.669,0.647,0.587,0.598,0.495,0.57,0.647,0.675
0.26,0.617,0.669,0.645,0.587,0.596,0.495,0.569,0.645,0.675
0.245,0.617,0.668,0.638,0.587,0.595,0.495,0.568,0.638,0.675
