_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663,0.663
0.661,0.663,0.661,0.661,0.66,0.659,0.661,0.663,0.661,0.663
0.66,0.663,0.661,0.661,0.654,0.659,0.66,0.663,0.661,0.663
0.659,0.662,0.66,0.66,0.652,0.657,0.659,0.663,0.66,0.663
0.658,0.661,0.66,0.66,0.649,0.657,0.658,0.663,0.66,0.663
0.657,0.66,0.66,0.66,0.648,0.656,0.657,0.663,0.66,0.662
0.656,0.66,0.66,0.66,0.646,0.655,0.656,0.663,0.66,0.662
0.655,0.658,0.66,0.66,0.645,0.654,0.654,0.663,0.66,0.662
0.654,0.657,0.66,0.66,0.644,0.654,0.651,0.663,0.66,0.659
0.65,0.656,0.66,0.66,0.643,0.653,0.65,0.663,0.66,0.659
0.644,0.656,0.66,0.66,0.642,0.652,0.649,0.663,0.66,0.659
0.643,0.655,0.66,0.66,0.641,0.651,0.645,0.663,0.66,0.658
0.641,0.654,0.66,0.66,0.64,0.65,0.644,0.663,0.66,0.654
0.64,0.653,0.66,0.66,0.639,0.65,0.642,0.662,0.66,0.654
0.637,0.652,0.66,0.66,0.638,0.649,0.64,0.66,0.66,0.654
0.631,0.651,0.66,0.66,0.637,0.648,0.637,0.66,0.66,0.654
0.63,0.651,0.66,0.66,0.636,0.646,0.635,0.66,0.66,0.654
0.63,0.65,0.66,0.66,0.635,0.645,0.632,0.659,0.66,0.645
0.629,0.65,0.66,0.66,0.632,0.644,0.629,0.658,0.66,0.645
0.627,0.65,0.66,0.659,0.631,0.643,0.629,0.657,0.659,0.645
0.626,0.65,0.66,0.659,0.63,0.642,0.628,0.653,0.659,0.645
0.625,0.65,0.66,0.659,0.628,0.641,0.599,0.651,0.659,0.645
0.624,0.648,0.66,0.659,0.626,0.641,0.599,0.651,0.659,0.645
0.623,0.647,0.66,0.659,0.625,0.641,0.595,0.651,0.659,0.645
0.622,0.647,0.66,0.659,0.623,0.641,0.594,0.651,0.659,0.645
0.622,0.646,0.659,0.659,0.622,0.64,0.592,0.651,0.659,0.645
0.621,0.645,0.659,0.659,0.62,0.639,0.591,0.65,0.659,0.645
0.617,0.644,0.659,0.659,0.615,0.638,0.59,0.65,0.659,0.645
0.615,0.643,0.659,0.659,0.614,0.634,0.587,0.65,0.659,0.645
0.613,0.642,0.659,0.659,0.613,0.634,0.586,0.645,0.659,0.645
0.612,0.641,0.659,0.659,0.612,0.633,0.582,0.644,0.659,0.645
0.607,0.64,0.659,0.658,0.611,0.632,0.571,0.643,0.658,0.645
0.603,0.638,0.659,0.658,0.61,0.631,0.571,0.643,0.658,0.645
0.602,0.632,0.659,0.658,0.607,0.63,0.568,0.643,0.658,0.645
0.601,0.63,0.659,0.658,0.606,0.63,0.565,0.642,0.658,0.645
0.599,0.629,0.659,0.658,0.605,0.626,0.565,0.641,0.658,0.645
0.597,0.628,0.659,0.658,0.604,0.626,0.564,0.64,0.658,0.645
0.596,0.627,0.659,0.657,0.603,0.626,0.562,0.638,0.657,0.645
0.593,0.626,0.659,0.657,0.599,0.625,0.56,0.637,0.657,0.645
0.589,0.625,0.659,0.656,0.596,0.619,0.56,0.636,0.656,0.645
0.585,0.624,0.659,0.654,0.595,0.619,0.558,0.635,0.654,0.645
0.585,0.622,0.659,0.653,0.592,0.619,0.556,0.634,0.653,0.645
0.584,0.622,0.659,0.652,0.591,0.618,0.556,0.633,0.652,0.645
0.568,0.621,0.658,0.65,0.586,0.617,0.552,0.631,0.65,0.645
0.567,0.62,0.658,0.649,0.584,0.617,0.552,0.629,0.649,0.645
0.562,0.617,0.657,0.647,0.582,0.616,0.543,0.628,0.647,0.645
0.56,0.617,0.657,0.638,0.573,0.615,0.522,0.628,0.638,0.645
0.559,0.617,0.657,0.638,0.571,0.615,0.522,0.627,0.638,0.645
0.558,0.615,0.656,0.637,0.569,0.614,0.522,0.625,0.637,0.645
0.557,0.614,0.654,0.637,0.568,0.614,0.522,0.622,0.637,0.645
0.557,0.614,0.654,0.636,0.565,0.613,0.522,0.621,0.636,0.645
0.542,0.613,0.654,0.636,0.556,0.612,0.519,0.62,0.636,0.645
0.502,0.612,0.654,0.635,0.555,0.612,0.519,0.618,0.635,0.645
0.502,0.611,0.653,0.635,0.553,0.611,0.513,0.611,0.635,0.645
0.499,0.61,0.651,0.634,0.55,0.611,0.51,0.61,0.634,0.645
0.491,0.61,0.65,0.633,0.549,0.611,0.51,0.609,0.633,0.645
0.489,0.609,0.65,0.632,0.547,0.61,0.508,0.608,0.632,0.645
0.488,0.607,0.65,0.631,0.546,0.61,0.508,0.607,0.631,0.645
0.486,0.606,0.65,0.63,0.545,0.609,0.505,0.605,0.63,0.645
0.482,0.606,0.65,0.63,0.544,0.608,0.503,0.604,0.63,0.645
0.479,0.604,0.649,0.629,0.541,0.606,0.501,0.602,0.629,0.645
0.462,0.604,0.649,0.627,0.54,0.605,0.501,0.601,0.627,0.645
0.455,0.603,0.648,0.625,0.539,0.605,0.498,0.6,0.625,0.645
0.451,0.602,0.646,0.624,0.538,0.605,0.498,0.599,0.624,0.645
0.444,0.6,0.637,0.623,0.536,0.602,0.495,0.597,0.623,0.645
0.442,0.599,0.637,0.622,0.533,0.601,0.495,0.595,0.622,0.645
0.442,0.599,0.637,0.621,0.531,0.6,0.495,0.594,0.621,0.645
0.441,0.598,0.636,0.62,0.528,0.6,0.495,0.594,0.62,0.645
0.441,0.598,0.636,0.619,0.527,0.599,0.493,0.594,0.619,0.645
0.439,0.597,0.634,0.618,0.527,0.598,0.489,0.592,0.618,0.645
0.439,0.592,0.634,0.616,0.526,0.596,0.489,0.59,0.616,0.645
0.433,0.592,0.633,0.614,0.522,0.596,0.487,0.589,0.614,0.645
0.429,0.592,0.633,0.614,0.519,0.596,0.487,0.587,0.614,0.645
0.417,0.591,0.633,0.614,0.518,0.595,0.485,0.584,0.614,0.645
0.406,0.591,0.633,0.612,0.514,0.589,0.46,0.582,0.612,0.645
0.401,0.59,0.632,0.611,0.513,0.586,0.46,0.58,0.611,0.645
0.396,0.59,0.631,0.61,0.512,0.585,0.458,0.579,0.61,0.645
0.395,0.588,0.631,0.609,0.506,0.584,0.432,0.574,0.609,0.644
0.393,0.587,0.631,0.608,0.503,0.583,0.432,0.573,0.608,0.629
0.383,0.587,0.631,0.607,0.501,0.582,0.432,0.572,0.607,0.629
0.377,0.587,0.63,0.606,0.492,0.582,0.432,0.571,0.606,0.629
0.377,0.586,0.63,0.604,0.49,0.582,0.432,0.57,0.604,0.629
0.377,0.585,0.63,0.603,0.487,0.582,0.432,0.569,0.603,0.629
0.377,0.584,0.629,0.602,0.478,0.582,0.43,0.568,0.602,0.629
0.371,0.583,0.629,0.601,0.477,0.581,0.428,0.567,0.601,0.629
0.368,0.582,0.628,0.6,0.476,0.581,0.424,0.566,0.6,0.629
0.367,0.582,0.627,0.596,0.473,0.581,0.419,0.558,0.596,0.629
0.357,0.581,0.627,0.594,0.47,0.58,0.419,0.557,0.594,0.629
0.356,0.58,0.626,0.594,0.467,0.575,0.418,0.557,0.594,0.629
0.356,0.58,0.626,0.593,0.466,0.573,0.41,0.557,0.593,0.629
0.355,0.578,0.625,0.593,0.465,0.573,0.41,0.556,0.593,0.629
