_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851,0.851
0.849,0.851,0.85,0.85,0.85,0.85,0.85,0.851,0.85,0.851
0.848,0.85,0.85,0.85,0.849,0.85,0.849,0.851,0.85,0.851
0.846,0.849,0.85,0.85,0.847,0.849,0.847,0.851,0.85,0.851
0.845,0.848,0.849,0.849,0.846,0.849,0.846,0.851,0.849,0.851
0.843,0.847,0.848,0.848,0.845,0.848,0.845,0.85,0.848,0.851
0.842,0.846,0.847,0.847,0.844,0.848,0.844,0.849,0.847,0.851
0.841,0.845,0.847,0.846,0.843,0.847,0.843,0.848,0.846,0.851
0.839,0.844,0.847,0.846,0.841,0.846,0.842,0.847,0.846,0.851
0.838,0.843,0.847,0.845,0.839,0.845,0.841,0.846,0.845,0.851
0.833,0.843,0.846,0.845,0.838,0.844,0.84,0.846,0.845,0.851
0.832,0.841,0.846,0.845,0.833,0.838,0.839,0.845,0.845,0.851
0.831,0.841,0.846,0.844,0.831,0.837,0.838,0.843,0.844,0.851
0.83,0.84,0.845,0.843,0.83,0.83,0.836,0.842,0.843,0.85
0.829,0.839,0.844,0.843,0.829,0.83,0.835,0.841,0.843,0.846
0.828,0.838,0.843,0.843,0.828,0.829,0.832,0.84,0.843,0.846
0.827,0.837,0.842,0.842,0.825,0.827,0.83,0.839,0.842,0.846
0.825,0.837,0.842,0.842,0.824,0.827,0.829,0.838,0.842,0.846
0.824,0.836,0.842,0.842,0.823,0.825,0.827,0.837,0.842,0.846
0.821,0.835,0.842,0.842,0.822,0.823,0.822,0.836,0.842,0.846
0.818,0.834,0.842,0.842,0.821,0.818,0.822,0.835,0.842,0.846
0.815,0.834,0.842,0.841,0.82,0.818,0.822,0.834,0.841,0.846
0.814,0.833,0.842,0.841,0.816,0.817,0.821,0.833,0.841,0.845
0.81,0.832,0.842,0.84,0.815,0.816,0.821,0.831,0.84,0.842
0.809,0.831,0.842,0.839,0.814,0.809,0.821,0.83,0.839,0.841
0.808,0.83,0.842,0.839,0.813,0.808,0.817,0.828,0.839,0.834
