_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129
0.129,0.129,0.129,0.129,0.127,0.129,0.123,0.129,0.129,0.129
0.129,0.129,0.129,0.129,0.116,0.129,0.11,0.129,0.129,0.129
0.129,0.129,0.129,0.129,0.116,0.129,0.102,0.129,0.129,0.129
0.129,0.126,0.129,0.129,0.106,0.129,0.102,0.129,0.129,0.129
0.104,0.125,0.129,0.129,0.104,0.129,0.095,0.129,0.129,0.129
0.102,0.125,0.129,0.129,0.079,0.129,0.095,0.129,0.129,0.129
0.097,0.125,0.129,0.129,0.079,0.128,0.095,0.129,0.129,0.129
0.089,0.125,0.129,0.129,0.079,0.127,0.075,0.129,0.129,0.129
0.089,0.125,0.129,0.129,0.075,0.127,0.075,0.129,0.129,0.129
0.089,0.125,0.129,0.129,0.072,0.127,0.048,0.129,0.129,0.129
0.076,0.125,0.129,0.127,0.072,0.124,0.048,0.128,0.127,0.129
0.019,0.125,0.127,0.127,0.072,0.122,0.048,0.128,0.127,0.129
0.019,0.125,0.127,0.126,0.072,0.122,0.048,0.128,0.126,0.129
0.019,0.125,0.127,0.126,0.072,0.12,0.048,0.128,0.126,0.129
0.019,0.125,0.127,0.126,0.043,0.12,0.048,0.128,0.126,0.129
0.019,0.125,0.127,0.126,0.039,0.12,0.03,0.128,0.126,0.129
0.019,0.125,0.126,0.126,0.039,0.12,0.03,0.124,0.126,0.129
0.019,0.125,0.126,0.126,0.03,0.12,0.019,0.124,0.126,0.129
0.019,0.124,0.126,0.126,0.03,0.12,0.019,0.124,0.126,0.129
0.019,0.124,0.126,0.126,0.03,0.12,0.019,0.124,0.126,0.129
0.019,0.124,0.126,0.126,0.03,0.12,0.019,0.124,0.126,0.129
0.019,0.124,0.126,0.126,0.03,0.119,0.019,0.124,0.126,0.129
0.019,0.124,0.126,0.126,0.03,0.119,0.013,0.124,0.126,0.129
0.019,0.124,0.126,0.124,0.03,0.119,0.013,0.124,0.124,0.129
0.019,0.124,0.126,0.124,0.03,0.117,0.013,0.123,0.124,0.129
0.019,0.123,0.126,0.124,0.03,0.092,0.013,0.123,0.124,0.129
0.019,0.123,0.126,0.124,0.03,0.092,0.013,0.117,0.124,0.129
0.019,0.123,0.126,0.124,0.03,0.092,0.013,0.117,0.124,0.129
0.019,0.084,0.126,0.124,0.03,0.092,0.013,0.117,0.124,0.129
0.019,0.084,0.126,0.124,0.03,0.092,0.013,0.117,0.124,0.129
0.019,0.084,0.126,0.124,0.03,0.092,0.013,0.117,0.124,0.129
0.019,0.084,0.126,0.111,0.03,0.09,0.013,0.116,0.111,0.129
0.019,0.084,0.126,0.111,0.03,0.08,0.011,0.116,0.111,0.129
0.019,0.084,0.126,0.111,0.03,0.08,0.011,0.116,0.111,0.129
0.019,0.084,0.126,0.11,0.03,0.08,0.011,0.116,0.11,0.129
0.019,0.084,0.126,0.11,0.03,0.08,0.011,0.116,0.11,0.129
