_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752,0.752
0.752,0.751,0.751,0.751,0.752,0.751,0.751,0.752,0.751,0.752
0.751,0.749,0.751,0.751,0.752,0.75,0.745,0.752,0.751,0.752
0.75,0.748,0.751,0.751,0.752,0.748,0.745,0.752,0.751,0.752
0.744,0.747,0.751,0.751,0.752,0.748,0.742,0.752,0.751,0.752
0.743,0.747,0.751,0.751,0.752,0.748,0.741,0.752,0.751,0.752
0.742,0.746,0.751,0.751,0.75,0.747,0.735,0.751,0.751,0.752
0.741,0.744,0.751,0.751,0.749,0.745,0.724,0.748,0.751,0.752
0.74,0.743,0.751,0.751,0.746,0.744,0.724,0.746,0.751,0.752
0.739,0.743,0.751,0.751,0.743,0.743,0.713,0.745,0.751,0.752
0.738,0.743,0.751,0.751,0.74,0.74,0.713,0.744,0.751,0.752
0.724,0.743,0.751,0.751,0.734,0.739,0.713,0.743,0.751,0.752
0.723,0.742,0.751,0.751,0.732,0.737,0.713,0.743,0.751,0.752
0.721,0.742,0.751,0.751,0.731,0.732,0.713,0.737,0.751,0.752
0.72,0.739,0.751,0.751,0.729,0.723,0.709,0.735,0.751,0.752
0.719,0.738,0.751,0.75,0.724,0.722,0.703,0.734,0.75,0.752
0.718,0.736,0.751,0.749,0.723,0.721,0.703,0.733,0.749,0.752
0.715,0.735,0.751,0.749,0.722,0.72,0.697,0.733,0.749,0.752
0.71,0.734,0.751,0.748,0.721,0.718,0.697,0.732,0.748,0.752
0.708,0.733,0.751,0.747,0.72,0.713,0.697,0.732,0.747,0.752
0.706,0.732,0.75,0.747,0.716,0.711,0.681,0.731,0.747,0.752
0.699,0.732,0.75,0.747,0.716,0.71,0.681,0.729,0.747,0.752
0.698,0.731,0.749,0.747,0.715,0.709,0.68,0.728,0.747,0.752
0.695,0.73,0.749,0.747,0.713,0.707,0.674,0.727,0.747,0.752
0.694,0.729,0.748,0.747,0.708,0.707,0.656,0.726,0.747,0.752
0.68,0.728,0.747,0.744,0.706,0.705,0.655,0.725,0.744,0.752
0.674,0.727,0.747,0.743,0.704,0.703,0.655,0.724,0.743,0.752
0.673,0.726,0.747,0.743,0.7,0.702,0.655,0.722,0.743,0.752
0.672,0.726,0.747,0.74,0.698,0.701,0.653,0.72,0.74,0.752
0.671,0.725,0.744,0.74,0.696,0.699,0.653,0.719,0.74,0.752
0.67,0.723,0.743,0.739,0.695,0.696,0.651,0.716,0.739,0.752
0.643,0.719,0.743,0.738,0.694,0.695,0.648,0.715,0.738,0.74
0.628,0.718,0.743,0.738,0.689,0.694,0.641,0.713,0.738,0.74
0.628,0.718,0.743,0.738,0.687,0.693,0.641,0.712,0.738,0.74
0.626,0.717,0.74,0.738,0.682,0.693,0.641,0.711,0.738,0.74
0.624,0.716,0.74,0.737,0.681,0.686,0.641,0.71,0.737,0.74
0.623,0.716,0.74,0.736,0.68,0.686,0.638,0.706,0.736,0.74
0.623,0.714,0.74,0.736,0.679,0.684,0.638,0.705,0.736,0.74
0.615,0.713,0.74,0.735,0.678,0.683,0.637,0.701,0.735,0.74
0.614,0.702,0.74,0.734,0.67,0.679,0.632,0.7,0.734,0.74
0.61,0.7,0.74,0.733,0.669,0.674,0.632,0.699,0.733,0.74
