_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979
0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978,0.978
0.977,0.977,0.977,0.977,0.976,0.977,0.977,0.973,0.977,0.971
0.976,0.976,0.976,0.976,0.975,0.976,0.976,0.972,0.976,0.971
0.975,0.975,0.976,0.976,0.974,0.971,0.974,0.971,0.976,0.971
0.973,0.974,0.976,0.975,0.971,0.97,0.972,0.97,0.975,0.971
0.972,0.973,0.976,0.975,0.97,0.969,0.971,0.969,0.975,0.971
0.971,0.972,0.975,0.975,0.967,0.968,0.97,0.968,0.975,0.971
0.97,0.971,0.975,0.974,0.966,0.967,0.969,0.966,0.974,0.967
0.969,0.97,0.975,0.973,0.964,0.963,0.969,0.964,0.973,0.967
0.968,0.969,0.975,0.972,0.962,0.962,0.966,0.963,0.972,0.967
0.967,0.968,0.975,0.972,0.961,0.948,0.964,0.962,0.972,0.967
0.966,0.967,0.975,0.971,0.958,0.947,0.963,0.961,0.971,0.967
0.965,0.966,0.974,0.97,0.957,0.946,0.957,0.96,0.97,0.967
0.964,0.965,0.973,0.969,0.956,0.945,0.957,0.959,0.969,0.967
0.963,0.964,0.972,0.967,0.955,0.944,0.956,0.958,0.967,0.967
0.962,0.963,0.971,0.966,0.952,0.943,0.954,0.957,0.966,0.967
0.961,0.962,0.971,0.965,0.95,0.942,0.952,0.956,0.965,0.964
0.96,0.961,0.97,0.964,0.949,0.941,0.95,0.955,0.964,0.961
0.959,0.96,0.969,0.963,0.948,0.94,0.949,0.954,0.963,0.961
0.957,0.96,0.968,0.962,0.947,0.939,0.948,0.953,0.962,0.961
0.956,0.959,0.966,0.961,0.946,0.938,0.946,0.952,0.961,0.961
0.955,0.958,0.965,0.959,0.945,0.936,0.945,0.951,0.959,0.961
0.954,0.957,0.965,0.958,0.944,0.935,0.943,0.95,0.958,0.961
0.953,0.955,0.964,0.958,0.943,0.934,0.941,0.949,0.958,0.961
0.951,0.954,0.963,0.957,0.942,0.933,0.94,0.948,0.957,0.961
0.95,0.953,0.961,0.956,0.941,0.928,0.938,0.947,0.956,0.961
0.949,0.952,0.961,0.954,0.94,0.927,0.935,0.946,0.954,0.96
0.948,0.951,0.96,0.95,0.938,0.921,0.932,0.944,0.95,0.956
0.947,0.95,0.96,0.949,0.937,0.92,0.932,0.943,0.949,0.956
0.946,0.949,0.959,0.948,0.935,0.919,0.932,0.942,0.948,0.956
0.943,0.948,0.957,0.947,0.934,0.913,0.931,0.941,0.947,0.956
0.94,0.947,0.955,0.946,0.933,0.912,0.927,0.938,0.946,0.956
0.937,0.946,0.955,0.945,0.928,0.911,0.925,0.937,0.945,0.955
0.936,0.945,0.954,0.944,0.927,0.91,0.923,0.936,0.944,0.954
0.932,0.944,0.954,0.943,0.926,0.909,0.917,0.935,0.943,0.953
0.931,0.943,0.953,0.94,0.924,0.907,0.916,0.933,0.94,0.952
0.93,0.942,0.952,0.939,0.923,0.906,0.915,0.932,0.939,0.951
0.929,0.941,0.951,0.938,0.922,0.905,0.907,0.931,0.938,0.947
0.929,0.94,0.951,0.937,0.921,0.904,0.905,0.93,0.937,0.946
0.928,0.939,0.951,0.936,0.92,0.903,0.905,0.929,0.936,0.944
0.925,0.938,0.95,0.936,0.919,0.902,0.902,0.928,0.936,0.943
0.924,0.937,0.95,0.936,0.918,0.901,0.902,0.927,0.936,0.942
0.922,0.936,0.949,0.935,0.916,0.9,0.898,0.926,0.935,0.942
0.921,0.935,0.948,0.934,0.915,0.899,0.896,0.925,0.934,0.94
0.92,0.934,0.947,0.932,0.914,0.898,0.896,0.924,0.932,0.936
0.919,0.933,0.946,0.928,0.911,0.897,0.896,0.923,0.928,0.934
0.918,0.932,0.945,0.927,0.91,0.896,0.895,0.922,0.927,0.934
0.917,0.931,0.945,0.926,0.909,0.895,0.892,0.92,0.926,0.933
0.912,0.93,0.945,0.924,0.908,0.893,0.889,0.918,0.924,0.932
0.911,0.929,0.944,0.923,0.907,0.892,0.888,0.917,0.923,0.927
0.907,0.928,0.943,0.922,0.902,0.891,0.885,0.916,0.922,0.924
0.906,0.927,0.943,0.921,0.901,0.89,0.883,0.915,0.921,0.924
0.905,0.926,0.941,0.919,0.9,0.889,0.883,0.914,0.919,0.924
0.894,0.925,0.94,0.918,0.899,0.888,0.88,0.911,0.918,0.924
0.893,0.924,0.94,0.917,0.896,0.886,0.879,0.91,0.917,0.92
0.89,0.923,0.939,0.916,0.894,0.885,0.875,0.906,0.916,0.919
0.887,0.922,0.938,0.915,0.892,0.884,0.869,0.905,0.915,0.919
0.886,0.921,0.937,0.914,0.89,0.882,0.867,0.904,0.914,0.919
0.885,0.92,0.936,0.913,0.889,0.881,0.866,0.903,0.913,0.919
0.882,0.919,0.935,0.912,0.888,0.88,0.866,0.901,0.912,0.916
