_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488,0.488
0.439,0.487,0.439,0.439,0.483,0.487,0.439,0.488,0.439,0.488
0.438,0.486,0.439,0.439,0.481,0.487,0.434,0.488,0.439,0.488
0.437,0.484,0.439,0.439,0.48,0.487,0.434,0.488,0.439,0.488
0.43,0.484,0.439,0.439,0.479,0.486,0.43,0.488,0.439,0.488
0.419,0.483,0.439,0.439,0.479,0.486,0.424,0.488,0.439,0.488
0.394,0.482,0.439,0.439,0.478,0.486,0.393,0.488,0.439,0.488
0.249,0.481,0.439,0.439,0.472,0.486,0.386,0.488,0.439,0.488
0.246,0.48,0.439,0.439,0.471,0.485,0.374,0.488,0.439,0.488
0.242,0.479,0.439,0.439,0.454,0.483,0.343,0.488,0.439,0.488
0.242,0.478,0.439,0.438,0.452,0.483,0.343,0.488,0.438,0.488
0.242,0.478,0.439,0.438,0.449,0.48,0.343,0.487,0.438,0.488
0.24,0.475,0.438,0.438,0.446,0.48,0.343,0.485,0.438,0.488
0.117,0.475,0.438,0.438,0.439,0.479,0.343,0.483,0.438,0.488
0.105,0.472,0.438,0.438,0.432,0.479,0.343,0.483,0.438,0.488
0.105,0.472,0.438,0.438,0.432,0.471,0.343,0.483,0.438,0.488
0.089,0.471,0.438,0.438,0.432,0.47,0.318,0.483,0.438,0.488
0.084,0.471,0.438,0.438,0.429,0.469,0.317,0.478,0.438,0.488
0.084,0.471,0.438,0.438,0.428,0.469,0.174,0.477,0.438,0.488
0.084,0.471,0.438,0.438,0.426,0.468,0.174,0.475,0.438,0.488
0.084,0.471,0.438,0.438,0.425,0.467,0.174,0.475,0.438,0.488
0.084,0.47,0.438,0.438,0.423,0.466,0.174,0.472,0.438,0.488
0.077,0.47,0.438,0.438,0.422,0.466,0.174,0.471,0.438,0.488
0.077,0.469,0.438,0.438,0.421,0.461,0.174,0.471,0.438,0.488
0.077,0.467,0.438,0.438,0.418,0.46,0.174,0.468,0.438,0.488
0.073,0.466,0.438,0.438,0.405,0.458,0.174,0.467,0.438,0.488
0.073,0.466,0.438,0.438,0.399,0.458,0.174,0.461,0.438,0.488
0.072,0.466,0.438,0.438,0.396,0.456,0.174,0.459,0.438,0.488
0.072,0.463,0.438,0.437,0.395,0.456,0.174,0.459,0.437,0.488
0.07,0.463,0.438,0.437,0.391,0.456,0.174,0.449,0.437,0.488
0.07,0.46,0.438,0.437,0.39,0.453,0.174,0.448,0.437,0.488
0.07,0.46,0.438,0.437,0.389,0.452,0.161,0.447,0.437,0.466
0.07,0.458,0.438,0.437,0.385,0.447,0.161,0.446,0.437,0.466
0.07,0.458,0.438,0.437,0.381,0.445,0.161,0.445,0.437,0.466
0.07,0.457,0.438,0.437,0.363,0.443,0.161,0.445,0.437,0.466
0.07,0.456,0.438,0.437,0.361,0.443,0.161,0.442,0.437,0.462
0.07,0.456,0.438,0.437,0.359,0.442,0.161,0.44,0.437,0.462
0.06,0.452,0.438,0.437,0.359,0.442,0.161,0.44,0.437,0.462
0.06,0.452,0.438,0.437,0.359,0.442,0.161,0.439,0.437,0.462
0.06,0.45,0.438,0.437,0.359,0.438,0.161,0.438,0.437,0.462
0.05,0.448,0.438,0.437,0.359,0.438,0.161,0.437,0.437,0.462
0.05,0.445,0.438,0.437,0.355,0.431,0.161,0.436,0.437,0.462
0.05,0.444,0.438,0.437,0.354,0.43,0.161,0.435,0.437,0.462
0.05,0.444,0.438,0.437,0.351,0.43,0.161,0.433,0.437,0.462
0.05,0.444,0.438,0.437,0.349,0.429,0.161,0.433,0.437,0.462
0.05,0.442,0.438,0.437,0.345,0.428,0.161,0.432,0.437,0.462
0.05,0.442,0.438,0.436,0.334,0.425,0.161,0.431,0.436,0.462
0.05,0.442,0.438,0.436,0.331,0.425,0.161,0.427,0.436,0.462
0.036,0.442,0.438,0.436,0.319,0.424,0.161,0.412,0.436,0.462
0.034,0.442,0.438,0.436,0.317,0.413,0.156,0.406,0.436,0.462
0.034,0.442,0.438,0.436,0.31,0.413,0.156,0.4,0.436,0.451
0.034,0.442,0.438,0.435,0.306,0.395,0.156,0.399,0.435,0.451
0.034,0.441,0.437,0.435,0.302,0.393,0.156,0.397,0.435,0.451
0.009,0.441,0.437,0.435,0.302,0.379,0.063,0.395,0.435,0.451
0.009,0.441,0.437,0.435,0.302,0.378,0.063,0.394,0.435,0.451
0.009,0.441,0.437,0.435,0.302,0.378,0.063,0.391,0.435,0.451
0.009,0.44,0.437,0.435,0.302,0.378,0.063,0.389,0.435,0.451
0.009,0.439,0.437,0.435,0.301,0.378,0.063,0.386,0.435,0.451
0.009,0.438,0.437,0.435,0.299,0.378,0.063,0.38,0.435,0.451
0.009,0.438,0.437,0.435,0.298,0.378,0.063,0.37,0.435,0.451
0.009,0.438,0.437,0.435,0.292,0.378,0.063,0.37,0.435,0.451
0.009,0.438,0.437,0.435,0.291,0.378,0.063,0.369,0.435,0.451
0.009,0.438,0.437,0.435,0.289,0.378,0.063,0.365,0.435,0.451
0.009,0.438,0.437,0.435,0.288,0.378,0.063,0.364,0.435,0.451
0.009,0.437,0.437,0.435,0.282,0.378,0.063,0.363,0.435,0.451
0.009,0.437,0.437,0.435,0.282,0.377,0.063,0.36,0.435,0.451
0.009,0.431,0.437,0.435,0.281,0.377,0.063,0.359,0.435,0.451
0.009,0.431,0.437,0.435,0.281,0.375,0.063,0.358,0.435,0.451
0.009,0.431,0.437,0.435,0.281,0.37,0.063,0.357,0.435,0.451
0.009,0.431,0.437,0.434,0.281,0.37,0.063,0.345,0.434,0.451
0.009,0.431,0.437,0.433,0.281,0.368,0.063,0.344,0.433,0.451
0.009,0.43,0.437,0.431,0.279,0.368,0.063,0.342,0.431,0.451
0.009,0.427,0.437,0.431,0.279,0.366,0.063,0.341,0.431,0.451
0.009,0.418,0.437,0.431,0.279,0.366,0.063,0.34,0.431,0.451
0.009,0.416,0.437,0.431,0.279,0.366,0.063,0.339,0.431,0.451
0.009,0.416,0.437,0.431,0.279,0.36,0.063,0.336,0.431,0.451
0.009,0.416,0.437,0.431,0.276,0.358,0.063,0.334,0.431,0.451
0.009,0.416,0.437,0.431,0.276,0.358,0.063,0.333,0.431,0.451
0.009,0.415,0.437,0.431,0.274,0.358,0.063,0.332,0.431,0.451
0.009,0.414,0.437,0.431,0.269,0.357,0.063,0.332,0.431,0.451
0.009,0.414,0.437,0.431,0.261,0.356,0.063,0.332,0.431,0.451
0.009,0.413,0.437,0.431,0.242,0.354,0.063,0.33,0.431,0.451
0.009,0.413,0.437,0.431,0.233,0.354,0.063,0.321,0.431,0.451
0.009,0.413,0.436,0.43,0.231,0.354,0.063,0.32,0.43,0.451
0.009,0.413,0.436,0.429,0.23,0.353,0.063,0.32,0.429,0.451
0.009,0.413,0.436,0.429,0.23,0.35,0.063,0.32,0.429,0.451
0.009,0.413,0.436,0.429,0.23,0.346,0.063,0.319,0.429,0.451
0.009,0.412,0.436,0.429,0.229,0.346,0.063,0.319,0.429,0.451
0.009,0.412,0.436,0.429,0.226,0.346,0.042,0.318,0.429,0.451
0.009,0.412,0.436,0.429,0.226,0.346,0.042,0.318,0.429,0.451
0.009,0.412,0.436,0.429,0.107,0.345,0.042,0.316,0.429,0.451
0.009,0.412,0.436,0.429,0.083,0.345,0.042,0.315,0.429,0.451
0.009,0.41,0.436,0.429,0.065,0.345,0.042,0.315,0.429,0.451
0.009,0.408,0.436,0.429,0.065,0.345,0.042,0.315,0.429,0.451
0.009,0.407,0.436,0.429,0.065,0.345,0.042,0.313,0.429,0.451
0.009,0.407,0.436,0.429,0.052,0.343,0.042,0.305,0.429,0.451
0.009,0.407,0.436,0.429,0.052,0.343,0.042,0.302,0.429,0.451
0.009,0.404,0.436,0.428,0.052,0.342,0.042,0.301,0.428,0.451
0.009,0.403,0.436,0.428,0.052,0.334,0.017,0.298,0.428,0.451
0.009,0.402,0.436,0.428,0.052,0.333,0.017,0.298,0.428,0.451
0.009,0.402,0.436,0.427,0.052,0.33,0.017,0.295,0.427,0.451
0.009,0.401,0.436,0.426,0.049,0.33,0.017,0.293,0.426,0.451
0.009,0.4,0.436,0.426,0.047,0.327,0.017,0.289,0.426,0.451
0.009,0.398,0.436,0.426,0.047,0.327,0.017,0.272,0.426,0.451
0.009,0.397,0.436,0.426,0.047,0.326,0.017,0.272,0.426,0.427
0.002,0.397,0.436,0.426,0.047,0.326,0.017,0.262,0.426,0.427
0.002,0.397,0.436,0.426,0.047,0.325,0.017,0.254,0.426,0.427
0.002,0.395,0.435,0.426,0.047,0.325,0.017,0.25,0.426,0.427
0.002,0.394,0.435,0.426,0.047,0.32,0.017,0.25,0.426,0.427
0.002,0.393,0.435,0.426,0.047,0.32,0.017,0.237,0.426,0.427
0.002,0.392,0.435,0.426,0.047,0.32,0.017,0.237,0.426,0.427
0.002,0.392,0.435,0.426,0.047,0.32,0.017,0.235,0.426,0.427
0.002,0.392,0.435,0.424,0.047,0.32,0.017,0.226,0.424,0.427
0.002,0.392,0.435,0.419,0.046,0.318,0.017,0.226,0.419,0.427
0.002,0.392,0.435,0.419,0.044,0.318,0.017,0.226,0.419,0.427
0.002,0.392,0.435,0.419,0.044,0.316,0.017,0.224,0.419,0.427
0.002,0.389,0.435,0.419,0.044,0.316,0.017,0.222,0.419,0.427
0.002,0.389,0.435,0.419,0.032,0.314,0.017,0.215,0.419,0.427
0.002,0.389,0.435,0.419,0.032,0.314,0.017,0.214,0.419,0.427
0.002,0.389,0.435,0.418,0.032,0.313,0.017,0.214,0.418,0.427
0.002,0.387,0.435,0.416,0.032,0.311,0.017,0.214,0.416,0.427
0.002,0.387,0.435,0.415,0.032,0.311,0.017,0.214,0.415,0.427
0.002,0.387,0.435,0.414,0.032,0.311,0.017,0.212,0.414,0.427
0.002,0.387,0.435,0.414,0.032,0.311,0.017,0.212,0.414,0.427
0.002,0.381,0.435,0.414,0.029,0.309,0.017,0.212,0.414,0.427
0.002,0.38,0.435,0.408,0.029,0.309,0.017,0.212,0.408,0.427
0.002,0.379,0.435,0.407,0.022,0.309,0.017,0.212,0.407,0.427
0.002,0.379,0.435,0.406,0.022,0.309,0.017,0.209,0.406,0.427
0.002,0.377,0.435,0.403,0.022,0.309,0.017,0.209,0.403,0.427
0.002,0.374,0.435,0.403,0.022,0.309,0.017,0.209,0.403,0.427
0.002,0.374,0.435,0.402,0.022,0.307,0.017,0.209,0.402,0.427
0.002,0.369,0.435,0.4,0.022,0.307,0.017,0.209,0.4,0.427
0.002,0.369,0.435,0.4,0.022,0.306,0.017,0.209,0.4,0.427
0.002,0.367,0.435,0.4,0.022,0.306,0.017,0.207,0.4,0.427
0.002,0.365,0.435,0.398,0.022,0.306,0.017,0.207,0.398,0.427
0.002,0.365,0.435,0.397,0.022,0.306,0.017,0.207,0.397,0.427
0.002,0.365,0.435,0.395,0.022,0.305,0.017,0.207,0.395,0.427
0.002,0.365,0.435,0.395,0.022,0.305,0.017,0.204,0.395,0.427
0.002,0.365,0.435,0.393,0.022,0.297,0.017,0.204,0.393,0.427
0.002,0.365,0.435,0.392,0.022,0.297,0.017,0.204,0.392,0.427
0.002,0.365,0.435,0.39,0.022,0.297,0.017,0.204,0.392,0.427
0.001,0.365,0.435,0.39,0.022,0.297,0.017,0.204,0.392,0.427
0.001,0.364,0.434,0.39,0.022,0.297,0.017,0.203,0.392,0.427
0.001,0.364,0.434,0.39,0.022,0.295,0.017,0.2,0.39,0.427
0.001,0.363,0.434,0.388,0.022,0.294,0.017,0.2,0.389,0.427
0.001,0.359,0.434,0.387,0.022,0.291,0.017,0.2,0.388,0.427
0.001,0.359,0.434,0.386,0.022,0.291,0.017,0.2,0.364,0.427
0.001,0.353,0.434,0.362,0.022,0.291,0.017,0.2,0.356,0.427
0.001,0.353,0.434,0.354,0.022,0.289,0.017,0.19,0.356,0.427
0.001,0.353,0.434,0.354,0.022,0.289,0.017,0.187,0.354,0.427
0.001,0.353,0.434,0.352,0.022,0.289,0.017,0.187,0.35,0.427
0.001,0.353,0.434,0.348,0.02,0.289,0.017,0.187,0.35,0.427
0.001,0.35,0.434,0.348,0.02,0.287,0.017,0.182,0.349,0.427
0.001,0.343,0.434,0.347,0.02,0.287,0.017,0.181,0.349,0.427
0.001,0.343,0.434,0.347,0.02,0.287,0.017,0.181,0.346,0.427
0.001,0.343,0.434,0.344,0.02,0.287,0.017,0.181,0.345,0.427
0.001,0.343,0.434,0.324,0.02,0.286,0.017,0.181,0.343,0.427
0.001,0.342,0.434,0.323,0.02,0.286,0.017,0.181,0.338,0.427
0.001,0.342,0.434,0.321,0.02,0.285,0.017,0.179,0.332,0.427
0.001,0.34,0.433,0.319,0.02,0.285,0.017,0.179,0.284,0.427
0.001,0.338,0.433,0.308,0.02,0.285,0.017,0.179,0.282,0.427
0.001,0.338,0.433,0.305,0.02,0.281,0.017,0.178,0.28,0.427
0.001,0.338,0.433,0.303,0.02,0.281,0.017,0.178,0.277,0.427
0.001,0.338,0.433,0.3,0.02,0.273,0.017,0.152,0.277,0.427
0.001,0.336,0.433,0.3,0.02,0.273,0.017,0.152,0.276,0.427
0.001,0.336,0.432,0.299,0.02,0.268,0.017,0.152,0.259,0.427
0.001,0.336,0.432,0.289,0.02,0.268,0.017,0.151,0.259,0.427
0.001,0.336,0.432,0.288,0.02,0.262,0.017,0.151,0.253,0.427
0.001,0.336,0.432,0.282,0.02,0.262,0.017,0.151,0.253,0.427
0.001,0.336,0.432,0.282,0.02,0.262,0.004,0.151,0.253,0.427
0.001,0.336,0.432,0.282,0.02,0.259,0.004,0.151,0.252,0.427
0.001,0.335,0.432,0.282,0.02,0.258,0.004,0.151,0.252,0.427
0.001,0.335,0.432,0.281,0.02,0.25,0.004,0.15,0.251,0.427
0.001,0.333,0.432,0.281,0.02,0.25,0.004,0.15,0.251,0.427
0.001,0.333,0.432,0.28,0.02,0.249,0.004,0.15,0.251,0.427
0.001,0.333,0.432,0.28,0.02,0.249,0.004,0.15,0.25,0.427
0.001,0.333,0.432,0.277,0.02,0.247,0.004,0.15,0.25,0.427
0.001,0.333,0.432,0.277,0.02,0.247,0.004,0.149,0.242,0.427
0.001,0.329,0.432,0.273,0.02,0.247,0.004,0.149,0.231,0.427
0.001,0.329,0.432,0.265,0.02,0.246,0.004,0.149,0.231,0.427
0.001,0.328,0.432,0.264,0.02,0.244,0.004,0.149,0.231,0.427
0.001,0.323,0.432,0.264,0.02,0.239,0.004,0.149,0.199,0.427
0.001,0.321,0.432,0.256,0.02,0.239,0.004,0.145,0.199,0.427
0.001,0.319,0.431,0.256,0.02,0.239,0.004,0.145,0.185,0.427
0.001,0.319,0.431,0.256,0.02,0.239,0.004,0.145,0.185,0.427
0.001,0.318,0.431,0.249,0.02,0.239,0.004,0.145,0.185,0.427
0.001,0.315,0.431,0.249,0.02,0.239,0.004,0.145,0.185,0.427
0.001,0.315,0.431,0.249,0.02,0.234,0.004,0.145,0.185,0.427
0.001,0.315,0.431,0.249,0.02,0.23,0.004,0.145,0.185,0.427
0.001,0.315,0.431,0.249,0.02,0.213,0.004,0.145,0.185,0.427
0.001,0.314,0.429,0.243,0.02,0.204,0.004,0.143,0.184,0.427
0.001,0.308,0.429,0.211,0.02,0.203,0.004,0.143,0.173,0.427
0.001,0.308,0.429,0.182,0.02,0.203,0.004,0.143,0.172,0.427
0.001,0.308,0.429,0.182,0.02,0.203,0.004,0.143,0.17,0.427
0.001,0.308,0.429,0.177,0.02,0.203,0.004,0.143,0.154,0.404
0.001,0.308,0.429,0.177,0.02,0.203,0.004,0.143,0.152,0.404
0.001,0.308,0.429,0.177,0.02,0.203,0.004,0.143,0.152,0.404
