_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966
0.965,0.965,0.965,0.965,0.965,0.963,0.964,0.965,0.965,0.963
0.964,0.964,0.964,0.964,0.964,0.962,0.963,0.964,0.964,0.96
0.963,0.963,0.964,0.964,0.961,0.961,0.961,0.963,0.964,0.96
0.962,0.962,0.963,0.963,0.96,0.96,0.961,0.962,0.963,0.96
0.961,0.961,0.962,0.962,0.959,0.959,0.957,0.961,0.962,0.959
0.96,0.959,0.962,0.962,0.957,0.956,0.956,0.959,0.962,0.959
0.959,0.958,0.961,0.961,0.956,0.955,0.955,0.958,0.961,0.959
0.958,0.957,0.961,0.96,0.955,0.954,0.954,0.957,0.96,0.957
0.957,0.956,0.96,0.959,0.953,0.951,0.953,0.956,0.959,0.957
0.956,0.955,0.96,0.959,0.952,0.95,0.95,0.955,0.959,0.957
0.953,0.954,0.96,0.959,0.946,0.948,0.949,0.954,0.959,0.957
0.952,0.953,0.959,0.958,0.945,0.947,0.948,0.953,0.958,0.953
0.951,0.952,0.959,0.957,0.943,0.947,0.947,0.951,0.957,0.953
0.95,0.951,0.959,0.956,0.942,0.944,0.943,0.95,0.956,0.953
0.949,0.95,0.959,0.955,0.941,0.94,0.942,0.949,0.955,0.95
0.948,0.949,0.959,0.955,0.94,0.938,0.94,0.948,0.955,0.949
0.943,0.948,0.959,0.954,0.939,0.933,0.939,0.947,0.954,0.949
0.938,0.947,0.958,0.953,0.938,0.932,0.938,0.946,0.953,0.948
0.938,0.946,0.958,0.952,0.936,0.931,0.936,0.945,0.952,0.943
0.935,0.945,0.958,0.951,0.935,0.93,0.934,0.944,0.951,0.942
0.934,0.943,0.957,0.95,0.934,0.927,0.932,0.943,0.95,0.942
0.933,0.942,0.957,0.949,0.933,0.926,0.93,0.941,0.949,0.941
0.928,0.94,0.956,0.948,0.93,0.925,0.93,0.94,0.948,0.936
0.926,0.939,0.955,0.947,0.926,0.924,0.928,0.939,0.947,0.936
0.925,0.938,0.954,0.947,0.925,0.923,0.925,0.938,0.947,0.935
0.925,0.935,0.954,0.946,0.924,0.922,0.921,0.937,0.946,0.933
0.924,0.934,0.954,0.946,0.923,0.921,0.921,0.934,0.946,0.933
0.921,0.933,0.953,0.945,0.922,0.92,0.919,0.932,0.945,0.931
0.92,0.932,0.953,0.944,0.921,0.919,0.915,0.931,0.944,0.931
0.919,0.931,0.952,0.943,0.918,0.918,0.914,0.93,0.943,0.93
0.918,0.93,0.952,0.942,0.917,0.917,0.91,0.929,0.942,0.93
0.917,0.929,0.952,0.941,0.916,0.916,0.908,0.928,0.941,0.929
0.914,0.928,0.951,0.94,0.915,0.913,0.906,0.927,0.94,0.927
0.913,0.927,0.95,0.939,0.914,0.911,0.905,0.924,0.939,0.923
0.912,0.926,0.95,0.938,0.913,0.909,0.901,0.923,0.938,0.923
0.911,0.924,0.95,0.937,0.912,0.908,0.901,0.922,0.937,0.923
0.91,0.923,0.95,0.936,0.911,0.907,0.901,0.921,0.936,0.921
0.909,0.922,0.95,0.935,0.908,0.906,0.894,0.92,0.935,0.919
0.908,0.921,0.95,0.934,0.907,0.905,0.894,0.919,0.934,0.919
0.905,0.92,0.95,0.933,0.906,0.904,0.894,0.918,0.933,0.917
0.903,0.919,0.949,0.93,0.905,0.903,0.894,0.917,0.93,0.915
0.902,0.917,0.948,0.929,0.903,0.902,0.884,0.916,0.929,0.915
0.901,0.916,0.947,0.928,0.902,0.901,0.88,0.915,0.928,0.914
0.898,0.915,0.947,0.927,0.901,0.898,0.879,0.914,0.927,0.91
0.893,0.914,0.946,0.926,0.9,0.897,0.875,0.913,0.926,0.91
0.892,0.913,0.945,0.925,0.898,0.896,0.875,0.912,0.925,0.905
0.891,0.911,0.945,0.924,0.897,0.895,0.872,0.911,0.924,0.905
0.888,0.91,0.945,0.923,0.896,0.894,0.869,0.91,0.923,0.901
0.887,0.909,0.944,0.922,0.895,0.893,0.867,0.909,0.922,0.901
0.884,0.908,0.944,0.921,0.894,0.892,0.862,0.908,0.921,0.901
0.882,0.906,0.943,0.92,0.893,0.891,0.859,0.907,0.92,0.901
0.881,0.905,0.942,0.918,0.892,0.89,0.858,0.906,0.918,0.901
0.879,0.905,0.941,0.917,0.891,0.889,0.858,0.902,0.917,0.901
0.879,0.904,0.941,0.916,0.89,0.888,0.858,0.901,0.916,0.901
0.878,0.903,0.94,0.915,0.889,0.887,0.858,0.899,0.915,0.901
0.877,0.903,0.94,0.91,0.888,0.886,0.858,0.893,0.91,0.901
0.876,0.903,0.94,0.908,0.887,0.885,0.853,0.892,0.908,0.901
0.875,0.902,0.939,0.907,0.883,0.884,0.853,0.889,0.907,0.901
0.874,0.901,0.938,0.906,0.882,0.883,0.852,0.888,0.906,0.901
0.873,0.9,0.937,0.905,0.88,0.882,0.849,0.887,0.905,0.901
0.869,0.899,0.936,0.904,0.879,0.881,0.846,0.886,0.904,0.901
0.868,0.898,0.935,0.903,0.878,0.88,0.84,0.885,0.903,0.9
0.865,0.897,0.935,0.901,0.868,0.88,0.84,0.883,0.901,0.895
0.864,0.896,0.935,0.901,0.867,0.879,0.837,0.882,0.901,0.895
0.863,0.895,0.934,0.9,0.866,0.878,0.837,0.881,0.9,0.895
0.857,0.894,0.933,0.899,0.865,0.877,0.836,0.88,0.899,0.892
0.855,0.892,0.932,0.898,0.864,0.876,0.835,0.88,0.898,0.892
0.852,0.892,0.931,0.897,0.862,0.872,0.831,0.879,0.897,0.891
0.849,0.891,0.93,0.896,0.861,0.871,0.831,0.878,0.896,0.884
0.846,0.89,0.929,0.895,0.86,0.866,0.831,0.877,0.895,0.877
0.845,0.889,0.928,0.894,0.859,0.865,0.827,0.876,0.894,0.877
0.842,0.888,0.927,0.891,0.855,0.864,0.827,0.875,0.891,0.877
0.84,0.884,0.926,0.89,0.853,0.863,0.821,0.875,0.89,0.872
0.84,0.883,0.925,0.888,0.852,0.862,0.817,0.873,0.888,0.872
0.839,0.882,0.924,0.883,0.851,0.861,0.817,0.871,0.883,0.872
0.838,0.881,0.923,0.88,0.847,0.859,0.817,0.87,0.88,0.872
0.837,0.88,0.922,0.879,0.847,0.858,0.814,0.87,0.879,0.872
0.837,0.879,0.921,0.878,0.846,0.855,0.811,0.865,0.878,0.872
0.837,0.878,0.92,0.877,0.844,0.854,0.811,0.863,0.877,0.872
0.837,0.877,0.919,0.875,0.843,0.853,0.809,0.859,0.875,0.872
0.829,0.876,0.918,0.874,0.842,0.851,0.807,0.858,0.874,0.872
