_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728,0.728
0.726,0.727,0.728,0.728,0.727,0.728,0.727,0.728,0.728,0.728
0.723,0.726,0.728,0.728,0.724,0.726,0.725,0.728,0.728,0.728
0.721,0.726,0.728,0.728,0.716,0.725,0.701,0.728,0.728,0.728
0.72,0.725,0.728,0.728,0.715,0.722,0.7,0.728,0.728,0.728
0.719,0.723,0.728,0.728,0.712,0.721,0.699,0.728,0.728,0.728
0.71,0.722,0.728,0.726,0.71,0.72,0.698,0.727,0.726,0.728
0.709,0.721,0.726,0.726,0.709,0.719,0.697,0.727,0.726,0.728
0.698,0.719,0.726,0.726,0.707,0.718,0.697,0.727,0.726,0.728
0.682,0.718,0.726,0.725,0.706,0.717,0.696,0.726,0.725,0.728
0.68,0.717,0.726,0.725,0.705,0.715,0.69,0.726,0.725,0.728
0.679,0.717,0.725,0.725,0.704,0.714,0.688,0.726,0.725,0.728
0.674,0.716,0.725,0.725,0.703,0.712,0.685,0.726,0.725,0.728
0.673,0.715,0.724,0.724,0.701,0.711,0.681,0.725,0.724,0.728
0.667,0.714,0.724,0.724,0.699,0.711,0.679,0.724,0.724,0.728
0.665,0.714,0.724,0.724,0.696,0.71,0.671,0.723,0.724,0.728
0.664,0.714,0.724,0.724,0.695,0.71,0.671,0.722,0.724,0.728
0.66,0.712,0.724,0.724,0.693,0.709,0.665,0.721,0.724,0.728
0.651,0.71,0.724,0.723,0.69,0.708,0.665,0.72,0.723,0.728
0.65,0.71,0.724,0.722,0.688,0.707,0.659,0.719,0.722,0.728
0.649,0.708,0.723,0.72,0.684,0.706,0.659,0.713,0.72,0.728
0.648,0.706,0.723,0.719,0.682,0.706,0.657,0.711,0.719,0.728
0.647,0.705,0.723,0.718,0.681,0.703,0.654,0.71,0.718,0.728
0.646,0.705,0.723,0.718,0.679,0.701,0.651,0.709,0.718,0.728
0.643,0.704,0.723,0.716,0.676,0.7,0.651,0.708,0.716,0.728
0.641,0.7,0.723,0.715,0.673,0.7,0.645,0.706,0.715,0.728
0.637,0.699,0.723,0.714,0.671,0.698,0.645,0.705,0.714,0.728
0.635,0.698,0.723,0.714,0.67,0.697,0.643,0.704,0.714,0.728
0.634,0.697,0.722,0.714,0.67,0.696,0.642,0.703,0.714,0.728
0.633,0.697,0.721,0.714,0.665,0.696,0.641,0.702,0.714,0.728
0.63,0.696,0.719,0.714,0.662,0.695,0.637,0.7,0.714,0.728
0.628,0.695,0.718,0.714,0.661,0.694,0.634,0.699,0.714,0.728
0.627,0.695,0.718,0.713,0.658,0.694,0.633,0.698,0.713,0.728
0.624,0.693,0.717,0.713,0.657,0.693,0.632,0.696,0.713,0.728
0.624,0.692,0.717,0.712,0.656,0.693,0.626,0.695,0.712,0.727
0.623,0.691,0.717,0.712,0.655,0.689,0.626,0.691,0.712,0.727
0.62,0.69,0.717,0.712,0.654,0.688,0.626,0.691,0.712,0.727
0.618,0.69,0.717,0.712,0.653,0.687,0.622,0.689,0.712,0.727
0.615,0.688,0.716,0.712,0.652,0.687,0.62,0.686,0.712,0.727
0.596,0.687,0.714,0.712,0.651,0.687,0.604,0.685,0.712,0.727
0.592,0.686,0.714,0.712,0.646,0.686,0.581,0.684,0.712,0.727
0.591,0.685,0.714,0.712,0.645,0.686,0.581,0.684,0.712,0.727
0.585,0.684,0.714,0.712,0.641,0.685,0.581,0.682,0.712,0.727
0.584,0.684,0.714,0.711,0.641,0.684,0.58,0.681,0.711,0.727
0.583,0.682,0.714,0.711,0.635,0.681,0.572,0.68,0.711,0.727
0.573,0.679,0.714,0.71,0.634,0.678,0.57,0.679,0.71,0.724
0.566,0.678,0.714,0.709,0.631,0.677,0.568,0.678,0.709,0.724
0.564,0.677,0.714,0.708,0.631,0.677,0.567,0.67,0.708,0.724
0.545,0.676,0.714,0.708,0.629,0.676,0.565,0.668,0.708,0.724
0.536,0.676,0.714,0.708,0.627,0.674,0.563,0.667,0.708,0.724
0.527,0.675,0.714,0.707,0.626,0.674,0.559,0.665,0.707,0.724
0.524,0.675,0.714,0.707,0.622,0.674,0.559,0.664,0.707,0.724
0.516,0.675,0.713,0.707,0.62,0.658,0.559,0.646,0.707,0.724
0.513,0.675,0.713,0.707,0.617,0.658,0.559,0.644,0.707,0.724
0.513,0.675,0.713,0.706,0.616,0.658,0.557,0.643,0.706,0.724
0.506,0.674,0.712,0.705,0.614,0.658,0.542,0.639,0.705,0.724
0.506,0.673,0.712,0.704,0.613,0.657,0.542,0.637,0.704,0.724
0.506,0.672,0.712,0.704,0.613,0.656,0.536,0.637,0.704,0.724
0.506,0.671,0.712,0.703,0.612,0.655,0.534,0.637,0.703,0.724
0.505,0.669,0.712,0.702,0.61,0.653,0.534,0.637,0.702,0.723
0.503,0.668,0.712,0.701,0.604,0.643,0.534,0.637,0.701,0.723
0.501,0.667,0.712,0.701,0.603,0.643,0.534,0.635,0.701,0.722
0.5,0.664,0.712,0.7,0.603,0.643,0.532,0.634,0.7,0.722
0.494,0.664,0.712,0.7,0.602,0.642,0.529,0.634,0.7,0.722
0.494,0.663,0.712,0.696,0.601,0.642,0.526,0.633,0.696,0.721
0.49,0.66,0.712,0.695,0.601,0.64,0.526,0.632,0.695,0.71
0.49,0.66,0.712,0.694,0.6,0.639,0.524,0.631,0.694,0.71
0.489,0.657,0.712,0.694,0.597,0.637,0.517,0.628,0.694,0.71
0.488,0.656,0.712,0.694,0.594,0.635,0.51,0.627,0.694,0.704
0.481,0.655,0.712,0.694,0.592,0.633,0.51,0.626,0.694,0.704
0.469,0.655,0.712,0.692,0.592,0.632,0.509,0.62,0.692,0.704
0.45,0.654,0.711,0.691,0.591,0.631,0.509,0.618,0.691,0.704
0.446,0.653,0.711,0.691,0.59,0.629,0.506,0.615,0.691,0.704
0.446,0.653,0.711,0.69,0.586,0.628,0.503,0.613,0.69,0.704
0.44,0.65,0.711,0.689,0.58,0.619,0.494,0.611,0.689,0.704
0.44,0.649,0.71,0.689,0.578,0.617,0.494,0.608,0.689,0.704
0.44,0.648,0.71,0.688,0.577,0.616,0.491,0.606,0.688,0.704
0.44,0.647,0.71,0.687,0.575,0.616,0.489,0.605,0.687,0.704
0.418,0.646,0.709,0.686,0.574,0.615,0.489,0.605,0.686,0.704
0.418,0.645,0.709,0.686,0.572,0.614,0.489,0.603,0.686,0.704
0.411,0.644,0.708,0.685,0.571,0.614,0.489,0.602,0.685,0.704
0.406,0.644,0.707,0.684,0.566,0.613,0.485,0.602,0.684,0.704
0.395,0.643,0.707,0.682,0.565,0.606,0.485,0.601,0.682,0.704
0.392,0.642,0.706,0.68,0.564,0.604,0.485,0.6,0.68,0.704
0.39,0.642,0.706,0.68,0.554,0.604,0.485,0.599,0.68,0.704
0.39,0.642,0.705,0.678,0.553,0.604,0.483,0.598,0.678,0.704
0.39,0.642,0.705,0.676,0.553,0.596,0.478,0.591,0.676,0.697
0.389,0.641,0.704,0.675,0.552,0.595,0.475,0.582,0.675,0.697
0.389,0.635,0.704,0.674,0.551,0.595,0.473,0.579,0.674,0.697
0.389,0.634,0.704,0.674,0.547,0.595,0.473,0.578,0.674,0.697
0.389,0.631,0.703,0.673,0.546,0.593,0.47,0.575,0.673,0.697
0.387,0.629,0.702,0.672,0.54,0.593,0.462,0.574,0.672,0.697
0.387,0.628,0.702,0.665,0.538,0.593,0.462,0.573,0.665,0.696
0.386,0.627,0.701,0.664,0.538,0.592,0.462,0.572,0.664,0.693
0.383,0.626,0.701,0.663,0.537,0.591,0.45,0.571,0.663,0.687
0.382,0.625,0.701,0.662,0.537,0.583,0.45,0.566,0.662,0.687
0.38,0.619,0.701,0.661,0.536,0.581,0.45,0.565,0.661,0.687
0.366,0.618,0.7,0.66,0.535,0.57,0.439,0.562,0.66,0.677
0.363,0.618,0.7,0.659,0.532,0.57,0.439,0.562,0.659,0.677
0.363,0.618,0.698,0.659,0.531,0.569,0.439,0.562,0.659,0.677
0.361,0.618,0.698,0.658,0.53,0.568,0.432,0.562,0.658,0.677
0.359,0.617,0.698,0.657,0.529,0.567,0.429,0.561,0.657,0.677
0.358,0.617,0.698,0.656,0.528,0.566,0.423,0.56,0.656,0.677
