_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645
0.644,0.644,0.644,0.644,0.643,0.645,0.643,0.645,0.644,0.645
0.643,0.642,0.644,0.644,0.642,0.645,0.642,0.645,0.644,0.645
0.642,0.642,0.644,0.644,0.641,0.644,0.641,0.645,0.644,0.645
0.64,0.639,0.642,0.642,0.638,0.644,0.638,0.645,0.642,0.645
0.638,0.639,0.641,0.641,0.637,0.644,0.635,0.645,0.641,0.645
0.638,0.639,0.641,0.641,0.635,0.643,0.633,0.645,0.641,0.645
0.63,0.638,0.641,0.641,0.633,0.638,0.631,0.645,0.641,0.645
0.629,0.638,0.641,0.641,0.632,0.632,0.63,0.645,0.641,0.645
0.622,0.637,0.641,0.641,0.631,0.632,0.629,0.645,0.641,0.645
0.621,0.636,0.641,0.639,0.622,0.63,0.628,0.645,0.639,0.645
0.619,0.635,0.639,0.639,0.621,0.63,0.626,0.645,0.639,0.645
0.617,0.635,0.639,0.639,0.618,0.629,0.626,0.644,0.639,0.645
0.612,0.633,0.639,0.637,0.617,0.629,0.626,0.644,0.637,0.645
0.611,0.633,0.639,0.637,0.614,0.629,0.624,0.644,0.637,0.645
0.606,0.632,0.639,0.637,0.613,0.629,0.609,0.643,0.637,0.645
0.602,0.63,0.639,0.637,0.604,0.628,0.606,0.642,0.637,0.645
0.599,0.628,0.637,0.635,0.602,0.628,0.604,0.641,0.635,0.645
0.597,0.628,0.637,0.634,0.599,0.627,0.604,0.639,0.634,0.645
0.596,0.626,0.637,0.634,0.596,0.622,0.604,0.639,0.634,0.645
0.594,0.624,0.637,0.633,0.595,0.622,0.604,0.639,0.633,0.645
0.593,0.624,0.637,0.633,0.593,0.621,0.595,0.638,0.633,0.645
0.591,0.623,0.636,0.633,0.593,0.62,0.589,0.636,0.633,0.645
0.588,0.622,0.634,0.633,0.592,0.619,0.582,0.635,0.633,0.645
0.586,0.621,0.633,0.633,0.591,0.618,0.582,0.634,0.633,0.645
0.585,0.62,0.633,0.633,0.588,0.617,0.58,0.633,0.633,0.645
0.585,0.619,0.633,0.633,0.587,0.616,0.58,0.632,0.633,0.645
0.582,0.619,0.633,0.633,0.585,0.615,0.579,0.631,0.633,0.645
0.581,0.619,0.633,0.632,0.584,0.614,0.577,0.63,0.632,0.645
0.58,0.618,0.633,0.631,0.583,0.612,0.57,0.629,0.631,0.644
0.576,0.618,0.633,0.631,0.582,0.611,0.568,0.629,0.631,0.644
0.574,0.617,0.633,0.629,0.581,0.61,0.566,0.628,0.629,0.644
0.569,0.617,0.633,0.628,0.577,0.604,0.565,0.626,0.628,0.644
0.567,0.617,0.633,0.627,0.576,0.604,0.565,0.625,0.627,0.644
0.567,0.617,0.633,0.627,0.575,0.603,0.563,0.624,0.627,0.643
0.565,0.617,0.633,0.627,0.574,0.602,0.56,0.623,0.627,0.643
0.558,0.616,0.632,0.627,0.573,0.601,0.559,0.622,0.627,0.643
0.556,0.615,0.632,0.627,0.57,0.599,0.55,0.621,0.627,0.643
0.554,0.615,0.631,0.627,0.569,0.599,0.55,0.617,0.627,0.643
0.552,0.614,0.631,0.627,0.565,0.597,0.539,0.616,0.627,0.643
0.55,0.614,0.631,0.627,0.564,0.595,0.539,0.615,0.627,0.643
0.548,0.614,0.63,0.627,0.55,0.595,0.537,0.612,0.627,0.643
0.547,0.613,0.63,0.626,0.546,0.595,0.528,0.611,0.626,0.643
0.546,0.612,0.63,0.626,0.544,0.594,0.528,0.61,0.626,0.643
0.545,0.611,0.63,0.624,0.543,0.593,0.521,0.609,0.624,0.643
0.534,0.61,0.628,0.624,0.533,0.593,0.519,0.605,0.624,0.643
0.531,0.609,0.626,0.624,0.531,0.592,0.515,0.604,0.624,0.643
0.516,0.609,0.626,0.622,0.526,0.592,0.515,0.573,0.622,0.643
0.513,0.604,0.626,0.621,0.525,0.59,0.515,0.572,0.621,0.643
0.51,0.6,0.625,0.62,0.52,0.59,0.501,0.571,0.62,0.643
0.506,0.6,0.625,0.619,0.518,0.589,0.501,0.568,0.619,0.641
0.501,0.599,0.625,0.618,0.517,0.589,0.501,0.568,0.618,0.641
0.499,0.598,0.625,0.618,0.516,0.589,0.501,0.567,0.618,0.641
0.496,0.598,0.625,0.616,0.512,0.589,0.501,0.566,0.616,0.641
0.491,0.598,0.625,0.616,0.509,0.588,0.499,0.565,0.616,0.641
0.487,0.597,0.625,0.614,0.509,0.587,0.49,0.563,0.614,0.641
0.486,0.596,0.625,0.613,0.508,0.587,0.488,0.561,0.613,0.641
0.485,0.595,0.624,0.611,0.507,0.587,0.485,0.56,0.611,0.641
