_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741,0.741
0.726,0.74,0.741,0.741,0.739,0.74,0.741,0.741,0.741,0.741
0.725,0.74,0.741,0.741,0.737,0.737,0.739,0.741,0.741,0.741
0.724,0.739,0.741,0.741,0.736,0.736,0.739,0.741,0.741,0.741
0.701,0.734,0.74,0.74,0.736,0.734,0.739,0.741,0.74,0.741
0.694,0.733,0.739,0.739,0.731,0.734,0.724,0.741,0.739,0.741
0.691,0.733,0.739,0.739,0.727,0.733,0.724,0.741,0.739,0.741
0.69,0.732,0.739,0.738,0.726,0.732,0.724,0.741,0.738,0.741
0.688,0.732,0.738,0.738,0.723,0.729,0.724,0.741,0.738,0.741
0.687,0.723,0.738,0.737,0.719,0.729,0.724,0.741,0.737,0.741
0.685,0.72,0.738,0.735,0.711,0.729,0.722,0.74,0.735,0.741
0.684,0.719,0.738,0.735,0.71,0.729,0.7,0.739,0.735,0.741
0.664,0.712,0.736,0.735,0.709,0.729,0.7,0.739,0.735,0.741
0.659,0.709,0.736,0.735,0.708,0.729,0.696,0.738,0.735,0.741
0.659,0.707,0.735,0.735,0.708,0.729,0.696,0.737,0.735,0.741
0.648,0.707,0.734,0.734,0.707,0.728,0.695,0.737,0.734,0.741
0.642,0.706,0.734,0.734,0.704,0.72,0.689,0.736,0.734,0.741
0.638,0.705,0.734,0.734,0.703,0.719,0.689,0.734,0.734,0.729
0.638,0.703,0.734,0.732,0.702,0.719,0.687,0.733,0.732,0.729
0.628,0.7,0.734,0.73,0.7,0.717,0.68,0.732,0.73,0.729
0.619,0.7,0.734,0.729,0.697,0.716,0.678,0.731,0.729,0.729
0.618,0.699,0.732,0.729,0.694,0.715,0.678,0.729,0.729,0.729
0.617,0.698,0.73,0.728,0.689,0.714,0.678,0.728,0.728,0.729
0.616,0.697,0.73,0.727,0.688,0.714,0.678,0.726,0.727,0.729
0.614,0.696,0.73,0.725,0.687,0.713,0.676,0.725,0.725,0.729
0.613,0.696,0.729,0.725,0.685,0.713,0.676,0.722,0.725,0.729
0.611,0.696,0.729,0.725,0.683,0.712,0.675,0.72,0.725,0.729
0.611,0.693,0.729,0.725,0.682,0.712,0.675,0.719,0.725,0.727
0.601,0.692,0.728,0.725,0.679,0.711,0.665,0.718,0.725,0.727
0.597,0.681,0.728,0.722,0.676,0.71,0.665,0.714,0.722,0.727
0.592,0.68,0.728,0.721,0.669,0.708,0.665,0.713,0.721,0.727
0.589,0.679,0.728,0.721,0.668,0.705,0.657,0.709,0.721,0.727
0.588,0.678,0.728,0.721,0.667,0.704,0.655,0.709,0.721,0.727
0.587,0.678,0.728,0.721,0.662,0.703,0.646,0.708,0.721,0.727
0.586,0.677,0.727,0.721,0.661,0.702,0.644,0.707,0.721,0.727
0.586,0.677,0.727,0.72,0.658,0.701,0.642,0.706,0.72,0.721
0.586,0.677,0.727,0.712,0.657,0.701,0.637,0.705,0.712,0.721
0.586,0.676,0.727,0.712,0.656,0.7,0.637,0.704,0.712,0.721
0.583,0.675,0.725,0.712,0.654,0.699,0.637,0.704,0.712,0.719
0.581,0.675,0.725,0.712,0.646,0.699,0.637,0.703,0.712,0.719
0.575,0.674,0.725,0.711,0.637,0.696,0.634,0.701,0.711,0.719
0.533,0.67,0.716,0.711,0.635,0.695,0.634,0.701,0.711,0.719
0.533,0.67,0.713,0.711,0.626,0.69,0.63,0.697,0.711,0.719
0.533,0.669,0.713,0.711,0.625,0.689,0.63,0.696,0.711,0.719
0.53,0.668,0.713,0.71,0.622,0.688,0.63,0.687,0.71,0.719
