_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738,0.738
0.726,0.732,0.738,0.738,0.737,0.737,0.737,0.738,0.738,0.738
0.726,0.731,0.738,0.738,0.736,0.736,0.717,0.738,0.738,0.738
0.724,0.731,0.737,0.737,0.732,0.736,0.717,0.738,0.737,0.738
0.723,0.73,0.737,0.736,0.731,0.735,0.711,0.738,0.736,0.738
0.716,0.729,0.736,0.736,0.728,0.734,0.698,0.738,0.736,0.738
0.714,0.729,0.734,0.734,0.727,0.733,0.698,0.737,0.734,0.738
0.713,0.728,0.734,0.732,0.723,0.733,0.698,0.736,0.732,0.738
0.712,0.72,0.732,0.731,0.721,0.732,0.698,0.732,0.731,0.738
0.705,0.719,0.732,0.73,0.718,0.729,0.695,0.731,0.73,0.738
0.7,0.718,0.731,0.73,0.717,0.724,0.69,0.73,0.73,0.738
0.699,0.711,0.73,0.728,0.71,0.724,0.676,0.728,0.728,0.738
0.698,0.71,0.728,0.728,0.686,0.722,0.669,0.727,0.728,0.738
0.695,0.709,0.728,0.728,0.683,0.722,0.669,0.724,0.728,0.736
0.69,0.708,0.728,0.727,0.68,0.72,0.669,0.723,0.727,0.736
0.689,0.707,0.728,0.727,0.678,0.72,0.669,0.72,0.727,0.726
0.688,0.704,0.728,0.725,0.677,0.717,0.666,0.719,0.725,0.726
0.687,0.703,0.728,0.724,0.674,0.716,0.664,0.718,0.724,0.726
0.685,0.702,0.728,0.724,0.673,0.714,0.657,0.717,0.724,0.726
0.685,0.701,0.727,0.724,0.672,0.709,0.657,0.716,0.724,0.726
0.677,0.7,0.727,0.723,0.672,0.708,0.642,0.715,0.723,0.717
0.677,0.699,0.727,0.721,0.672,0.703,0.634,0.714,0.721,0.717
0.676,0.698,0.727,0.72,0.666,0.701,0.621,0.712,0.72,0.717
0.675,0.697,0.727,0.72,0.666,0.7,0.613,0.711,0.72,0.717
0.672,0.696,0.727,0.719,0.653,0.698,0.613,0.705,0.719,0.717
0.669,0.696,0.727,0.719,0.651,0.698,0.608,0.704,0.719,0.717
0.666,0.695,0.727,0.718,0.647,0.697,0.585,0.703,0.718,0.717
0.659,0.694,0.727,0.718,0.647,0.696,0.578,0.699,0.718,0.717
0.658,0.693,0.727,0.718,0.647,0.695,0.578,0.698,0.718,0.717
0.657,0.693,0.726,0.717,0.647,0.69,0.578,0.698,0.717,0.717
0.653,0.691,0.724,0.717,0.647,0.689,0.559,0.697,0.717,0.717
0.645,0.69,0.723,0.716,0.647,0.687,0.559,0.696,0.716,0.717
0.644,0.69,0.723,0.71,0.647,0.685,0.545,0.694,0.71,0.717
