_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788,0.788
0.786,0.787,0.786,0.786,0.787,0.787,0.786,0.788,0.786,0.788
0.785,0.786,0.786,0.786,0.784,0.787,0.785,0.788,0.786,0.788
0.78,0.784,0.785,0.785,0.783,0.787,0.784,0.788,0.785,0.788
0.779,0.784,0.785,0.785,0.779,0.786,0.783,0.788,0.785,0.788
0.778,0.784,0.785,0.785,0.778,0.785,0.782,0.788,0.785,0.788
0.777,0.783,0.785,0.785,0.777,0.784,0.781,0.788,0.785,0.788
0.776,0.782,0.785,0.784,0.776,0.783,0.78,0.787,0.784,0.788
0.775,0.78,0.784,0.784,0.774,0.778,0.779,0.786,0.784,0.788
0.774,0.78,0.784,0.784,0.771,0.777,0.778,0.785,0.784,0.788
0.77,0.779,0.784,0.784,0.77,0.776,0.773,0.784,0.784,0.788
0.769,0.779,0.784,0.784,0.769,0.776,0.773,0.783,0.784,0.788
0.768,0.778,0.784,0.784,0.767,0.776,0.77,0.782,0.784,0.788
0.768,0.777,0.784,0.784,0.764,0.774,0.767,0.782,0.784,0.788
0.767,0.776,0.784,0.783,0.763,0.773,0.765,0.78,0.783,0.788
0.766,0.776,0.784,0.781,0.762,0.773,0.761,0.779,0.781,0.788
0.765,0.775,0.784,0.781,0.761,0.771,0.761,0.777,0.781,0.788
0.762,0.775,0.784,0.781,0.757,0.77,0.76,0.776,0.781,0.788
0.761,0.774,0.782,0.78,0.756,0.769,0.747,0.776,0.78,0.788
0.76,0.773,0.782,0.78,0.755,0.769,0.746,0.775,0.78,0.788
0.759,0.772,0.782,0.78,0.754,0.769,0.742,0.775,0.78,0.788
0.758,0.771,0.782,0.78,0.753,0.768,0.742,0.774,0.78,0.788
0.755,0.771,0.782,0.779,0.752,0.768,0.742,0.773,0.779,0.788
0.75,0.77,0.782,0.778,0.751,0.767,0.731,0.772,0.778,0.788
0.749,0.77,0.781,0.778,0.747,0.766,0.724,0.771,0.778,0.788
0.747,0.768,0.78,0.777,0.746,0.765,0.724,0.77,0.777,0.788
0.745,0.767,0.78,0.776,0.745,0.764,0.724,0.769,0.776,0.788
0.743,0.767,0.78,0.776,0.744,0.763,0.724,0.768,0.776,0.788
0.742,0.761,0.78,0.776,0.743,0.754,0.723,0.767,0.776,0.788
0.741,0.76,0.78,0.775,0.742,0.754,0.722,0.765,0.775,0.788
0.735,0.759,0.779,0.773,0.74,0.754,0.72,0.764,0.773,0.788
0.73,0.758,0.779,0.772,0.739,0.753,0.718,0.762,0.772,0.788
0.728,0.756,0.779,0.771,0.738,0.753,0.717,0.759,0.771,0.788
0.722,0.755,0.778,0.77,0.736,0.752,0.717,0.758,0.77,0.788
0.721,0.754,0.777,0.769,0.735,0.752,0.714,0.755,0.769,0.788
0.72,0.753,0.777,0.769,0.734,0.751,0.713,0.754,0.769,0.788
0.719,0.752,0.777,0.769,0.733,0.737,0.71,0.754,0.769,0.788
0.718,0.75,0.777,0.769,0.731,0.736,0.709,0.753,0.769,0.788
0.716,0.749,0.777,0.768,0.729,0.732,0.708,0.753,0.768,0.788
0.711,0.749,0.777,0.768,0.727,0.731,0.691,0.752,0.768,0.788
0.71,0.747,0.777,0.768,0.724,0.73,0.691,0.751,0.768,0.788
0.708,0.746,0.777,0.766,0.723,0.73,0.691,0.75,0.766,0.788
0.706,0.745,0.776,0.766,0.72,0.729,0.691,0.749,0.766,0.787
0.705,0.744,0.776,0.765,0.719,0.728,0.69,0.748,0.765,0.782
0.703,0.743,0.776,0.764,0.718,0.727,0.676,0.747,0.764,0.782
0.702,0.742,0.776,0.763,0.718,0.725,0.676,0.745,0.763,0.782
0.7,0.741,0.775,0.763,0.717,0.72,0.676,0.744,0.763,0.782
0.692,0.741,0.775,0.761,0.717,0.719,0.676,0.743,0.761,0.782
0.692,0.741,0.775,0.76,0.716,0.718,0.669,0.742,0.76,0.782
0.69,0.741,0.775,0.76,0.715,0.716,0.669,0.74,0.76,0.782
0.687,0.74,0.775,0.759,0.715,0.714,0.667,0.739,0.759,0.782
0.687,0.74,0.774,0.759,0.715,0.714,0.666,0.738,0.759,0.781
0.684,0.739,0.774,0.758,0.714,0.714,0.663,0.737,0.758,0.777
0.683,0.738,0.774,0.757,0.713,0.71,0.657,0.736,0.757,0.777
0.682,0.737,0.774,0.757,0.712,0.709,0.657,0.735,0.757,0.777
0.682,0.736,0.774,0.755,0.711,0.708,0.657,0.734,0.755,0.776
0.677,0.736,0.774,0.754,0.707,0.705,0.654,0.734,0.754,0.776
0.67,0.735,0.774,0.753,0.702,0.705,0.647,0.732,0.753,0.776
0.668,0.735,0.773,0.752,0.7,0.701,0.644,0.731,0.752,0.771
0.667,0.734,0.773,0.751,0.698,0.7,0.644,0.73,0.751,0.771
0.667,0.733,0.773,0.75,0.697,0.7,0.644,0.729,0.75,0.771
0.665,0.733,0.772,0.749,0.695,0.697,0.641,0.728,0.749,0.771
0.665,0.732,0.771,0.748,0.694,0.693,0.632,0.727,0.748,0.77
0.662,0.731,0.769,0.747,0.692,0.692,0.632,0.726,0.747,0.77
0.661,0.731,0.769,0.746,0.691,0.691,0.626,0.724,0.746,0.77
0.646,0.73,0.768,0.745,0.69,0.69,0.62,0.723,0.745,0.77
0.644,0.729,0.768,0.745,0.689,0.69,0.617,0.721,0.745,0.769
0.642,0.729,0.768,0.744,0.687,0.686,0.617,0.72,0.744,0.765
0.641,0.728,0.768,0.744,0.686,0.682,0.617,0.716,0.744,0.765
0.635,0.728,0.767,0.742,0.685,0.681,0.617,0.715,0.742,0.765
0.635,0.728,0.767,0.741,0.684,0.681,0.605,0.71,0.741,0.765
0.631,0.725,0.767,0.74,0.683,0.681,0.605,0.708,0.74,0.765
0.63,0.725,0.765,0.738,0.682,0.68,0.605,0.707,0.738,0.765
0.627,0.724,0.765,0.737,0.679,0.68,0.605,0.707,0.737,0.764
0.627,0.723,0.765,0.736,0.677,0.676,0.603,0.705,0.736,0.764
0.626,0.723,0.764,0.735,0.674,0.675,0.596,0.703,0.735,0.764
0.625,0.722,0.764,0.734,0.672,0.675,0.596,0.702,0.734,0.764
0.624,0.721,0.764,0.733,0.671,0.674,0.59,0.701,0.733,0.764
0.624,0.72,0.764,0.732,0.671,0.672,0.58,0.699,0.732,0.76
0.623,0.719,0.763,0.731,0.671,0.672,0.58,0.698,0.731,0.76
0.621,0.717,0.763,0.731,0.67,0.671,0.578,0.697,0.731,0.76
0.62,0.717,0.763,0.731,0.67,0.67,0.578,0.696,0.731,0.759
0.62,0.716,0.763,0.731,0.669,0.67,0.569,0.695,0.731,0.755
0.608,0.711,0.763,0.73,0.667,0.669,0.569,0.694,0.73,0.746
0.604,0.71,0.762,0.728,0.666,0.668,0.559,0.693,0.728,0.746
0.592,0.709,0.762,0.728,0.66,0.667,0.559,0.692,0.728,0.746
0.591,0.708,0.761,0.727,0.66,0.663,0.559,0.69,0.727,0.746
0.576,0.707,0.761,0.727,0.659,0.663,0.559,0.689,0.727,0.746
0.569,0.707,0.76,0.726,0.658,0.663,0.559,0.687,0.726,0.746
0.569,0.706,0.759,0.725,0.657,0.663,0.558,0.685,0.725,0.746
0.568,0.705,0.758,0.725,0.657,0.663,0.547,0.683,0.725,0.746
0.568,0.704,0.758,0.724,0.657,0.663,0.545,0.682,0.724,0.746
0.562,0.703,0.758,0.722,0.657,0.663,0.543,0.681,0.722,0.746
0.562,0.702,0.758,0.721,0.655,0.662,0.543,0.68,0.721,0.745
0.56,0.696,0.758,0.719,0.654,0.661,0.542,0.679,0.719,0.743
0.559,0.691,0.758,0.718,0.652,0.66,0.527,0.677,0.718,0.743
0.555,0.69,0.758,0.718,0.651,0.659,0.527,0.675,0.718,0.736
0.539,0.689,0.758,0.717,0.651,0.656,0.527,0.674,0.717,0.727
0.538,0.688,0.756,0.716,0.651,0.655,0.523,0.673,0.716,0.727
0.538,0.687,0.754,0.715,0.65,0.654,0.523,0.654,0.715,0.727
0.536,0.686,0.754,0.715,0.65,0.651,0.523,0.653,0.715,0.727
0.536,0.685,0.754,0.715,0.65,0.647,0.523,0.649,0.715,0.727
0.536,0.683,0.754,0.715,0.649,0.647,0.519,0.643,0.715,0.726
0.53,0.679,0.753,0.713,0.648,0.647,0.516,0.642,0.713,0.726
0.525,0.679,0.753,0.711,0.647,0.645,0.504,0.636,0.711,0.726
0.523,0.678,0.753,0.71,0.646,0.639,0.504,0.635,0.71,0.726
0.522,0.677,0.752,0.709,0.645,0.638,0.495,0.633,0.709,0.726
0.508,0.677,0.752,0.703,0.644,0.637,0.495,0.632,0.703,0.72
0.484,0.676,0.752,0.702,0.643,0.637,0.495,0.63,0.702,0.72
0.484,0.676,0.752,0.7,0.643,0.636,0.487,0.63,0.7,0.718
0.475,0.676,0.752,0.699,0.642,0.635,0.487,0.629,0.699,0.716
0.47,0.676,0.752,0.698,0.64,0.635,0.487,0.628,0.698,0.716
0.469,0.675,0.751,0.696,0.639,0.634,0.48,0.627,0.696,0.716
0.469,0.673,0.751,0.694,0.637,0.634,0.48,0.625,0.694,0.716
0.469,0.67,0.751,0.694,0.636,0.633,0.479,0.623,0.694,0.716
0.454,0.665,0.751,0.694,0.636,0.632,0.476,0.617,0.694,0.716
0.454,0.665,0.751,0.693,0.636,0.628,0.47,0.616,0.693,0.716
0.446,0.665,0.751,0.689,0.634,0.628,0.47,0.61,0.689,0.715
0.427,0.664,0.749,0.688,0.633,0.628,0.47,0.608,0.688,0.715
0.422,0.664,0.748,0.687,0.632,0.626,0.47,0.607,0.687,0.715
0.42,0.663,0.747,0.685,0.631,0.621,0.47,0.605,0.685,0.715
0.415,0.663,0.746,0.683,0.63,0.62,0.47,0.603,0.683,0.714
0.413,0.66,0.745,0.682,0.63,0.618,0.47,0.602,0.682,0.709
0.411,0.659,0.745,0.682,0.63,0.617,0.47,0.601,0.682,0.709
0.41,0.658,0.745,0.68,0.629,0.612,0.47,0.596,0.68,0.709
0.377,0.657,0.745,0.679,0.629,0.612,0.47,0.586,0.679,0.709
0.376,0.656,0.743,0.678,0.628,0.611,0.468,0.58,0.678,0.709
0.376,0.655,0.743,0.675,0.627,0.61,0.468,0.579,0.675,0.709
0.375,0.655,0.743,0.673,0.627,0.609,0.468,0.56,0.673,0.709
0.348,0.654,0.743,0.672,0.624,0.608,0.468,0.56,0.672,0.709
0.347,0.651,0.743,0.671,0.624,0.605,0.449,0.558,0.671,0.709
0.347,0.651,0.743,0.67,0.623,0.604,0.449,0.556,0.67,0.709
0.344,0.651,0.743,0.668,0.622,0.601,0.449,0.551,0.668,0.709
0.269,0.651,0.742,0.667,0.62,0.597,0.449,0.55,0.667,0.708
0.159,0.651,0.742,0.665,0.619,0.595,0.446,0.547,0.665,0.705
0.15,0.651,0.742,0.665,0.619,0.584,0.444,0.545,0.665,0.694
0.15,0.65,0.742,0.664,0.619,0.584,0.441,0.542,0.664,0.694
0.148,0.65,0.742,0.662,0.614,0.584,0.44,0.541,0.662,0.694
0.145,0.649,0.742,0.661,0.613,0.583,0.435,0.537,0.661,0.693
0.143,0.648,0.742,0.66,0.613,0.581,0.435,0.534,0.66,0.692
