_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895
0.894,0.894,0.895,0.895,0.894,0.894,0.888,0.895,0.895,0.895
0.893,0.893,0.895,0.895,0.89,0.893,0.883,0.894,0.895,0.895
0.885,0.892,0.894,0.894,0.885,0.892,0.882,0.894,0.894,0.895
0.884,0.891,0.894,0.894,0.885,0.891,0.876,0.894,0.894,0.895
0.881,0.89,0.894,0.894,0.884,0.89,0.875,0.893,0.894,0.895
0.879,0.889,0.894,0.894,0.881,0.889,0.874,0.892,0.894,0.895
0.878,0.888,0.894,0.893,0.878,0.888,0.873,0.891,0.893,0.895
0.877,0.887,0.894,0.892,0.876,0.887,0.861,0.888,0.892,0.894
0.876,0.887,0.893,0.892,0.874,0.886,0.861,0.887,0.892,0.894
0.875,0.886,0.893,0.892,0.873,0.885,0.861,0.886,0.892,0.894
0.874,0.886,0.892,0.891,0.87,0.884,0.855,0.885,0.891,0.894
0.871,0.886,0.892,0.89,0.869,0.883,0.85,0.884,0.89,0.893
0.87,0.885,0.892,0.89,0.867,0.882,0.849,0.883,0.89,0.883
0.869,0.884,0.892,0.89,0.865,0.881,0.844,0.881,0.89,0.883
0.867,0.883,0.892,0.889,0.862,0.88,0.841,0.88,0.889,0.883
0.863,0.881,0.891,0.888,0.86,0.872,0.84,0.879,0.888,0.883
0.862,0.88,0.891,0.886,0.857,0.871,0.822,0.878,0.886,0.883
0.861,0.879,0.891,0.886,0.853,0.87,0.82,0.877,0.886,0.883
0.86,0.878,0.89,0.885,0.851,0.869,0.809,0.876,0.885,0.883
0.859,0.877,0.889,0.885,0.849,0.867,0.805,0.874,0.885,0.883
0.858,0.876,0.889,0.883,0.849,0.866,0.803,0.873,0.883,0.883
0.854,0.875,0.889,0.883,0.848,0.864,0.8,0.872,0.883,0.883
0.852,0.873,0.889,0.882,0.847,0.864,0.8,0.871,0.882,0.882
0.849,0.873,0.888,0.881,0.847,0.863,0.8,0.87,0.881,0.878
0.849,0.872,0.888,0.881,0.846,0.862,0.8,0.869,0.881,0.878
0.848,0.869,0.886,0.88,0.845,0.861,0.792,0.867,0.88,0.877
