_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core,_control
0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.388
0.386,0.388,0.386,0.386,0.387,0.387,0.386,0.388,0.386,0.388
0.384,0.388,0.384,0.384,0.384,0.387,0.384,0.388,0.384,0.388
0.369,0.386,0.384,0.384,0.383,0.387,0.382,0.388,0.384,0.388
0.363,0.386,0.384,0.384,0.382,0.387,0.364,0.388,0.384,0.388
0.357,0.386,0.384,0.384,0.377,0.386,0.364,0.388,0.384,0.388
0.349,0.385,0.384,0.384,0.374,0.385,0.36,0.388,0.384,0.388
0.345,0.385,0.384,0.384,0.37,0.384,0.346,0.388,0.384,0.388
0.337,0.385,0.383,0.383,0.368,0.355,0.336,0.388,0.383,0.388
0.335,0.385,0.382,0.382,0.367,0.355,0.336,0.388,0.382,0.388
0.334,0.385,0.382,0.382,0.366,0.355,0.314,0.388,0.382,0.388
0.289,0.385,0.382,0.382,0.364,0.355,0.278,0.388,0.382,0.388
0.285,0.385,0.382,0.382,0.361,0.354,0.278,0.388,0.382,0.388
0.214,0.384,0.381,0.381,0.359,0.353,0.278,0.387,0.381,0.388
0.212,0.383,0.38,0.38,0.358,0.346,0.278,0.387,0.38,0.388
0.212,0.382,0.38,0.378,0.357,0.345,0.278,0.387,0.378,0.388
0.212,0.381,0.38,0.378,0.356,0.344,0.24,0.387,0.378,0.388
0.212,0.38,0.378,0.378,0.354,0.344,0.24,0.387,0.378,0.388
0.212,0.38,0.378,0.378,0.351,0.343,0.234,0.387,0.378,0.388
0.212,0.379,0.378,0.378,0.351,0.343,0.13,0.387,0.378,0.388
0.188,0.378,0.378,0.377,0.349,0.343,0.13,0.386,0.377,0.388
0.188,0.377,0.377,0.375,0.347,0.338,0.13,0.386,0.375,0.388
0.188,0.376,0.377,0.375,0.346,0.337,0.13,0.384,0.375,0.388
0.188,0.376,0.377,0.374,0.345,0.336,0.13,0.383,0.374,0.388
0.188,0.37,0.375,0.374,0.342,0.336,0.13,0.383,0.374,0.388
0.187,0.369,0.374,0.374,0.338,0.336,0.13,0.382,0.374,0.388
0.178,0.369,0.374,0.372,0.337,0.336,0.13,0.381,0.372,0.388
0.176,0.368,0.374,0.372,0.336,0.332,0.13,0.38,0.372,0.388
0.176,0.368,0.374,0.33,0.335,0.332,0.13,0.379,0.33,0.388
0.176,0.368,0.374,0.33,0.333,0.332,0.13,0.375,0.33,0.388
0.134,0.358,0.372,0.328,0.331,0.332,0.13,0.375,0.328,0.388
0.124,0.358,0.372,0.301,0.33,0.331,0.13,0.375,0.301,0.388
0.121,0.357,0.371,0.301,0.321,0.331,0.13,0.37,0.301,0.388
0.121,0.357,0.371,0.301,0.32,0.33,0.13,0.37,0.301,0.388
0.121,0.357,0.371,0.301,0.319,0.329,0.13,0.369,0.301,0.388
0.118,0.354,0.303,0.3,0.31,0.328,0.13,0.368,0.3,0.388
0.118,0.354,0.301,0.294,0.308,0.324,0.13,0.367,0.294,0.388
0.118,0.35,0.301,0.294,0.308,0.323,0.13,0.366,0.294,0.388
0.114,0.349,0.301,0.293,0.307,0.322,0.13,0.365,0.293,0.388
0.114,0.349,0.301,0.293,0.306,0.321,0.13,0.365,0.293,0.388
0.071,0.348,0.301,0.292,0.305,0.32,0.122,0.365,0.292,0.388
0.071,0.348,0.301,0.292,0.305,0.319,0.096,0.364,0.292,0.388
0.071,0.347,0.3,0.292,0.305,0.318,0.096,0.363,0.292,0.388
0.071,0.347,0.294,0.292,0.305,0.317,0.096,0.362,0.292,0.388
0.071,0.347,0.294,0.29,0.304,0.316,0.096,0.36,0.29,0.388
0.068,0.346,0.294,0.29,0.289,0.315,0.096,0.359,0.29,0.388
0.057,0.346,0.294,0.29,0.287,0.315,0.096,0.359,0.29,0.388
0.046,0.346,0.294,0.289,0.282,0.314,0.096,0.359,0.289,0.388
0.046,0.346,0.293,0.287,0.28,0.313,0.096,0.358,0.287,0.388
0.046,0.346,0.293,0.283,0.278,0.312,0.096,0.356,0.283,0.388
0.046,0.344,0.293,0.283,0.272,0.312,0.096,0.355,0.283,0.388
0.046,0.344,0.293,0.283,0.271,0.311,0.096,0.354,0.283,0.388
0.046,0.344,0.292,0.283,0.271,0.31,0.096,0.351,0.283,0.388
0.046,0.344,0.292,0.283,0.268,0.307,0.096,0.35,0.283,0.388
0.042,0.34,0.292,0.283,0.267,0.307,0.096,0.349,0.283,0.388
0.042,0.34,0.29,0.283,0.267,0.306,0.096,0.348,0.283,0.388
0.042,0.34,0.29,0.283,0.267,0.302,0.096,0.346,0.283,0.388
0.042,0.339,0.288,0.283,0.264,0.301,0.096,0.346,0.283,0.388
0.042,0.338,0.288,0.281,0.263,0.3,0.096,0.346,0.281,0.388
0.042,0.338,0.288,0.28,0.263,0.3,0.096,0.345,0.28,0.388
0.042,0.337,0.288,0.279,0.261,0.293,0.096,0.343,0.279,0.388
0.042,0.336,0.287,0.278,0.26,0.289,0.096,0.342,0.278,0.388
0.042,0.335,0.287,0.277,0.259,0.288,0.096,0.342,0.277,0.388
0.042,0.335,0.283,0.277,0.258,0.287,0.096,0.342,0.277,0.388
0.042,0.335,0.283,0.277,0.258,0.286,0.096,0.342,0.277,0.388
0.042,0.335,0.283,0.244,0.258,0.286,0.087,0.34,0.244,0.388
0.042,0.333,0.283,0.244,0.258,0.282,0.087,0.337,0.244,0.388
0.025,0.333,0.283,0.244,0.089,0.281,0.087,0.334,0.244,0.388
0.025,0.333,0.283,0.244,0.089,0.281,0.087,0.334,0.244,0.388
0.025,0.333,0.283,0.241,0.089,0.281,0.082,0.334,0.241,0.388
0.025,0.333,0.283,0.241,0.089,0.281,0.082,0.334,0.241,0.388
0.005,0.333,0.283,0.241,0.088,0.28,0.082,0.334,0.241,0.388
0.005,0.333,0.283,0.241,0.088,0.279,0.082,0.332,0.241,0.388
0.005,0.333,0.283,0.241,0.088,0.279,0.082,0.331,0.241,0.388
0.005,0.333,0.283,0.241,0.088,0.274,0.082,0.331,0.24,0.388
0.005,0.329,0.283,0.241,0.086,0.273,0.075,0.329,0.24,0.388
0.005,0.329,0.282,0.241,0.086,0.273,0.075,0.328,0.24,0.388
0.005,0.328,0.282,0.241,0.086,0.272,0.075,0.327,0.189,0.388
0.005,0.327,0.28,0.241,0.086,0.272,0.075,0.312,0.189,0.388
0.005,0.326,0.28,0.241,0.086,0.269,0.075,0.305,0.189,0.388
0.005,0.323,0.28,0.24,0.086,0.268,0.075,0.305,0.189,0.388
0.005,0.322,0.28,0.24,0.086,0.268,0.075,0.304,0.188,0.388
0.005,0.322,0.279,0.24,0.086,0.267,0.075,0.298,0.188,0.388
0.005,0.321,0.279,0.24,0.086,0.266,0.075,0.296,0.188,0.388
0.005,0.321,0.278,0.24,0.086,0.266,0.075,0.294,0.188,0.388
0.005,0.32,0.278,0.24,0.086,0.26,0.075,0.292,0.188,0.388
0.005,0.32,0.277,0.189,0.086,0.248,0.066,0.287,0.183,0.388
0.005,0.32,0.277,0.189,0.074,0.248,0.066,0.287,0.183,0.388
0.005,0.32,0.277,0.189,0.074,0.247,0.066,0.287,0.183,0.388
0.005,0.32,0.241,0.189,0.072,0.247,0.035,0.284,0.183,0.388
0.005,0.319,0.241,0.189,0.072,0.246,0.035,0.283,0.137,0.388
0.005,0.319,0.241,0.189,0.072,0.246,0.035,0.282,0.137,0.388
0.005,0.319,0.241,0.189,0.07,0.242,0.035,0.28,0.137,0.388
0.005,0.319,0.241,0.189,0.067,0.241,0.035,0.28,0.132,0.388
0.005,0.319,0.241,0.187,0.067,0.241,0.035,0.235,0.132,0.388
0.005,0.317,0.24,0.187,0.067,0.241,0.035,0.232,0.132,0.388
0.005,0.317,0.24,0.187,0.067,0.236,0.035,0.232,0.132,0.388
0.005,0.314,0.24,0.187,0.065,0.227,0.035,0.231,0.132,0.388
0.005,0.314,0.24,0.183,0.065,0.226,0.035,0.217,0.132,0.388
0.005,0.312,0.24,0.183,0.063,0.226,0.035,0.217,0.131,0.388
0.005,0.307,0.24,0.18,0.063,0.226,0.035,0.217,0.125,0.388
0.005,0.307,0.24,0.134,0.063,0.226,0.035,0.208,0.09,0.388
0.005,0.307,0.24,0.134,0.063,0.226,0.035,0.208,0.09,0.388
0.005,0.307,0.24,0.134,0.063,0.225,0.035,0.208,0.085,0.388
0.005,0.307,0.24,0.129,0.063,0.225,0.035,0.206,0.085,0.388
0.005,0.307,0.24,0.129,0.063,0.225,0.035,0.205,0.085,0.388
0.005,0.307,0.24,0.129,0.063,0.224,0.035,0.204,0.084,0.388
