_back,_rand,_degree,_adpDegree,_finder,_MS,_PR,_DND,_Core
0.5054282267792521,0.5054282267792521,0.5054282267792521,0.5054282267792521,0.5054282267792521,0.5054282267792521,0.5054282267792521,0.5054282267792521,0.5054282267792521
0.48612786489746684,0.48854041013269,0.5054282267792521,0.5054282267792521,0.4957780458383595,0.5054282267792521,0.4499396863691194,0.4957780458383595,0.5054282267792521
0.4776839565741858,0.48854041013269,0.5054282267792521,0.5054282267792521,0.4873341375150784,0.5018094089264173,0.4221954161640531,0.46562123039806996,0.5054282267792521
0.4487334137515078,0.48009650180940894,0.48612786489746684,0.48612786489746684,0.4644149577804584,0.49095295536791317,0.3823884197828709,0.451145958986731,0.48612786489746684
0.4089264173703257,0.48009650180940894,0.46562123039806996,0.46562123039806996,0.4221954161640531,0.4825090470446321,0.3823884197828709,0.4270205066344994,0.46562123039806996
0.39203860072376356,0.48009650180940894,0.4559710494571773,0.436670687575392,0.3896260554885404,0.47406513872135103,0.3823884197828709,0.40651387213510254,0.436670687575392
0.3751507840772014,0.47285886610373945,0.4270205066344994,0.4270205066344994,0.3884197828709288,0.46682750301568154,0.3823884197828709,0.40048250904704463,0.4270205066344994
0.3486127864897467,0.47285886610373945,0.4161640530759952,0.4161640530759952,0.38721351025331724,0.4559710494571773,0.3546441495778046,0.39324487334137515,0.3896260554885404
0.31363088057901084,0.47285886610373945,0.4041013268998794,0.37997587454764775,0.36308805790108567,0.4487334137515078,0.3546441495778046,0.3208685162846803,0.3835946924004825
0.27864897466827504,0.47285886610373945,0.36791314837153194,0.37997587454764775,0.353437876960193,0.4487334137515078,0.32689987937273823,0.3208685162846803,0.3835946924004825
0.27864897466827504,0.44752714113389624,0.33172496984318456,0.37394451145958985,0.30639324487334135,0.4390832328106152,0.32689987937273823,0.2750301568154403,0.3715319662243667
0.27864897466827504,0.44752714113389624,0.33172496984318456,0.33775633293124246,0.2955367913148372,0.39927623642943305,0.32689987937273823,0.26417370325693607,0.3715319662243667
0.25814234016887816,0.42581423401688784,0.32448733413751507,0.32448733413751507,0.2617611580217129,0.3956574185765983,0.32689987937273823,0.26417370325693607,0.3715319662243667
0.24849215922798554,0.42581423401688784,0.31363088057901084,0.31363088057901084,0.25090470446320867,0.3884197828709288,0.26658624849215923,0.26417370325693607,0.3715319662243667
0.24849215922798554,0.42581423401688784,0.31363088057901084,0.3027744270205066,0.25090470446320867,0.37876960193003617,0.26658624849215923,0.25814234016887816,0.3691194209891435
0.24849215922798554,0.42581423401688784,0.3027744270205066,0.2858866103739445,0.24607961399276237,0.3691194209891435,0.26658624849215923,0.24849215922798554,0.3341375150784077
0.24125452352231605,0.42581423401688784,0.2955367913148372,0.2858866103739445,0.2448733413751508,0.3558504221954162,0.26658624849215923,0.23642943305186973,0.32689987937273823
0.2255729794933655,0.37394451145958985,0.27864897466827504,0.27141133896260555,0.24246079613992763,0.32689987937273823,0.26658624849215923,0.23642943305186973,0.30156815440289503
0.2255729794933655,0.37394451145958985,0.27864897466827504,0.26537997587454765,0.24246079613992763,0.32689987937273823,0.24728588661037396,0.21592279855247287,0.2991556091676719
0.20868516284680338,0.37394451145958985,0.27864897466827504,0.2243667068757539,0.24004825090470447,0.31845597104945716,0.24728588661037396,0.2135102533172497,0.28950542822677927
0.20386007237635706,0.3703256936067551,0.27864897466827504,0.2195416164053076,0.20989143546441497,0.3112183353437877,0.24728588661037396,0.19782870928829915,0.28950542822677927
0.20386007237635706,0.3691194209891435,0.26537997587454765,0.1881785283474065,0.20627261761158022,0.3112183353437877,0.24728588661037396,0.16164053075995174,0.2870928829915561
0.030156815440289506,0.36670687575392036,0.25211097708082025,0.1881785283474065,0.18335343787696018,0.2750301568154403,0.22919179734620024,0.15319662243667068,0.2738238841978287
0.030156815440289506,0.36550060313630883,0.2448733413751508,0.1881785283474065,0.18214716525934863,0.2750301568154403,0.218335343787696,0.15319662243667068,0.2677925211097708
0.030156815440289506,0.36429433051869725,0.20386007237635706,0.1881785283474065,0.17490952955367914,0.26658624849215923,0.2014475271411339,0.15319662243667068,0.2605548854041013
0.022919179734620022,0.36429433051869725,0.19782870928829915,0.18094089264173704,0.17490952955367914,0.25090470446320867,0.2014475271411339,0.13630880579010857,0.2436670687575392
0.022919179734620022,0.36429433051869725,0.15922798552472858,0.13751507840772015,0.17490952955367914,0.25090470446320867,0.2014475271411339,0.13630880579010857,0.2436670687575392
0.022919179734620022,0.36308805790108567,0.12665862484921592,0.11942098914354644,0.17249698431845598,0.10735826296743065,0.2014475271411339,0.13630880579010857,0.20265379975874548
0.022919179734620022,0.36308805790108567,0.12665862484921592,0.11942098914354644,0.1471652593486128,0.10735826296743065,0.2014475271411339,0.13630880579010857,0.19782870928829915
0.022919179734620022,0.36308805790108567,0.12665862484921592,0.11821471652593486,0.1471652593486128,0.10735826296743065,0.18455971049457176,0.11821471652593486,0.19782870928829915
0.022919179734620022,0.3618817852834741,0.12665862484921592,0.09047044632086852,0.1471652593486128,0.10735826296743065,0.18455971049457176,0.11821471652593486,0.19782870928829915
0.022919179734620022,0.3606755126658625,0.07478890229191798,0.09047044632086852,0.1471652593486128,0.10735826296743065,0.18455971049457176,0.06031363088057901,0.19782870928829915
0.022919179734620022,0.3606755126658625,0.07478890229191798,0.08805790108564536,0.1471652593486128,0.10735826296743065,0.16043425814234016,0.06031363088057901,0.19059107358262967
0.022919179734620022,0.3606755126658625,0.07478890229191798,0.08805790108564536,0.1471652593486128,0.10735826296743065,0.16043425814234016,0.06031363088057901,0.17611580217129072
0.022919179734620022,0.3594692400482509,0.07237635705669482,0.033775633293124246,0.1471652593486128,0.10615199034981906,0.16043425814234016,0.06031363088057901,0.10615199034981906
0.022919179734620022,0.3594692400482509,0.06393244873341375,0.0048250904704463205,0.1471652593486128,0.10615199034981906,0.16043425814234016,0.06031363088057901,0.10615199034981906
0.022919179734620022,0.3594692400482509,0.06393244873341375,0.0048250904704463205,0.1471652593486128,0.10615199034981906,0.16043425814234016,0.007237635705669481,0.10615199034981906
0.022919179734620022,0.35705669481302776,0.06393244873341375,0.0048250904704463205,0.13630880579010857,0.1037394451145959,0.16043425814234016,0.007237635705669481,0.10615199034981906
