_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567,0.567
0.525,0.567,0.566,0.566,0.567,0.566,0.567,0.567,0.566
0.524,0.567,0.565,0.565,0.567,0.566,0.567,0.567,0.565
0.523,0.566,0.564,0.564,0.567,0.565,0.567,0.566,0.564
0.522,0.566,0.563,0.553,0.566,0.564,0.567,0.566,0.553
0.514,0.565,0.552,0.552,0.565,0.564,0.567,0.527,0.552
0.513,0.564,0.551,0.551,0.564,0.562,0.567,0.526,0.551
0.512,0.563,0.55,0.55,0.564,0.561,0.567,0.526,0.55
0.511,0.563,0.549,0.549,0.563,0.56,0.567,0.525,0.549
0.51,0.562,0.548,0.548,0.562,0.559,0.567,0.523,0.548
0.509,0.561,0.547,0.547,0.562,0.559,0.567,0.523,0.547
0.509,0.56,0.546,0.546,0.56,0.558,0.567,0.522,0.546
0.508,0.559,0.545,0.525,0.559,0.558,0.567,0.522,0.525
0.507,0.558,0.524,0.524,0.558,0.557,0.567,0.521,0.524
0.506,0.558,0.523,0.523,0.558,0.556,0.567,0.521,0.523
0.486,0.558,0.522,0.522,0.557,0.555,0.567,0.519,0.522
0.485,0.557,0.521,0.521,0.556,0.555,0.567,0.518,0.521
0.241,0.557,0.49,0.52,0.556,0.554,0.567,0.518,0.52
0.241,0.556,0.278,0.519,0.555,0.554,0.567,0.515,0.519
0.241,0.555,0.278,0.276,0.555,0.553,0.567,0.514,0.276
0.241,0.555,0.277,0.274,0.554,0.552,0.567,0.514,0.274
0.241,0.554,0.276,0.274,0.554,0.551,0.567,0.513,0.274
0.241,0.554,0.275,0.273,0.554,0.55,0.567,0.513,0.273
0.241,0.553,0.274,0.272,0.553,0.55,0.567,0.513,0.272
0.24,0.552,0.274,0.271,0.551,0.55,0.567,0.512,0.271
0.24,0.552,0.274,0.271,0.55,0.549,0.567,0.512,0.271
0.24,0.551,0.273,0.271,0.549,0.548,0.567,0.512,0.271
0.24,0.55,0.271,0.27,0.547,0.548,0.567,0.511,0.27
0.24,0.55,0.271,0.269,0.547,0.548,0.567,0.511,0.269
0.227,0.55,0.271,0.269,0.547,0.547,0.567,0.511,0.269
0.227,0.549,0.27,0.268,0.546,0.546,0.567,0.511,0.268
0.226,0.548,0.269,0.268,0.545,0.545,0.567,0.511,0.268
0.226,0.547,0.269,0.268,0.544,0.545,0.567,0.51,0.268
0.223,0.546,0.269,0.268,0.543,0.534,0.567,0.509,0.268
0.223,0.546,0.269,0.267,0.543,0.534,0.567,0.509,0.267
0.223,0.546,0.268,0.266,0.543,0.533,0.567,0.509,0.266
0.223,0.546,0.267,0.265,0.543,0.532,0.567,0.508,0.265
0.222,0.545,0.266,0.262,0.515,0.532,0.567,0.507,0.262
0.214,0.544,0.265,0.262,0.514,0.522,0.567,0.507,0.262
0.213,0.544,0.262,0.262,0.514,0.521,0.567,0.506,0.262
0.213,0.543,0.262,0.261,0.514,0.52,0.567,0.506,0.261
0.213,0.543,0.262,0.261,0.513,0.52,0.567,0.505,0.261
0.213,0.54,0.261,0.261,0.512,0.519,0.567,0.504,0.261
0.213,0.54,0.261,0.261,0.512,0.518,0.567,0.503,0.261
0.213,0.54,0.261,0.261,0.512,0.518,0.567,0.503,0.261
0.213,0.54,0.26,0.26,0.512,0.517,0.567,0.502,0.26
0.213,0.539,0.259,0.259,0.511,0.517,0.567,0.502,0.259
0.092,0.538,0.258,0.256,0.51,0.516,0.567,0.498,0.256
0.092,0.537,0.258,0.256,0.463,0.516,0.567,0.497,0.256
0.092,0.534,0.257,0.256,0.463,0.51,0.567,0.496,0.256
0.075,0.534,0.256,0.255,0.462,0.509,0.567,0.495,0.255
0.075,0.533,0.255,0.254,0.462,0.508,0.567,0.495,0.254
0.075,0.532,0.255,0.253,0.461,0.508,0.567,0.494,0.253
0.075,0.532,0.255,0.252,0.461,0.508,0.567,0.493,0.252
0.071,0.531,0.255,0.252,0.461,0.507,0.567,0.492,0.252
0.056,0.53,0.255,0.252,0.46,0.506,0.567,0.491,0.252
0.056,0.528,0.254,0.252,0.46,0.472,0.567,0.491,0.252
0.056,0.527,0.253,0.251,0.459,0.471,0.567,0.491,0.251
0.056,0.526,0.253,0.251,0.458,0.47,0.567,0.491,0.251
0.056,0.525,0.252,0.251,0.457,0.47,0.567,0.49,0.251
0.038,0.524,0.251,0.25,0.456,0.469,0.567,0.49,0.25
0.038,0.524,0.25,0.25,0.455,0.469,0.567,0.489,0.25
0.038,0.523,0.249,0.25,0.454,0.469,0.567,0.488,0.25
0.038,0.52,0.248,0.25,0.454,0.468,0.567,0.488,0.25
0.038,0.504,0.248,0.248,0.454,0.467,0.567,0.487,0.248
0.038,0.503,0.248,0.248,0.453,0.466,0.567,0.487,0.248
0.038,0.503,0.248,0.247,0.452,0.465,0.567,0.487,0.247
0.038,0.503,0.248,0.247,0.451,0.464,0.567,0.487,0.247
0.038,0.503,0.248,0.246,0.451,0.463,0.567,0.487,0.246
0.038,0.503,0.247,0.245,0.451,0.463,0.567,0.487,0.245
0.038,0.502,0.247,0.245,0.45,0.462,0.567,0.487,0.245
0.038,0.501,0.246,0.244,0.449,0.462,0.567,0.486,0.244
0.022,0.5,0.245,0.244,0.448,0.461,0.567,0.485,0.244
0.022,0.499,0.244,0.244,0.447,0.461,0.567,0.484,0.244
0.022,0.498,0.241,0.242,0.447,0.461,0.567,0.484,0.242
0.022,0.498,0.237,0.241,0.447,0.461,0.567,0.483,0.241
0.022,0.498,0.237,0.24,0.447,0.46,0.567,0.482,0.24
0.022,0.497,0.237,0.24,0.447,0.459,0.567,0.482,0.24
0.016,0.497,0.237,0.24,0.446,0.458,0.567,0.482,0.24
0.016,0.497,0.22,0.236,0.445,0.458,0.567,0.481,0.236
0.016,0.496,0.219,0.235,0.443,0.458,0.567,0.48,0.235
0.016,0.496,0.127,0.235,0.443,0.455,0.567,0.48,0.235
0.016,0.495,0.127,0.235,0.442,0.454,0.567,0.479,0.235
