_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539
0.538,0.538,0.538,0.538,0.535,0.538,0.539,0.538,0.538
0.537,0.537,0.537,0.537,0.535,0.538,0.539,0.537,0.537
0.536,0.536,0.536,0.536,0.535,0.536,0.539,0.536,0.536
0.534,0.535,0.535,0.535,0.535,0.535,0.539,0.536,0.535
0.533,0.534,0.534,0.534,0.534,0.534,0.539,0.535,0.534
0.53,0.534,0.533,0.533,0.533,0.534,0.539,0.535,0.533
0.526,0.533,0.532,0.532,0.533,0.533,0.539,0.535,0.532
0.525,0.531,0.531,0.531,0.533,0.533,0.539,0.534,0.531
0.524,0.53,0.53,0.53,0.532,0.532,0.539,0.53,0.53
0.523,0.529,0.529,0.529,0.531,0.531,0.539,0.53,0.529
0.522,0.528,0.528,0.528,0.531,0.531,0.539,0.529,0.528
0.521,0.527,0.527,0.527,0.53,0.53,0.539,0.528,0.527
0.52,0.527,0.526,0.526,0.53,0.529,0.539,0.527,0.526
0.519,0.526,0.525,0.525,0.529,0.528,0.539,0.526,0.525
0.518,0.526,0.52,0.524,0.528,0.527,0.539,0.526,0.524
0.517,0.525,0.519,0.523,0.528,0.526,0.539,0.526,0.523
0.516,0.524,0.518,0.518,0.527,0.525,0.539,0.526,0.518
0.515,0.523,0.517,0.516,0.526,0.52,0.539,0.525,0.516
0.514,0.523,0.516,0.515,0.526,0.519,0.539,0.525,0.515
0.509,0.523,0.515,0.514,0.526,0.518,0.539,0.525,0.514
0.508,0.522,0.514,0.513,0.526,0.517,0.539,0.525,0.513
0.506,0.521,0.513,0.512,0.526,0.516,0.539,0.524,0.512
0.395,0.521,0.512,0.511,0.525,0.514,0.539,0.524,0.511
0.395,0.52,0.511,0.51,0.525,0.513,0.539,0.524,0.51
0.395,0.52,0.51,0.509,0.524,0.511,0.539,0.523,0.509
0.394,0.519,0.508,0.508,0.523,0.51,0.539,0.522,0.508
0.393,0.518,0.507,0.507,0.523,0.51,0.539,0.521,0.507
0.392,0.517,0.506,0.506,0.522,0.509,0.539,0.521,0.506
0.392,0.517,0.505,0.505,0.52,0.508,0.539,0.521,0.505
0.267,0.516,0.504,0.504,0.519,0.507,0.539,0.52,0.504
0.266,0.516,0.503,0.503,0.519,0.507,0.539,0.52,0.503
0.265,0.516,0.502,0.502,0.518,0.506,0.539,0.519,0.502
0.263,0.515,0.501,0.497,0.517,0.506,0.539,0.519,0.497
0.238,0.514,0.5,0.496,0.517,0.506,0.539,0.516,0.496
0.238,0.513,0.499,0.495,0.517,0.505,0.539,0.515,0.495
0.238,0.512,0.498,0.494,0.517,0.505,0.539,0.515,0.494
0.232,0.512,0.497,0.493,0.517,0.504,0.539,0.513,0.493
