_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286
0.286,0.286,0.104,0.104,0.286,0.286,0.286,0.285,0.104
0.286,0.286,0.104,0.104,0.286,0.286,0.286,0.28,0.104
0.285,0.285,0.104,0.103,0.285,0.286,0.286,0.28,0.103
0.284,0.284,0.103,0.103,0.285,0.285,0.286,0.28,0.103
0.281,0.284,0.103,0.103,0.285,0.284,0.286,0.28,0.103
0.156,0.28,0.103,0.103,0.285,0.284,0.286,0.28,0.103
0.156,0.28,0.103,0.103,0.285,0.284,0.286,0.273,0.103
0.154,0.28,0.103,0.103,0.285,0.283,0.286,0.272,0.103
0.151,0.28,0.103,0.103,0.285,0.282,0.286,0.271,0.103
0.151,0.28,0.103,0.103,0.284,0.282,0.286,0.271,0.103
0.151,0.28,0.103,0.102,0.284,0.282,0.286,0.271,0.102
0.147,0.28,0.103,0.102,0.284,0.281,0.286,0.27,0.102
0.146,0.28,0.102,0.102,0.284,0.281,0.286,0.27,0.102
0.146,0.279,0.102,0.102,0.283,0.281,0.286,0.27,0.102
0.044,0.279,0.102,0.102,0.283,0.281,0.286,0.27,0.102
0.044,0.278,0.102,0.102,0.282,0.28,0.286,0.27,0.102
0.044,0.278,0.102,0.102,0.282,0.279,0.286,0.27,0.102
0.044,0.278,0.102,0.102,0.281,0.278,0.286,0.269,0.102
0.044,0.278,0.102,0.102,0.281,0.277,0.286,0.269,0.102
0.044,0.278,0.102,0.102,0.28,0.277,0.286,0.269,0.102
0.044,0.278,0.102,0.102,0.28,0.277,0.286,0.269,0.102
0.044,0.277,0.102,0.099,0.28,0.276,0.286,0.268,0.099
0.044,0.277,0.102,0.099,0.279,0.276,0.286,0.268,0.099
0.044,0.277,0.102,0.099,0.275,0.275,0.286,0.268,0.099
0.044,0.277,0.102,0.099,0.275,0.275,0.286,0.268,0.099
0.044,0.277,0.102,0.099,0.274,0.275,0.286,0.267,0.099
0.042,0.276,0.102,0.099,0.272,0.275,0.286,0.267,0.099
0.042,0.276,0.102,0.099,0.272,0.275,0.286,0.266,0.099
0.042,0.276,0.102,0.099,0.272,0.274,0.286,0.266,0.099
0.04,0.276,0.102,0.099,0.272,0.273,0.286,0.265,0.099
0.04,0.275,0.102,0.099,0.272,0.273,0.286,0.265,0.099
0.04,0.273,0.102,0.099,0.272,0.273,0.286,0.234,0.099
0.025,0.273,0.102,0.099,0.271,0.273,0.286,0.234,0.099
0.025,0.267,0.102,0.096,0.271,0.272,0.286,0.234,0.096
0.025,0.267,0.102,0.096,0.271,0.272,0.286,0.234,0.096
0.025,0.267,0.099,0.096,0.27,0.272,0.286,0.234,0.096
