_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497
0.496,0.496,0.496,0.496,0.496,0.496,0.497,0.496,0.496
0.479,0.495,0.495,0.495,0.496,0.496,0.497,0.496,0.495
0.479,0.495,0.494,0.494,0.495,0.495,0.497,0.496,0.494
0.471,0.494,0.493,0.494,0.494,0.494,0.497,0.494,0.494
0.47,0.493,0.493,0.493,0.493,0.493,0.497,0.493,0.493
0.469,0.493,0.492,0.492,0.493,0.493,0.497,0.492,0.492
0.442,0.493,0.491,0.491,0.493,0.492,0.497,0.492,0.491
0.442,0.492,0.49,0.491,0.493,0.491,0.497,0.491,0.491
0.439,0.491,0.489,0.49,0.493,0.491,0.497,0.491,0.49
0.438,0.49,0.489,0.49,0.493,0.49,0.497,0.49,0.49
0.437,0.49,0.488,0.489,0.492,0.489,0.497,0.49,0.489
0.436,0.49,0.488,0.488,0.492,0.488,0.497,0.49,0.488
0.435,0.489,0.487,0.487,0.491,0.488,0.497,0.49,0.487
0.434,0.488,0.486,0.486,0.491,0.487,0.497,0.489,0.486
0.401,0.488,0.485,0.485,0.491,0.486,0.497,0.488,0.485
0.4,0.487,0.484,0.484,0.49,0.485,0.497,0.487,0.484
0.269,0.487,0.483,0.483,0.49,0.485,0.497,0.48,0.483
0.269,0.485,0.482,0.483,0.49,0.484,0.497,0.48,0.483
0.269,0.484,0.481,0.482,0.49,0.483,0.497,0.474,0.482
0.217,0.484,0.48,0.481,0.489,0.483,0.497,0.474,0.481
0.217,0.483,0.479,0.469,0.488,0.483,0.497,0.472,0.469
0.192,0.483,0.478,0.468,0.488,0.481,0.497,0.472,0.468
0.192,0.482,0.477,0.467,0.487,0.48,0.497,0.472,0.467
0.189,0.481,0.476,0.466,0.487,0.48,0.497,0.472,0.466
0.184,0.48,0.475,0.465,0.482,0.48,0.497,0.471,0.465
0.184,0.48,0.474,0.464,0.482,0.479,0.497,0.47,0.464
0.183,0.48,0.474,0.463,0.482,0.478,0.497,0.47,0.463
0.183,0.48,0.473,0.462,0.481,0.478,0.497,0.47,0.462
0.075,0.48,0.461,0.461,0.481,0.477,0.497,0.47,0.461
0.075,0.48,0.46,0.46,0.481,0.476,0.497,0.47,0.46
0.075,0.48,0.46,0.459,0.481,0.475,0.497,0.47,0.459
0.075,0.478,0.459,0.458,0.481,0.475,0.497,0.47,0.458
0.075,0.477,0.458,0.458,0.48,0.474,0.497,0.469,0.458
0.075,0.476,0.457,0.457,0.478,0.473,0.497,0.468,0.457
0.074,0.475,0.456,0.428,0.477,0.468,0.497,0.467,0.428
0.074,0.474,0.455,0.426,0.476,0.467,0.497,0.467,0.426
0.074,0.474,0.454,0.426,0.475,0.466,0.497,0.466,0.426
0.074,0.473,0.225,0.426,0.474,0.465,0.497,0.465,0.426
0.074,0.472,0.225,0.426,0.474,0.464,0.497,0.464,0.426
0.071,0.47,0.225,0.425,0.474,0.463,0.497,0.464,0.425
0.071,0.469,0.223,0.424,0.474,0.462,0.497,0.464,0.424
0.071,0.467,0.211,0.424,0.473,0.462,0.497,0.464,0.424
0.027,0.466,0.211,0.424,0.473,0.461,0.497,0.463,0.424
0.027,0.465,0.211,0.423,0.472,0.46,0.497,0.462,0.423
0.027,0.458,0.211,0.422,0.471,0.459,0.497,0.462,0.422
0.027,0.458,0.209,0.418,0.246,0.458,0.497,0.462,0.418
0.022,0.457,0.209,0.418,0.245,0.457,0.497,0.462,0.418
0.022,0.457,0.209,0.416,0.245,0.457,0.497,0.461,0.416
0.009,0.456,0.209,0.415,0.243,0.455,0.497,0.46,0.415
0.009,0.455,0.208,0.414,0.243,0.455,0.497,0.46,0.414
0.009,0.455,0.208,0.413,0.242,0.453,0.497,0.46,0.413
0.009,0.454,0.208,0.413,0.242,0.452,0.497,0.46,0.413
0.009,0.454,0.208,0.412,0.242,0.452,0.497,0.46,0.412
