_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498
0.497,0.498,0.471,0.471,0.498,0.497,0.498,0.498,0.471
0.496,0.497,0.471,0.471,0.497,0.497,0.498,0.494,0.471
0.495,0.497,0.471,0.471,0.497,0.496,0.498,0.493,0.471
0.484,0.497,0.47,0.47,0.497,0.495,0.498,0.493,0.47
0.484,0.485,0.469,0.469,0.496,0.495,0.498,0.492,0.469
0.483,0.484,0.468,0.468,0.495,0.494,0.498,0.491,0.468
0.26,0.484,0.467,0.464,0.495,0.494,0.498,0.491,0.464
0.258,0.484,0.466,0.463,0.494,0.493,0.498,0.49,0.463
0.182,0.483,0.462,0.462,0.494,0.355,0.498,0.49,0.462
0.158,0.483,0.461,0.462,0.494,0.354,0.498,0.49,0.462
0.158,0.482,0.461,0.461,0.494,0.353,0.498,0.49,0.461
0.158,0.482,0.461,0.46,0.493,0.352,0.498,0.49,0.46
0.158,0.482,0.459,0.46,0.492,0.351,0.498,0.49,0.46
0.074,0.482,0.459,0.459,0.488,0.35,0.498,0.489,0.459
0.074,0.481,0.458,0.459,0.487,0.349,0.498,0.488,0.459
0.074,0.481,0.457,0.458,0.487,0.349,0.498,0.488,0.458
0.074,0.48,0.456,0.457,0.487,0.348,0.498,0.488,0.457
0.074,0.48,0.455,0.457,0.486,0.344,0.498,0.487,0.457
0.073,0.48,0.454,0.456,0.486,0.341,0.498,0.486,0.456
0.068,0.48,0.454,0.454,0.485,0.341,0.498,0.486,0.454
0.059,0.48,0.454,0.453,0.485,0.34,0.498,0.486,0.453
0.059,0.48,0.454,0.452,0.485,0.34,0.498,0.486,0.452
0.059,0.48,0.453,0.451,0.484,0.34,0.498,0.485,0.451
0.059,0.479,0.452,0.45,0.482,0.339,0.498,0.484,0.45
0.059,0.478,0.451,0.449,0.481,0.339,0.498,0.483,0.449
0.059,0.45,0.45,0.448,0.481,0.338,0.498,0.483,0.448
0.059,0.45,0.449,0.447,0.48,0.338,0.498,0.483,0.447
0.042,0.45,0.448,0.446,0.479,0.338,0.498,0.482,0.446
0.042,0.449,0.447,0.446,0.479,0.338,0.498,0.481,0.446
0.036,0.449,0.446,0.445,0.478,0.337,0.498,0.48,0.445
0.036,0.449,0.445,0.444,0.478,0.337,0.498,0.479,0.444
0.033,0.449,0.444,0.443,0.477,0.337,0.498,0.478,0.443
0.033,0.444,0.443,0.442,0.476,0.336,0.498,0.471,0.442
0.033,0.444,0.442,0.441,0.475,0.335,0.498,0.317,0.441
0.033,0.444,0.441,0.44,0.475,0.334,0.498,0.317,0.44
0.03,0.444,0.44,0.439,0.474,0.333,0.498,0.317,0.439
0.03,0.444,0.439,0.439,0.474,0.333,0.498,0.317,0.439
0.03,0.443,0.439,0.438,0.474,0.332,0.498,0.317,0.438
0.03,0.443,0.438,0.24,0.473,0.319,0.498,0.317,0.24
0.03,0.443,0.437,0.24,0.473,0.319,0.498,0.317,0.24
0.021,0.442,0.242,0.24,0.471,0.318,0.498,0.316,0.24
0.019,0.442,0.24,0.239,0.471,0.318,0.498,0.316,0.239
0.019,0.442,0.239,0.238,0.47,0.318,0.498,0.315,0.238
0.019,0.442,0.239,0.238,0.469,0.318,0.498,0.314,0.238
0.014,0.441,0.239,0.238,0.337,0.318,0.498,0.314,0.238
0.014,0.441,0.238,0.226,0.337,0.317,0.498,0.314,0.226
0.014,0.441,0.238,0.225,0.337,0.316,0.498,0.313,0.225
0.013,0.441,0.238,0.12,0.337,0.316,0.498,0.313,0.12
0.013,0.44,0.237,0.119,0.337,0.316,0.498,0.313,0.119
0.013,0.439,0.237,0.119,0.336,0.315,0.498,0.313,0.119
0.012,0.439,0.237,0.119,0.335,0.314,0.498,0.312,0.119
0.012,0.439,0.237,0.118,0.334,0.283,0.498,0.312,0.118
0.012,0.439,0.237,0.11,0.334,0.282,0.498,0.311,0.11
0.012,0.438,0.236,0.11,0.334,0.282,0.498,0.311,0.11
0.012,0.438,0.236,0.11,0.331,0.282,0.498,0.311,0.11
0.012,0.438,0.235,0.11,0.331,0.279,0.498,0.311,0.11
0.012,0.437,0.235,0.109,0.331,0.278,0.498,0.311,0.109
0.012,0.437,0.235,0.109,0.33,0.278,0.498,0.311,0.109
0.012,0.437,0.235,0.109,0.329,0.278,0.498,0.311,0.109
0.012,0.436,0.235,0.109,0.329,0.278,0.498,0.311,0.109
0.012,0.435,0.235,0.109,0.328,0.277,0.498,0.311,0.109
0.012,0.434,0.235,0.107,0.328,0.277,0.498,0.31,0.107
0.012,0.434,0.115,0.107,0.327,0.277,0.498,0.31,0.107
0.012,0.433,0.115,0.107,0.327,0.277,0.498,0.31,0.107
0.012,0.432,0.113,0.107,0.327,0.275,0.498,0.31,0.107
0.004,0.432,0.113,0.104,0.327,0.275,0.498,0.31,0.104
0.004,0.431,0.113,0.104,0.327,0.274,0.498,0.309,0.104
0.004,0.431,0.113,0.104,0.326,0.274,0.498,0.305,0.104
0.004,0.431,0.112,0.104,0.325,0.274,0.498,0.305,0.104
0.004,0.43,0.112,0.104,0.324,0.274,0.498,0.29,0.104
0.004,0.43,0.112,0.104,0.324,0.274,0.498,0.29,0.104
0.004,0.43,0.111,0.104,0.324,0.273,0.498,0.29,0.104
