_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834,0.834
0.833,0.833,0.833,0.833,0.833,0.833,0.834,0.833,0.833
0.832,0.832,0.832,0.832,0.832,0.832,0.834,0.832,0.832
0.83,0.83,0.831,0.831,0.831,0.831,0.834,0.831,0.831
0.829,0.83,0.83,0.83,0.83,0.83,0.834,0.83,0.83
0.828,0.829,0.829,0.829,0.83,0.829,0.834,0.829,0.829
0.826,0.828,0.828,0.828,0.829,0.828,0.834,0.829,0.828
0.825,0.827,0.827,0.827,0.828,0.827,0.834,0.828,0.827
0.824,0.826,0.826,0.826,0.827,0.826,0.834,0.827,0.826
0.823,0.825,0.825,0.825,0.826,0.825,0.834,0.826,0.825
0.822,0.825,0.824,0.824,0.825,0.824,0.834,0.825,0.824
0.821,0.825,0.823,0.823,0.824,0.823,0.834,0.824,0.823
0.82,0.824,0.822,0.822,0.823,0.822,0.834,0.824,0.822
0.816,0.823,0.821,0.821,0.823,0.821,0.834,0.823,0.821
0.815,0.822,0.82,0.82,0.822,0.821,0.834,0.822,0.82
0.814,0.821,0.819,0.819,0.821,0.82,0.834,0.821,0.819
0.813,0.82,0.818,0.818,0.82,0.819,0.834,0.82,0.818
0.812,0.819,0.817,0.817,0.819,0.818,0.834,0.819,0.817
0.811,0.818,0.816,0.816,0.818,0.817,0.834,0.819,0.816
0.81,0.817,0.815,0.815,0.818,0.816,0.834,0.818,0.815
0.809,0.816,0.814,0.814,0.817,0.815,0.834,0.818,0.814
0.808,0.815,0.813,0.813,0.816,0.814,0.834,0.817,0.813
0.807,0.814,0.812,0.812,0.815,0.813,0.834,0.816,0.812
0.806,0.814,0.811,0.811,0.814,0.813,0.834,0.815,0.811
0.805,0.813,0.81,0.81,0.813,0.81,0.834,0.814,0.81
0.804,0.812,0.809,0.809,0.812,0.809,0.834,0.813,0.809
0.803,0.811,0.808,0.808,0.811,0.808,0.834,0.811,0.808
0.802,0.81,0.807,0.807,0.81,0.807,0.834,0.81,0.807
0.801,0.809,0.806,0.806,0.809,0.806,0.834,0.809,0.806
0.8,0.808,0.805,0.805,0.808,0.805,0.834,0.808,0.805
0.799,0.807,0.804,0.804,0.807,0.804,0.834,0.807,0.804
0.797,0.806,0.803,0.803,0.806,0.803,0.834,0.806,0.803
0.796,0.806,0.802,0.802,0.805,0.802,0.834,0.805,0.802
0.795,0.805,0.801,0.801,0.805,0.802,0.834,0.804,0.801
0.794,0.805,0.8,0.8,0.804,0.801,0.834,0.803,0.8
0.793,0.804,0.799,0.799,0.803,0.8,0.834,0.803,0.799
0.792,0.803,0.798,0.798,0.802,0.799,0.834,0.802,0.798
0.791,0.802,0.797,0.797,0.801,0.798,0.834,0.802,0.797
0.79,0.801,0.796,0.796,0.8,0.797,0.834,0.801,0.796
0.789,0.8,0.795,0.795,0.8,0.796,0.834,0.8,0.795
0.788,0.799,0.794,0.794,0.799,0.795,0.834,0.799,0.794
0.787,0.798,0.793,0.793,0.798,0.794,0.834,0.798,0.793
0.786,0.797,0.792,0.792,0.797,0.793,0.834,0.797,0.792
0.785,0.796,0.791,0.791,0.797,0.792,0.834,0.796,0.791
0.784,0.796,0.79,0.79,0.796,0.791,0.834,0.795,0.79
0.78,0.795,0.789,0.789,0.794,0.79,0.834,0.794,0.789
0.779,0.794,0.788,0.788,0.794,0.768,0.834,0.793,0.788
0.778,0.793,0.787,0.787,0.793,0.767,0.829,0.792,0.787
0.777,0.793,0.786,0.786,0.792,0.766,0.829,0.791,0.786
0.775,0.792,0.785,0.785,0.791,0.765,0.829,0.79,0.785
0.774,0.792,0.784,0.784,0.79,0.764,0.829,0.79,0.784
0.773,0.788,0.783,0.783,0.789,0.763,0.829,0.789,0.783
0.772,0.787,0.782,0.782,0.789,0.762,0.829,0.788,0.782
0.771,0.786,0.781,0.781,0.788,0.761,0.829,0.785,0.781
0.77,0.786,0.78,0.78,0.787,0.76,0.829,0.784,0.78
