_back,_rand,_degree,_adpDegree,_FD,_MS,_PR,_DND,_Core
0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356,0.356
0.347,0.355,0.355,0.355,0.355,0.355,0.356,0.355,0.355
0.346,0.354,0.355,0.355,0.355,0.355,0.356,0.354,0.355
0.344,0.354,0.354,0.354,0.354,0.355,0.356,0.354,0.354
0.288,0.354,0.353,0.353,0.349,0.354,0.356,0.354,0.353
0.163,0.354,0.352,0.353,0.349,0.353,0.356,0.354,0.353
0.162,0.354,0.351,0.353,0.348,0.353,0.356,0.354,0.353
0.162,0.354,0.35,0.353,0.347,0.352,0.356,0.256,0.353
0.161,0.354,0.35,0.352,0.343,0.352,0.356,0.256,0.352
0.161,0.354,0.35,0.351,0.343,0.352,0.356,0.256,0.351
0.161,0.354,0.35,0.351,0.343,0.351,0.356,0.256,0.351
0.049,0.354,0.349,0.35,0.343,0.35,0.356,0.256,0.35
0.047,0.354,0.337,0.349,0.343,0.349,0.356,0.256,0.349
0.047,0.354,0.337,0.348,0.343,0.348,0.356,0.255,0.348
0.047,0.354,0.336,0.344,0.343,0.347,0.356,0.255,0.344
0.047,0.353,0.335,0.343,0.343,0.346,0.356,0.254,0.343
0.047,0.352,0.331,0.331,0.343,0.345,0.356,0.253,0.331
0.047,0.352,0.33,0.33,0.343,0.344,0.356,0.253,0.33
0.047,0.352,0.329,0.329,0.343,0.343,0.356,0.253,0.329
0.047,0.352,0.313,0.328,0.343,0.343,0.356,0.253,0.328
0.038,0.352,0.312,0.327,0.342,0.343,0.356,0.253,0.327
0.038,0.351,0.312,0.311,0.341,0.343,0.356,0.253,0.311
0.038,0.351,0.311,0.31,0.34,0.342,0.356,0.252,0.31
0.038,0.351,0.31,0.31,0.34,0.341,0.356,0.252,0.31
0.038,0.351,0.309,0.309,0.339,0.341,0.356,0.252,0.309
0.038,0.351,0.309,0.309,0.339,0.341,0.356,0.252,0.309
0.038,0.351,0.309,0.309,0.339,0.34,0.356,0.252,0.309
0.038,0.351,0.308,0.241,0.338,0.34,0.356,0.252,0.241
0.038,0.35,0.307,0.24,0.337,0.34,0.356,0.252,0.24
0.035,0.35,0.24,0.24,0.337,0.337,0.356,0.252,0.24
0.016,0.35,0.239,0.239,0.336,0.337,0.356,0.252,0.239
0.016,0.35,0.235,0.238,0.336,0.336,0.356,0.251,0.238
0.016,0.35,0.234,0.238,0.336,0.335,0.356,0.251,0.238
0.016,0.35,0.234,0.237,0.336,0.334,0.356,0.251,0.237
0.016,0.349,0.234,0.236,0.334,0.334,0.356,0.25,0.236
0.016,0.349,0.234,0.234,0.333,0.334,0.356,0.25,0.234
0.016,0.349,0.234,0.234,0.333,0.334,0.356,0.25,0.234
